LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frame),(frame),(frame),(µm),(µm),(µm),(µm),(µm/frame),(µm/frame),(µm/frame),(µm/frame),(µm/frame),(quality),(µm),(µm),,(µm/frame),,(rad/frame)
Track_72856,0,0,47,0,0,0,0,0,46.0,0.0,46.0,16.76060524332459,355.0712849485644,17.34652117488638,0.0,1.219603451783361,3.907592191918407,0.08907992360671543,1.213086169914777,0.7753625405088487,5793.04255319149,56.10175878203459,16.824849698944185,0.2987536506376307,0.3643609835505346,0.2987536506376306,1.192173875730681
Track_72857,1,1,211,0,0,0,0,0,210.0,0.0,210.0,206.59192184451962,817.7901970222863,324.94541483948103,0.0,1.3913167561899862,9.451704655843013,0.009440191576388311,0.32242033362975075,2.1495087943033115,3456.8056872037914,292.17651879989717,206.59192184451962,0.7070791406957934,0.9837710564024744,0.7070791406957936,1.4307468073440852
Track_72858,2,2,211,0,0,0,0,0,210.0,0.0,210.0,116.19840452554396,753.2898544196881,504.8637491224462,0.0,1.1813646436185241,4.817080180937638,0.024431499134837213,0.7375065231084109,1.0562412968834496,4849.090047393365,248.08657515989017,119.04238045084362,0.46837844591411226,0.5533257358359236,0.46837844591411243,1.249816955680258
Track_72859,3,3,187,0,0,0,0,0,186.0,0.0,186.0,18.88147515910513,369.4961156721751,423.5346502278641,0.0,0.6120596398000371,5.884497048717587,0.010672563646664674,0.3624504339950802,0.7758866698276143,3107.3636363636365,113.84309300280691,20.82586807830882,0.1658552544653683,0.10151330730701683,0.1658552544653683,1.674873570342639
Track_72860,4,4,211,0,0,0,0,0,210.0,0.0,210.0,136.36243760215717,140.25605444306433,276.1325035839288,0.0,1.3309404473758601,6.652948878746517,0.03588979471252111,0.9020655986914249,1.2609929935990447,6248.4834123222745,279.49749394893064,136.36243760215717,0.4878842943295696,0.6493449409626532,0.4878842943295696,1.1040484504317234
Track_72861,5,5,211,0,0,0,0,0,210.0,0.0,210.0,4.5231215809249115,412.3036019327939,587.2346029012683,0.0,0.7796773677916258,5.458049168365883,0.021542665797425222,0.5828151832256537,0.7319175415815933,7430.454976303317,163.73224723624153,13.169819887971048,0.02762511146871827,0.02153867419488053,0.02762511146871829,1.5691124632592344
Track_72862,6,6,82,4,0,0,0,5,93.0,0.0,93.0,30.366464449325573,217.26388718971302,25.09799227839225,0.0,2.440699253260479,11.577850453401853,0.22450116550804794,1.664500208751461,2.1721206791186134,5484.5609756097565,218.84931785530708,30.604758405375783,0.13875512497325881,0.32652112311102766,0.13378179334255744,1.4329942611118667
