ID	Track	Slice	X	Y	Distance	Velocity	PixelValue
2	1	2	247	1524	50.196	33.464	-8552062
3	1	3	285	1517	13.099	8.732	-8681595
4	1	4	352	1488	24.749	16.500	-8617079
5	1	5	425	1371	46.750	31.167	-9207672
6	1	6	480	1329	23.460	15.640	-8816514
7	1	7	522	1266	25.668	17.112	-8948349
8	1	8	524	1226	13.577	9.051	-8355951
9	1	9	515	1176	17.222	11.482	-7566188
10	1	10	513	1140	12.223	8.149	-8288888
11	1	11	467	1096	21.579	14.386	-8353140
12	1	12	463	1090	2.445	1.630	-8486518
13	1	13	452	1081	4.818	3.212	-8353140
14	1	14	408	1060	16.528	11.019	-8550520
15	1	15	375	1046	12.152	8.101	-8550773
16	1	16	398	1016	12.815	8.543	-8353907
17	1	17	396	1012	1.516	1.011	-8486007
18	1	18	400	1010	1.516	1.011	-8287861
19	1	19	404	1010	1.356	0.904	-8486269
20	1	20	400	1006	1.918	1.278	-8089968
21	1	21	427	1008	9.178	6.119	-8420725
22	1	22	408	1004	6.582	4.388	-7894130
23	1	23	415	1012	3.604	2.402	-8288882
24	1	24	427	1002	5.295	3.530	-8355963
25	1	25	427	1006	1.356	0.904	-8749943
26	1	26	427	1008	0.678	0.452	-8223615
27	1	27	440	998	5.560	3.707	-7960956
28	1	28	446	998	2.034	1.356	-8355203
29	1	29	454	993	3.198	2.132	-7960451
30	1	30	461	998	2.916	1.944	-6909570
31	1	31	467	1006	3.390	2.260	-7237758
32	1	32	457	1006	3.390	2.260	-8158584
33	1	33	457	1006	0.000	0.000	-8158333
34	1	34	465	1010	3.032	2.021	-7829378
35	1	35	467	1012	0.959	0.639	-8288641
36	1	36	478	1021	4.818	3.212	-9743511
37	1	37	461	1014	6.232	4.155	-7564664
38	1	38	448	1012	4.459	2.973	-7629948
39	1	39	446	1012	0.678	0.452	-8682116
41	2	2	188	1561	51.635	34.423	-9469589
42	2	3	207	1555	6.755	4.503	-10196374
43	2	4	276	1530	24.879	16.586	-9536914
44	2	5	366	1440	43.148	28.765	-10785441
45	2	6	415	1396	22.325	14.883	-10455698
46	2	7	467	1325	29.834	19.889	-9405079
47	2	8	490	1295	12.815	8.543	-10654366
48	2	9	501	1247	16.694	11.129	-9669527
49	2	10	494	1220	9.456	6.304	-10327972
50	2	11	526	1155	24.561	16.374	-10783899
51	2	12	503	1157	7.826	5.218	-11048346
52	2	13	494	1159	3.125	2.084	-9995674
53	2	14	450	1136	16.831	11.221	-10391712
54	2	15	425	1117	10.645	7.097	-10061453
55	2	16	425	1130	4.407	2.938	-9734534
56	2	17	425	1121	3.051	2.034	-9864074
