ID	Track	Slice	X	Y	Distance	Velocity	PixelValue
2	1	2	2207	1744	17.166	11.444	-9079176
3	1	3	2199	1744	2.712	1.808	-8488337
4	1	4	2184	1715	11.068	7.379	-8945026
5	1	5	2184	1719	1.356	0.904	-9013901
6	1	6	2178	1710	3.667	2.445	-8420217
7	1	7	2207	1717	10.113	6.742	-10195336
8	1	8	2201	1712	2.648	1.765	-9079425
9	1	9	2195	1712	2.034	1.356	-10129813
10	1	10	2167	1691	11.865	7.910	-9012862
11	1	11	2174	1710	6.864	4.576	-9078657
12	1	12	2172	1710	0.678	0.452	-9012102
13	1	13	2165	1704	3.125	2.084	-9208190
14	1	14	2165	1704	0.000	0.000	-9540235
15	1	15	2165	1704	0.000	0.000	-9014151
16	1	16	2170	1681	7.979	5.319	-1908509
17	1	17	2178	1677	3.032	2.021	-8749443
18	1	18	2186	1671	3.390	2.260	-8748930
19	1	19	2195	1660	4.818	3.212	-9343118
20	1	20	2207	1654	4.548	3.032	-9344137
21	1	21	2216	1660	3.667	2.445	-8882058
22	1	22	2220	1641	6.582	4.388	-9340549
23	1	23	2218	1633	2.795	1.864	-10525852
24	1	24	2203	1639	5.477	3.651	-8880775
25	1	25	2239	1620	13.799	9.200	-8557190
26	1	26	2174	1622	22.045	14.697	-9145477
27	1	27	2218	1641	16.247	10.832	-9143688
28	1	28	2205	1633	5.175	3.450	-9672586
29	1	29	2245	1656	15.642	10.428	-10655135
30	1	30	2266	1689	13.260	8.840	-9406860
31	1	31	2262	1691	1.516	1.011	-9341847
32	1	32	2239	1662	12.548	8.365	-9472148
33	1	33	2230	1660	3.125	2.084	-9082006
34	1	34	2245	1673	6.729	4.486	-9211282
35	1	35	2218	1671	9.178	6.119	-10323860
36	1	36	2174	1658	15.553	10.369	-9736076
37	1	37	2172	1647	3.790	2.527	-9866130
38	1	38	2172	1643	1.356	0.904	-9211013
39	1	39	2155	1671	11.105	7.403	-9674883
40	1	40	2130	1679	8.898	5.932	-2039845
41	1	41	2130	1679	0.000	0.000	-2105377
42	1	42	2161	1658	12.693	8.462	-8816764
43	1	43	2117	1658	14.916	9.944	-1908511
44	1	44	2128	1664	4.248	2.832	-9010811
45	1	45	2098	1647	11.689	7.793	-11843002
46	1	46	2050	1643	16.328	10.886	-12766907
47	1	47	2054	1650	2.733	1.822	-9933456
48	1	48	2065	1677	9.883	6.589	-9603217
49	1	49	2073	1647	10.525	7.017	-9406862
50	1	50	2031	1652	14.339	9.559	-9935247
51	1	51	2031	1656	1.356	0.904	-10985892
52	1	52	2031	1656	0.000	0.000	-10133137
53	1	53	2037	1668	4.548	3.032	-9997453
54	1	54	2031	1666	2.144	1.429	-9209481
55	1	55	2044	1650	6.989	4.659	-10133154
56	1	56	2071	1641	9.648	6.432	-9343136
57	1	57	2067	1641	1.356	0.904	-9076112
58	1	58	2044	1656	9.309	6.206	-9275535
59	1	59	2054	1652	3.651	2.434	-10194584
60	1	60	2067	1650	4.459	2.973	-10325400
61	1	61	2050	1652	5.803	3.868	-9473413
62	1	62	2037	1658	4.854	3.236	-9341831
63	1	63	2033	1666	3.032	2.021	-9143940
64	1	64	2023	1691	9.128	6.085	-9143423
65	1	65	2023	1694	1.017	0.678	-9274242
66	1	66	2033	1729	12.340	8.227	-9079684
67	1	67	2050	1777	17.262	11.508	-9144966
68	1	68	2077	1759	11.001	7.334	-9207420
69	1	69	2079	1759	0.678	0.452	-9144452
70	1	70	2052	1773	10.310	6.874	-9602181
71	1	71	2063	1777	3.968	2.645	-9208449
72	1	72	2063	1775	0.678	0.452	-8882297
73	1	73	2063	1777	0.678	0.452	-9144191
74	1	74	2065	1777	0.678	0.452	-9472135
75	1	75	2073	1775	2.795	1.864	-10461591
76	1	76	2077	1773	1.516	1.011	-10327697
77	1	77	2077	1773	0.000	0.000	-10064790
78	1	78	2077	1773	0.000	0.000	-9275274
79	1	79	2077	1773	0.000	0.000	-10393753
80	1	80	2079	1780	2.468	1.645	-9866380
81	1	81	2069	1780	3.390	2.260	-9734794
82	1	82	2069	1784	1.356	0.904	-8681856
83	1	83	2052	1786	5.803	3.868	-9799560
84	1	84	2052	1794	2.712	1.808	-9208198
85	1	85	2056	1792	1.516	1.011	-9668476
86	1	86	2056	1790	0.678	0.452	-9471360
87	1	87	2058	1780	3.457	2.305	-10788499
88	1	88	2058	1773	2.373	1.582	-10261391
89	1	89	2046	1771	4.124	2.749	-10063246
90	1	90	2035	1750	8.037	5.358	-9803148
92	2	2	2203	1817	17.302	11.535	-10922679
93	2	3	2203	1807	3.390	2.260	-9340315
94	2	4	2207	1777	10.260	6.840	-10198678
95	2	5	2205	1780	1.222	0.815	-10131369
96	2	6	2197	1780	2.712	1.808	-11119545
97	2	7	2195	1784	1.516	1.011	-8486795
98	2	8	2193	1782	0.959	0.639	-11182503
99	2	9	2195	1777	1.826	1.217	-11247272
100	2	10	2172	1763	9.128	6.085	-11254169
101	2	11	2153	1784	9.600	6.400	-12634292
102	2	12	2163	1782	3.457	2.305	-10793905
103	2	13	2165	1780	0.959	0.639	-10262945
104	2	14	2165	1780	0.000	0.000	-12369337
105	2	15	2165	1780	0.000	0.000	-12098991
106	2	16	2167	1761	6.477	4.318	-11508143
107	2	17	2170	1759	1.222	0.815	-11708081
108	2	18	2170	1754	1.695	1.130	-11712436
109	2	19	2176	1748	2.877	1.918	-12954803
110	2	20	2184	1744	3.032	2.021	-11180712
111	2	21	2184	1748	1.356	0.904	-12434365
112	2	22	2205	1738	7.885	5.257	-12169137
113	2	23	2205	1719	6.441	4.294	-11977397
114	2	24	2201	1727	3.032	2.021	-11257010
115	2	25	2205	1712	5.263	3.508	-11578540
116	2	26	2205	1712	0.000	0.000	-10984101
117	2	27	2195	1715	3.539	2.360	-10196637
118	2	28	2190	1723	3.198	2.132	-10921647
119	2	29	2205	1719	5.263	3.508	-10796208
120	2	30	2205	1721	0.678	0.452	-10722718
121	2	31	2201	1727	2.445	1.630	-10722722
122	2	32	2205	1725	1.516	1.011	-11780282
123	2	33	2207	1727	0.959	0.639	-9277076
124	2	34	2201	1731	2.445	1.630	-9732504
125	2	35	2201	1733	0.678	0.452	-10853801
126	2	36	2201	1736	1.017	0.678	-11179423
127	2	37	2199	1725	3.790	2.527	-11122349
128	2	38	2201	1717	2.795	1.864	-10926767
129	2	39	2199	1719	0.959	0.639	-10529440
130	2	40	2184	1719	5.085	3.390	-11843242
131	2	41	2188	1717	1.516	1.011	-10658708
132	2	42	2176	1715	4.124	2.749	-11903403
133	2	43	2165	1691	8.950	5.967	-9868692
134	2	44	2178	1715	9.253	6.169	-11512488
135	2	45	2146	1671	18.444	12.296	-12100271
136	2	46	2105	1656	14.800	9.867	-11775917
137	2	47	2115	1652	3.651	2.434	-12759732
138	2	48	2115	1673	7.119	4.746	-10332313
139	2	49	2117	1668	1.826	1.217	-1842464
140	2	50	2088	1647	12.138	8.092	-12830400
141	2	51	2088	1639	2.712	1.808	-10330031
142	2	52	2088	1637	0.678	0.452	-10065817
143	2	53	2081	1637	2.373	1.582	-11576499
144	2	54	2090	1643	3.667	2.445	-10918307
145	2	55	2096	1643	2.034	1.356	-12566205
146	2	56	2100	1643	1.356	0.904	-10987693
147	2	57	2098	1647	1.516	1.011	-10201501
148	2	58	2094	1654	2.733	1.822	-11448235
149	2	59	2094	1650	1.356	0.904	-12038061
150	2	60	2094	1652	0.678	0.452	-11048613
151	2	61	2088	1645	3.125	2.084	-12235694
152	2	62	2086	1658	4.459	2.973	-10004890
153	2	63	2084	1656	0.959	0.639	-10394268
154	2	64	2071	1666	5.560	3.707	-9547684
155	2	65	2071	1658	2.712	1.808	-11381414
156	2	66	2063	1671	5.175	3.450	-10729124
157	2	67	2050	1717	16.205	10.803	-10658976
158	2	68	2050	1712	1.695	1.130	-10596510
159	2	69	2046	1708	1.918	1.278	-10664603
160	2	70	2048	1710	0.959	0.639	-10726051
161	2	71	2050	1712	0.959	0.639	-11843505
162	2	72	2054	1721	3.339	2.226	-11252136
163	2	73	2044	1721	3.390	2.260	-11506846
164	2	74	2056	1725	4.288	2.859	-9999759
165	2	75	2054	1729	1.516	1.011	-9405579
166	2	76	2052	1721	2.795	1.864	-12169135
167	2	77	2050	1721	0.678	0.452	-11708583
168	2	78	2048	1727	2.144	1.429	-11317676
169	2	79	2050	1719	2.795	1.864	-12167343
170	2	80	2052	1725	2.144	1.429	-11646122
171	2	81	2052	1723	0.678	0.452	-11574179
172	2	82	2048	1723	1.356	0.904	-10981280
173	2	83	2050	1727	1.516	1.011	-11514285
174	2	84	2046	1733	2.445	1.630	-10064285
175	2	85	2050	1727	2.445	1.630	-11182249
176	2	86	2048	1725	0.959	0.639	-11574690
177	2	87	2044	1727	1.516	1.011	-11841203
178	2	88	2048	1721	2.445	1.630	-11770526
179	2	89	2042	1725	2.445	1.630	-10984611
180	2	90	2044	1723	0.959	0.639	-10261148
182	3	92	2014	1748	8.058	5.372	-10916492
183	3	93	2029	1765	7.686	5.124	-10654869
184	3	94	2004	1752	9.552	6.368	-9736060
185	3	95	2016	1761	5.085	3.390	-11575962
186	3	96	2004	1752	5.085	3.390	-9471362
187	3	97	2019	1761	5.930	3.953	-9338495
188	3	98	2002	1748	7.255	4.837	-9603961
189	3	99	2010	1754	3.390	2.260	-10324866
190	3	100	1998	1742	5.753	3.835	-11182481
191	3	101	2027	1767	12.980	8.653	-11381151
192	3	102	2029	1775	2.795	1.864	-10855834
193	3	103	2054	1782	8.801	5.867	-10654860
194	3	104	2063	1771	4.818	3.212	-11119018
195	3	105	2063	1773	0.678	0.452	-10066579
196	3	106	2063	1773	0.000	0.000	-8683640
197	3	107	2071	1775	2.795	1.864	-10062981
198	3	108	2069	1769	2.144	1.429	-9471113
199	3	109	2063	1771	2.144	1.429	-9933188
200	3	110	2063	1773	0.678	0.452	-9933966
201	3	111	2067	1775	1.516	1.011	-9737866
202	3	112	2075	1775	2.712	1.808	-9798530
203	3	113	2075	1773	0.678	0.452	-11314588
204	3	114	2075	1771	0.678	0.452	-9997957
205	3	115	2075	1771	0.000	0.000	-11378830
206	3	116	2075	1771	0.000	0.000	-10198668
207	3	117	2073	1771	0.678	0.452	-9735307
208	3	118	2073	1771	0.000	0.000	-10063759
209	3	119	2075	1773	0.959	0.639	-9470592
210	3	120	2067	1775	2.795	1.864	-9932685
211	3	121	2069	1775	0.678	0.452	-11117211
212	3	122	2069	1775	0.000	0.000	-9537163
213	3	123	2069	1775	0.000	0.000	-10196360
214	3	124	2065	1773	1.516	1.011	-9931923
215	3	125	2065	1773	0.000	0.000	-10195334
216	3	126	2065	1773	0.000	0.000	-10522000
217	3	127	2065	1773	0.000	0.000	-10329243
218	3	128	2063	1777	1.516	1.011	-9010041
219	3	129	2060	1777	1.017	0.678	-9933456
220	3	130	2060	1775	0.678	0.452	-9471624
221	3	131	2060	1775	0.000	0.000	-9536387
222	3	132	2060	1775	0.000	0.000	-10589343
223	3	133	2060	1775	0.000	0.000	-10196885
224	3	134	2056	1773	1.516	1.011	-9470592
225	3	135	2060	1775	1.516	1.011	-10458267
226	3	136	2065	1777	1.826	1.217	-10592412
227	3	137	2065	1773	1.356	0.904	-9931143
228	3	138	2065	1775	0.678	0.452	-9869210
229	3	139	2052	1782	5.005	3.337	-9867413
230	3	140	2065	1775	5.005	3.337	-9801618
231	3	141	2065	1777	0.678	0.452	-9868173
232	3	142	2065	1775	0.678	0.452	-9931662
233	3	143	2056	1775	3.051	2.034	-10455437
234	3	144	2035	1786	8.037	5.358	-10197138
235	3	145	2010	1780	8.716	5.810	-9736328
236	3	146	1996	1784	4.936	3.291	-9538695
237	3	147	1985	1777	4.420	2.947	-10458517
238	3	148	1979	1767	3.953	2.636	-11247005
239	3	149	1970	1752	5.930	3.953	-9666942
240	3	150	1968	1742	3.457	2.305	-9208711
241	3	151	1968	1721	7.119	4.746	-10656155
242	3	152	1983	1727	5.477	3.651	-9865601
243	3	153	1981	1717	3.457	2.305	-10459281
244	3	154	1979	1723	2.144	1.429	-10131333
245	3	155	1979	1725	0.678	0.452	-10196107
246	3	156	1966	1742	7.255	4.837	-10984601
247	3	157	1956	1738	3.651	2.434	-10523019
248	3	158	1947	1721	6.521	4.347	-9736077
249	3	159	1958	1696	9.259	6.173	-9929865
250	3	160	1968	1685	5.040	3.360	-10260627
251	3	161	1964	1681	1.918	1.278	-9800329
252	3	162	1966	1683	0.959	0.639	-10326155
253	3	163	1968	1689	2.144	1.429	-10392977
254	3	164	1960	1681	3.835	2.557	-9999498
255	3	165	1962	1666	5.130	3.420	-10262420
256	3	166	1960	1647	6.477	4.318	-9997714
257	3	167	1981	1637	7.885	5.257	-10395020
258	3	168	1979	1637	0.678	0.452	-10455437
259	3	169	1985	1635	2.144	1.429	-10784912
260	3	170	2002	1626	6.521	4.347	-12497324
261	3	171	1993	1629	3.216	2.144	-9865101
262	3	172	1987	1624	2.648	1.765	-10459021
263	3	173	1987	1601	7.797	5.198	-11772320
264	3	174	1985	1599	0.959	0.639	-10788246
265	3	175	1985	1595	1.356	0.904	-10129043
266	3	176	1989	1595	1.356	0.904	-10720662
267	3	177	1985	1591	1.918	1.278	-10918559
268	3	178	1979	1593	2.144	1.429	-11048346
269	3	179	1985	1585	3.390	2.260	-9800325
270	3	180	1985	1578	2.373	1.582	-9931394
272	5	92	2090	1727	0.000	0.000	-10654365
273	5	93	2090	1729	0.678	0.452	-10786203
274	5	94	2090	1729	0.000	0.000	-10981262
275	5	95	2090	1729	0.000	0.000	-10918557
276	5	96	2090	1729	0.000	0.000	-10786706
277	5	97	2088	1727	0.959	0.639	-10389903
278	5	98	2086	1725	0.959	0.639	-10061199
279	5	99	2086	1725	0.000	0.000	-10390156
280	5	100	2086	1723	0.678	0.452	-10587533
281	5	101	2084	1723	0.678	0.452	-10785941
282	5	102	2084	1725	0.678	0.452	-10458257
283	5	103	2081	1725	1.017	0.678	-10126218
284	5	104	2081	1725	0.000	0.000	-10324364
285	5	105	2081	1725	0.000	0.000	-10653590
286	5	106	2081	1725	0.000	0.000	-10521230
287	5	107	2081	1725	0.000	0.000	-11441553
288	5	108	2084	1727	1.222	0.815	-10785427
289	5	109	2084	1727	0.000	0.000	-10719881
290	5	110	2084	1729	0.678	0.452	-10784912
291	5	111	2084	1727	0.678	0.452	-10589325
292	5	112	2084	1725	0.678	0.452	-11048597
293	5	113	2081	1727	1.222	0.815	-11115419
294	5	114	2081	1727	0.000	0.000	-11508886
295	5	115	2084	1725	1.222	0.815	-10983570
296	5	116	2084	1727	0.678	0.452	-10651784
297	5	117	2084	1727	0.000	0.000	-9931146
298	5	118	2084	1727	0.000	0.000	-10589067
299	5	119	2081	1727	1.017	0.678	-10654358
300	5	120	2081	1729	0.678	0.452	-10193035
301	5	121	2081	1727	0.678	0.452	-10916758
302	5	122	2081	1729	0.678	0.452	-10258830
303	5	123	2081	1729	0.000	0.000	-10061969
304	5	124	2081	1729	0.000	0.000	-10324110
305	5	125	2081	1727	0.678	0.452	-10914707
306	5	126	2081	1727	0.000	0.000	-11572362
307	5	127	2081	1727	0.000	0.000	-10521743
308	5	128	2081	1729	0.678	0.452	-10127244
309	5	129	2081	1727	0.678	0.452	-11114141
310	5	130	2081	1727	0.000	0.000	-10588826
311	5	131	2081	1727	0.000	0.000	-11047835
312	5	132	2081	1727	0.000	0.000	-10392215
313	5	133	2081	1727	0.000	0.000	-10918041
314	5	134	2081	1729	0.678	0.452	-10456207
315	5	135	2084	1727	1.222	0.815	-9866130
316	5	136	2079	1729	1.826	1.217	-10325904
317	5	137	2079	1729	0.000	0.000	-10457230
318	5	138	2079	1729	0.000	0.000	-10195097
319	5	139	2079	1729	0.000	0.000	-10326170
320	5	140	2081	1729	0.678	0.452	-10127246
321	5	141	2081	1729	0.000	0.000	-10456977
322	5	142	2081	1729	0.000	0.000	-10127760
323	5	143	2081	1729	0.000	0.000	-10062482
324	5	144	2081	1729	0.000	0.000	-10719899
325	5	145	2081	1729	0.000	0.000	-10194836
326	5	146	2081	1729	0.000	0.000	-10128275
327	5	147	2081	1729	0.000	0.000	-10851996
