ID	Track	Slice	X	Y	Distance	Velocity	PixelValue
266	5	113	1014	1148	0.000	0.000	-12106904
267	5	114	1014	1151	1.017	0.678	-11574680
268	5	115	1016	1146	1.826	1.217	-11846816
269	5	116	1016	1142	1.356	0.904	-11110027
270	5	117	1002	1142	4.746	3.164	-10653841
271	5	118	1004	1140	0.959	0.639	-11114129
272	5	119	1008	1148	3.032	2.021	-10978443
273	5	120	1010	1155	2.468	1.645	-10454419
274	5	121	1012	1153	0.959	0.639	-11836320
275	5	122	1002	1155	3.457	2.305	-10450304
276	5	123	1006	1153	1.516	1.011	-11968155
277	5	124	1006	1148	1.695	1.130	-11700111
278	5	125	1006	1148	0.000	0.000	-13350839
279	5	126	1010	1146	1.516	1.011	-12625323
280	5	127	1008	1153	2.468	1.645	-9145204
281	5	128	1006	1155	0.959	0.639	-11183754
282	5	129	1004	1157	0.959	0.639	-11047811
283	5	130	1006	1157	0.678	0.452	-11056273
284	5	131	1008	1155	0.959	0.639	-11506325
285	5	132	1012	1151	1.918	1.278	-11906455
286	5	133	1010	1155	1.516	1.011	-10584964
287	5	134	1014	1155	1.356	0.904	-11711648
288	5	135	1010	1159	1.918	1.278	-10064255
289	5	136	1012	1155	1.516	1.011	-9274243
290	5	137	1012	1155	0.000	0.000	-9141627
291	5	138	1016	1146	3.339	2.226	-10521740
292	5	139	1016	1146	0.000	0.000	-11440535
293	5	140	1004	1151	4.407	2.938	-8950135
294	5	141	1010	1148	2.274	1.516	-11383706
295	5	142	1010	1144	1.356	0.904	-11113350
296	5	143	1010	1142	0.678	0.452	-11054993
297	5	144	1006	1146	1.918	1.278	-9732484
298	5	145	1012	1144	2.144	1.429	-10129541
299	5	146	1012	1148	1.356	0.904	-11580813
300	5	147	1010	1151	1.222	0.815	-10594206
301	5	148	1008	1151	0.678	0.452	-10915217
302	5	149	1010	1151	0.678	0.452	-10914960
303	5	150	1010	1148	1.017	0.678	-11308949
304	5	151	1008	1148	0.678	0.452	-11241364
305	5	152	1006	1151	1.222	0.815	-12027028
