"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"50",50,52,"Tail Before",25,183.06,547.485,6.396,4.264,-8091511,221,"Tail Before 221"
"51",51,53,"Tail Before",26,178.992,545.451,4.548,3.032,-9212561,221,"Tail Before 221"
"52",52,54,"Tail Before",27,175.941,546.807,3.339,2.226,-8876415,221,"Tail Before 221"
"53",53,56,"Head After",29,203.061,553.926,0.678,0.452,-8223086,221,"Head After 221"
"54",54,57,"Head After",30,203.739,553.248,0.959,0.639,-8813684,221,"Head After 221"
"55",55,58,"Head After",31,213.909,551.892,10.26,6.84,-8155764,221,"Head After 221"
"56",56,59,"Head After",32,225.096,555.282,11.689,7.793,-9272178,221,"Head After 221"
"57",57,60,"Head After",33,229.503,559.011,5.773,3.849,-8879998,221,"Head After 221"
"58",58,61,"Head After",34,230.181,556.977,2.144,1.429,-8089968,221,"Head After 221"
"59",59,62,"Head After",35,238.656,559.011,8.716,5.81,-8354156,221,"Head After 221"
"60",60,63,"Head After",36,235.944,564.774,6.369,4.246,-9207163,221,"Head After 221"
"61",61,64,"Head After",37,235.944,566.13,1.356,0.904,-9212026,221,"Head After 221"
"62",62,65,"Head After",38,232.215,565.452,3.79,2.527,-7697772,221,"Head After 221"
"63",63,66,"Head After",39,232.215,562.401,3.051,2.034,-7237221,221,"Head After 221"
"64",64,67,"Head After",40,231.537,559.689,2.795,1.864,-8026737,221,"Head After 221"
"65",65,68,"Head After",41,228.825,555.282,5.175,3.45,-8158323,221,"Head After 221"
"66",66,69,"Head After",42,228.825,557.655,2.373,1.582,-7564905,221,"Head After 221"
"67",67,70,"Head After",43,230.859,562.401,5.163,3.442,-7827301,221,"Head After 221"
"68",68,71,"Head After",44,232.893,574.605,12.372,8.248,-8024185,221,"Head After 221"
"69",69,72,"Head After",45,241.368,577.317,8.898,5.932,-8417647,221,"Head After 221"
"70",70,73,"Head After",46,246.453,588.843,12.598,8.399,-7958393,221,"Head After 221"
"71",71,74,"Head After",47,256.962,605.793,19.943,13.296,-7827056,221,"Head After 221"
"72",72,75,"Head After",48,255.606,603.081,3.032,2.021,-8287347,221,"Head After 221"
"73",73,76,"Head After",49,254.25,596.64,6.582,4.388,-8682115,221,"Head After 221"
"74",74,77,"Head After",50,250.86,593.928,4.341,2.894,-10064776,221,"Head After 221"
"75",75,78,"Head After",51,255.606,602.403,9.713,6.476,-8484719,221,"Head After 221"
"76",76,79,"Head After",52,257.979,615.285,13.099,8.732,-8813945,221,"Head After 221"
"77",77,80,"Head After",53,257.979,607.488,7.797,5.198,-8552816,221,"Head After 221"
"78",78,81,"Head After",54,255.606,607.488,2.373,1.582,-7961205,221,"Head After 221"
"79",79,83,"Tail After",29,175.263,546.807,0.678,0.452,-9078422,221,"Tail After 221"
"80",80,84,"Tail After",30,175.941,546.807,0.678,0.452,-10653604,221,"Tail After 221"
"81",81,85,"Tail After",31,181.026,545.451,5.263,3.508,-9077628,221,"Tail After 221"
"82",82,86,"Tail After",32,191.874,547.485,11.037,7.358,-9011597,221,"Tail After 221"
"83",83,87,"Tail After",33,191.874,547.485,0,0,-10196125,221,"Tail After 221"
"84",84,88,"Tail After",34,194.586,549.858,3.604,2.402,-11379108,221,"Tail After 221"
"85",85,89,"Tail After",35,199.671,552.57,5.763,3.842,-8822942,221,"Tail After 221"
"86",86,90,"Tail After",36,201.027,552.57,1.356,0.904,-10392983,221,"Tail After 221"
"87",87,91,"Tail After",37,204.417,555.282,4.341,2.894,-9536914,221,"Tail After 221"
"88",88,92,"Tail After",38,201.027,556.299,3.539,2.36,-9602180,221,"Tail After 221"
"89",89,93,"Tail After",39,198.993,557.655,2.445,1.63,-8619393,221,"Tail After 221"
"90",90,94,"Tail After",40,196.62,556.299,2.733,1.822,-9011584,221,"Tail After 221"
"91",91,95,"Tail After",41,197.298,558.333,2.144,1.429,-10463649,221,"Tail After 221"
"92",92,96,"Tail After",42,201.027,559.689,3.968,2.645,-11644836,221,"Tail After 221"
"93",93,97,"Tail After",43,200.349,564.096,4.459,2.973,-8155512,221,"Tail After 221"
"94",94,98,"Tail After",44,199.671,562.401,1.826,1.217,-10323601,221,"Tail After 221"
"95",95,99,"Tail After",45,201.705,564.096,2.648,1.765,-10919580,221,"Tail After 221"
"96",96,100,"Tail After",46,208.824,568.842,8.556,5.704,-8879748,221,"Tail After 221"
"97",97,101,"Tail After",47,217.299,575.283,10.645,7.097,-9013640,221,"Tail After 221"
"98",98,102,"Tail After",48,214.587,575.961,2.795,1.864,-10065291,221,"Tail After 221"
"99",99,103,"Tail After",49,215.265,573.249,2.795,1.864,-9865867,221,"Tail After 221"
"100",100,104,"Tail After",50,215.265,573.927,0.678,0.452,-9930365,221,"Tail After 221"
"101",101,105,"Tail After",51,217.977,575.283,3.032,2.021,-10917777,221,"Tail After 221"
"102",102,106,"Tail After",52,221.706,581.724,7.443,4.962,-8222335,221,"Tail After 221"
"103",103,107,"Tail After",53,223.062,583.758,2.445,1.63,-9145230,221,"Tail After 221"
"104",104,108,"Tail After",54,221.706,581.046,3.032,2.021,-11702942,221,"Tail After 221"
