"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"741",1,2,"Head Before",2,638.676,15.255,9.924,6.616,-10920602,224,"Head Before 224"
"742",2,3,"Head Before",3,650.202,28.137,17.286,11.524,-8947338,224,"Head Before 224"
"743",3,4,"Head Before",4,650.202,28.815,0.678,0.452,-9145739,224,"Head Before 224"
"744",4,5,"Head Before",5,642.405,32.205,8.502,5.668,-10000276,224,"Head Before 224"
"745",5,6,"Head Before",6,650.88,31.527,8.502,5.668,-9340036,224,"Head Before 224"
"746",6,7,"Head Before",7,659.355,46.443,17.156,11.437,-11316135,224,"Head Before 224"
"747",7,8,"Head Before",8,663.762,61.359,15.553,10.369,-9276562,224,"Head Before 224"
"748",8,9,"Head Before",9,664.44,76.275,14.931,9.954,-10261147,224,"Head Before 224"
"749",9,10,"Head Before",10,660.033,84.072,8.956,5.971,-8616588,224,"Head Before 224"
"750",10,11,"Head Before",11,651.558,89.835,10.249,6.833,-12633522,224,"Head Before 224"
"751",11,12,"Head Before",12,634.608,124.074,38.205,25.47,-12429750,224,"Head Before 224"
"752",12,13,"Head Before",13,606.81,132.549,29.061,19.374,-10856600,224,"Head Before 224"
"753",13,14,"Head Before",14,592.572,131.193,14.302,9.535,-10061451,224,"Head Before 224"
"754",14,15,"Head Before",15,591.894,127.464,3.79,2.527,-10985623,224,"Head Before 224"
"755",15,16,"Head Before",16,595.284,127.464,3.39,2.26,-10527381,224,"Head Before 224"
"756",16,17,"Head Before",17,597.657,118.311,9.456,6.304,-9276814,224,"Head Before 224"
"757",17,18,"Head Before",18,598.335,116.955,1.516,1.011,-10001038,224,"Head Before 224"
"758",18,19,"Head Before",19,595.284,119.667,4.082,2.721,-10263958,224,"Head Before 224"
"759",19,20,"Head Before",20,599.691,122.04,5.005,3.337,-10722720,224,"Head Before 224"
"760",20,21,"Head Before",21,599.013,117.633,4.459,2.973,-11841710,224,"Head Before 224"
"761",21,22,"Head Before",22,596.301,122.04,5.175,3.45,-10392987,224,"Head Before 224"
"762",22,23,"Head Before",23,597.657,117.633,4.611,3.074,-10194834,224,"Head Before 224"
"763",23,24,"Head Before",24,599.691,117.633,2.034,1.356,-12171949,224,"Head Before 224"
"764",24,25,"Head Before",25,599.691,117.633,0,0,-11184799,224,"Head Before 224"
"765",25,26,"Head Before",26,604.776,113.226,6.729,4.486,-10131084,224,"Head Before 224"
"766",26,27,"Head Before",27,596.979,120.345,10.558,7.039,-11644333,224,"Head Before 224"
"767",27,28,"Head Before",28,597.657,119.667,0.959,0.639,-10062229,224,"Head Before 224"
"768",28,29,"Head Before",29,599.013,122.718,3.339,2.226,-10392724,224,"Head Before 224"
"769",29,30,"Head Before",30,599.691,120.345,2.468,1.645,-10394264,224,"Head Before 224"
"770",30,31,"Head Before",31,601.047,122.718,2.733,1.822,-10985892,224,"Head Before 224"
"771",31,32,"Head Before",32,599.691,122.04,1.516,1.011,-9802131,224,"Head Before 224"
"772",32,33,"Head Before",33,600.369,122.718,0.959,0.639,-10257806,224,"Head Before 224"
"773",33,34,"Head Before",34,596.979,123.396,3.457,2.305,-10526629,224,"Head Before 224"
"774",34,35,"Head Before",35,596.979,124.752,1.356,0.904,-12232368,224,"Head Before 224"
"775",35,36,"Head Before",36,594.606,128.142,4.138,2.759,-12167096,224,"Head Before 224"
"776",36,37,"Head Before",37,590.538,125.43,4.889,3.259,-9669780,224,"Head Before 224"
"777",37,38,"Head Before",38,594.606,123.396,4.548,3.032,-12166306,224,"Head Before 224"
"778",38,39,"Head Before",39,604.776,116.955,12.038,8.025,-10852764,224,"Head Before 224"
"779",39,40,"Head Before",40,597.657,109.158,10.558,7.039,-12501700,224,"Head Before 224"
"780",40,41,"Head Before",41,597.657,106.785,2.373,1.582,-11121059,224,"Head Before 224"
"781",41,42,"Head Before",42,602.403,104.751,5.163,3.442,-12038582,224,"Head Before 224"
"782",42,43,"Head Before",43,609.522,102.717,7.404,4.936,-11773363,224,"Head Before 224"
"783",43,44,"Head Before",44,608.166,102.717,1.356,0.904,-12107441,224,"Head Before 224"
"784",44,45,"Head Before",45,608.844,107.802,5.13,3.42,-11709627,224,"Head Before 224"
"785",45,46,"Head Before",46,607.488,105.429,2.733,1.822,-12890290,224,"Head Before 224"
"786",46,47,"Head Before",47,610.539,102.717,4.082,2.721,-9341855,224,"Head Before 224"
"787",47,48,"Head Before",48,614.607,100.683,4.548,3.032,-10527657,224,"Head Before 224"
"788",48,49,"Head Before",49,614.607,102.717,2.034,1.356,-12431796,224,"Head Before 224"
"789",49,50,"Head Before",50,610.539,101.361,4.288,2.859,-11246756,224,"Head Before 224"
"790",50,51,"Head Before",51,605.454,100.683,5.13,3.42,-13422012,224,"Head Before 224"
"791",51,52,"Head Before",52,610.539,100.005,5.13,3.42,-10589863,224,"Head Before 224"
"792",52,53,"Head Before",53,608.844,100.005,1.695,1.13,-11380381,224,"Head Before 224"
"793",53,55,"Tail Before",2,617.319,5.424,10.596,7.064,-10126482,224,"Tail Before 224"
"794",54,56,"Tail Before",3,629.523,14.577,15.255,10.17,-11711658,224,"Tail Before 224"
"795",55,57,"Tail Before",4,630.879,14.577,1.356,0.904,-11181737,224,"Tail Before 224"
"796",56,58,"Tail Before",5,627.489,15.255,3.457,2.305,-10917286,224,"Tail Before 224"
"797",57,59,"Tail Before",6,630.201,16.611,3.032,2.021,-11116459,224,"Tail Before 224"
"798",58,60,"Tail Before",7,642.405,30.849,18.753,12.502,-11116197,224,"Tail Before 224"
"799",59,61,"Tail Before",8,655.965,44.409,19.177,12.784,-11837862,224,"Tail Before 224"
