"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"949",1,2,"Head Before",2,748.173,60.003,17.166,11.444,-9079176,225,"Head Before 225"
"950",2,3,"Head Before",3,745.461,60.003,2.712,1.808,-8488337,225,"Head Before 225"
"951",3,4,"Head Before",4,740.376,69.834,11.068,7.379,-8945026,225,"Head Before 225"
"952",4,5,"Head Before",5,740.376,68.478,1.356,0.904,-9013901,225,"Head Before 225"
"953",5,6,"Head Before",6,738.342,71.529,3.667,2.445,-8420217,225,"Head Before 225"
"954",6,7,"Head Before",7,748.173,69.156,10.113,6.742,-10195336,225,"Head Before 225"
"955",7,8,"Head Before",8,746.139,70.851,2.648,1.765,-9079425,225,"Head Before 225"
"956",8,9,"Head Before",9,744.105,70.851,2.034,1.356,-10129813,225,"Head Before 225"
"957",9,10,"Head Before",10,734.613,77.97,11.865,7.91,-9012862,225,"Head Before 225"
"958",10,11,"Head Before",11,736.986,71.529,6.864,4.576,-9078657,225,"Head Before 225"
"959",11,12,"Head Before",12,736.308,71.529,0.678,0.452,-9012102,225,"Head Before 225"
"960",12,13,"Head Before",13,733.935,73.563,3.125,2.084,-9208190,225,"Head Before 225"
"961",13,14,"Head Before",14,733.935,73.563,0,0,-9540235,225,"Head Before 225"
"962",14,15,"Head Before",15,733.935,73.563,0,0,-9014151,225,"Head Before 225"
"963",15,16,"Head Before",16,735.63,81.36,7.979,5.319,-1908509,225,"Head Before 225"
"964",16,17,"Head Before",17,738.342,82.716,3.032,2.021,-8749443,225,"Head Before 225"
"965",17,18,"Head Before",18,741.054,84.75,3.39,2.26,-8748930,225,"Head Before 225"
"966",18,19,"Head Before",19,744.105,88.479,4.818,3.212,-9343118,225,"Head Before 225"
"967",19,20,"Head Before",20,748.173,90.513,4.548,3.032,-9344137,225,"Head Before 225"
"968",20,21,"Head Before",21,751.224,88.479,3.667,2.445,-8882058,225,"Head Before 225"
"969",21,22,"Head Before",22,752.58,94.92,6.582,4.388,-9340549,225,"Head Before 225"
"970",22,23,"Head Before",23,751.902,97.632,2.795,1.864,-10525852,225,"Head Before 225"
"971",23,24,"Head Before",24,746.817,95.598,5.477,3.651,-8880775,225,"Head Before 225"
"972",24,25,"Head Before",25,759.021,102.039,13.799,9.2,-8557190,225,"Head Before 225"
"973",25,26,"Head Before",26,736.986,101.361,22.045,14.697,-9145477,225,"Head Before 225"
"974",26,27,"Head Before",27,751.902,94.92,16.247,10.832,-9143688,225,"Head Before 225"
"975",27,28,"Head Before",28,747.495,97.632,5.175,3.45,-9672586,225,"Head Before 225"
"976",28,29,"Head Before",29,761.055,89.835,15.642,10.428,-10655135,225,"Head Before 225"
"977",29,30,"Head Before",30,768.174,78.648,13.26,8.84,-9406860,225,"Head Before 225"
"978",30,31,"Head Before",31,766.818,77.97,1.516,1.011,-9341847,225,"Head Before 225"
"979",31,32,"Head Before",32,759.021,87.801,12.548,8.365,-9472148,225,"Head Before 225"
"980",32,33,"Head Before",33,755.97,88.479,3.125,2.084,-9082006,225,"Head Before 225"
"981",33,34,"Head Before",34,761.055,84.072,6.729,4.486,-9211282,225,"Head Before 225"
"982",34,35,"Head Before",35,751.902,84.75,9.178,6.119,-10323860,225,"Head Before 225"
"983",35,36,"Head Before",36,736.986,89.157,15.553,10.369,-9736076,225,"Head Before 225"
"984",36,37,"Head Before",37,736.308,92.886,3.79,2.527,-9866130,225,"Head Before 225"
"985",37,38,"Head Before",38,736.308,94.242,1.356,0.904,-9211013,225,"Head Before 225"
"986",38,39,"Head Before",39,730.545,84.75,11.105,7.403,-9674883,225,"Head Before 225"
"987",39,40,"Head Before",40,722.07,82.038,8.898,5.932,-2039845,225,"Head Before 225"
"988",40,41,"Head Before",41,722.07,82.038,0,0,-2105377,225,"Head Before 225"
"989",41,42,"Head Before",42,732.579,89.157,12.693,8.462,-8816764,225,"Head Before 225"
"990",42,43,"Head Before",43,717.663,89.157,14.916,9.944,-1908511,225,"Head Before 225"
"991",43,44,"Head Before",44,721.392,87.123,4.248,2.832,-9010811,225,"Head Before 225"
"992",44,45,"Head Before",45,711.222,92.886,11.689,7.793,-11843002,225,"Head Before 225"
"993",45,46,"Head Before",46,694.95,94.242,16.328,10.886,-12766907,225,"Head Before 225"
"994",46,47,"Head Before",47,696.306,91.869,2.733,1.822,-9933456,225,"Head Before 225"
"995",47,48,"Head Before",48,700.035,82.716,9.883,6.589,-9603217,225,"Head Before 225"
"996",48,49,"Head Before",49,702.747,92.886,10.525,7.017,-9406862,225,"Head Before 225"
"997",49,50,"Head Before",50,688.509,91.191,14.339,9.559,-9935247,225,"Head Before 225"
"998",50,51,"Head Before",51,688.509,89.835,1.356,0.904,-10985892,225,"Head Before 225"
"999",51,52,"Head Before",52,688.509,89.835,0,0,-10133137,225,"Head Before 225"
"1000",52,53,"Head Before",53,690.543,85.767,4.548,3.032,-9997453,225,"Head Before 225"
"1001",53,54,"Head Before",54,688.509,86.445,2.144,1.429,-9209481,225,"Head Before 225"
"1002",54,55,"Head Before",55,692.916,91.869,6.989,4.659,-10133154,225,"Head Before 225"
"1003",55,56,"Head Before",56,702.069,94.92,9.648,6.432,-9343136,225,"Head Before 225"
"1004",56,57,"Head Before",57,700.713,94.92,1.356,0.904,-9076112,225,"Head Before 225"
"1005",57,58,"Head Before",58,692.916,89.835,9.309,6.206,-9275535,225,"Head Before 225"
"1006",58,59,"Head Before",59,696.306,91.191,3.651,2.434,-10194584,225,"Head Before 225"
"1007",59,60,"Head Before",60,700.713,91.869,4.459,2.973,-10325400,225,"Head Before 225"
"1008",60,61,"Head Before",61,694.95,91.191,5.803,3.868,-9473413,225,"Head Before 225"
"1009",61,62,"Head Before",62,690.543,89.157,4.854,3.236,-9341831,225,"Head Before 225"
"1010",62,63,"Head Before",63,689.187,86.445,3.032,2.021,-9143940,225,"Head Before 225"
"1011",63,64,"Head Before",64,685.797,77.97,9.128,6.085,-9143423,225,"Head Before 225"
"1012",64,65,"Head Before",65,685.797,76.953,1.017,0.678,-9274242,225,"Head Before 225"
"1013",65,66,"Head Before",66,689.187,65.088,12.34,8.227,-9079684,225,"Head Before 225"
