"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"589",1,2,"Head Before",2,83.733,134.583,50.196,33.464,-8552062,223,"Head Before 223"
"590",2,3,"Head Before",3,96.615,136.956,13.099,8.732,-8681595,223,"Head Before 223"
"591",3,4,"Head Before",4,119.328,146.787,24.749,16.5,-8617079,223,"Head Before 223"
"592",4,5,"Head Before",5,144.075,186.45,46.75,31.167,-9207672,223,"Head Before 223"
"593",5,6,"Head Before",6,162.72,200.688,23.46,15.64,-8816514,223,"Head Before 223"
"594",6,7,"Head Before",7,176.958,222.045,25.668,17.112,-8948349,223,"Head Before 223"
"595",7,8,"Head Before",8,177.636,235.605,13.577,9.051,-8355951,223,"Head Before 223"
"596",8,9,"Head Before",9,174.585,252.555,17.222,11.482,-7566188,223,"Head Before 223"
"597",9,10,"Head Before",10,173.907,264.759,12.223,8.149,-8288888,223,"Head Before 223"
"598",10,11,"Head Before",11,158.313,279.675,21.579,14.386,-8353140,223,"Head Before 223"
"599",11,12,"Head Before",12,156.957,281.709,2.445,1.63,-8486518,223,"Head Before 223"
"600",12,13,"Head Before",13,153.228,284.76,4.818,3.212,-8353140,223,"Head Before 223"
"601",13,14,"Head Before",14,138.312,291.879,16.528,11.019,-8550520,223,"Head Before 223"
"602",14,15,"Head Before",15,127.125,296.625,12.152,8.101,-8550773,223,"Head Before 223"
"603",15,16,"Head Before",16,134.922,306.795,12.815,8.543,-8353907,223,"Head Before 223"
"604",16,17,"Head Before",17,134.244,308.151,1.516,1.011,-8486007,223,"Head Before 223"
"605",17,18,"Head Before",18,135.6,308.829,1.516,1.011,-8287861,223,"Head Before 223"
"606",18,19,"Head Before",19,136.956,308.829,1.356,0.904,-8486269,223,"Head Before 223"
"607",19,20,"Head Before",20,135.6,310.185,1.918,1.278,-8089968,223,"Head Before 223"
"608",20,21,"Head Before",21,144.753,309.507,9.178,6.119,-8420725,223,"Head Before 223"
"609",21,22,"Head Before",22,138.312,310.863,6.582,4.388,-7894130,223,"Head Before 223"
"610",22,23,"Head Before",23,140.685,308.151,3.604,2.402,-8288882,223,"Head Before 223"
"611",23,24,"Head Before",24,144.753,311.541,5.295,3.53,-8355963,223,"Head Before 223"
"612",24,25,"Head Before",25,144.753,310.185,1.356,0.904,-8749943,223,"Head Before 223"
"613",25,26,"Head Before",26,144.753,309.507,0.678,0.452,-8223615,223,"Head Before 223"
"614",26,27,"Head Before",27,149.16,312.897,5.56,3.707,-7960956,223,"Head Before 223"
"615",27,28,"Head Before",28,151.194,312.897,2.034,1.356,-8355203,223,"Head Before 223"
"616",28,29,"Head Before",29,153.906,314.592,3.198,2.132,-7960451,223,"Head Before 223"
"617",29,30,"Head Before",30,156.279,312.897,2.916,1.944,-6909570,223,"Head Before 223"
"618",30,31,"Head Before",31,158.313,310.185,3.39,2.26,-7237758,223,"Head Before 223"
"619",31,32,"Head Before",32,154.923,310.185,3.39,2.26,-8158584,223,"Head Before 223"
"620",32,33,"Head Before",33,154.923,310.185,0,0,-8158333,223,"Head Before 223"
"621",33,34,"Head Before",34,157.635,308.829,3.032,2.021,-7829378,223,"Head Before 223"
"622",34,35,"Head Before",35,158.313,308.151,0.959,0.639,-8288641,223,"Head Before 223"
"623",35,36,"Head Before",36,162.042,305.1,4.818,3.212,-9743511,223,"Head Before 223"
"624",36,37,"Head Before",37,156.279,307.473,6.232,4.155,-7564664,223,"Head Before 223"
"625",37,38,"Head Before",38,151.872,308.151,4.459,2.973,-7629948,223,"Head Before 223"
"626",38,39,"Head Before",39,151.194,308.151,0.678,0.452,-8682116,223,"Head Before 223"
"627",39,41,"Tail Before",2,63.732,122.04,51.635,34.423,-9469589,223,"Tail Before 223"
"628",40,42,"Tail Before",3,70.173,124.074,6.755,4.503,-10196374,223,"Tail Before 223"
"629",41,43,"Tail Before",4,93.564,132.549,24.879,16.586,-9536914,223,"Tail Before 223"
"630",42,44,"Tail Before",5,124.074,163.059,43.148,28.765,-10785441,223,"Tail Before 223"
"631",43,45,"Tail Before",6,140.685,177.975,22.325,14.883,-10455698,223,"Tail Before 223"
"632",44,46,"Tail Before",7,158.313,202.044,29.834,19.889,-9405079,223,"Tail Before 223"
"633",45,47,"Tail Before",8,166.11,212.214,12.815,8.543,-10654366,223,"Tail Before 223"
"634",46,48,"Tail Before",9,169.839,228.486,16.694,11.129,-9669527,223,"Tail Before 223"
"635",47,49,"Tail Before",10,167.466,237.639,9.456,6.304,-10327972,223,"Tail Before 223"
"636",48,50,"Tail Before",11,178.314,259.674,24.561,16.374,-10783899,223,"Tail Before 223"
"637",49,51,"Tail Before",12,170.517,258.996,7.826,5.218,-11048346,223,"Tail Before 223"
