"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"4301",59,60,"Head Before",60,385.782,187.128,24.749,16.5,-9929865,511,"Head Before 511"
"4302",60,61,"Head Before",61,388.494,163.737,23.548,15.698,-9206920,511,"Head Before 511"
"4303",61,62,"Head Before",62,388.494,153.906,9.831,6.554,-9736076,511,"Head Before 511"
"4304",62,64,"Tail Before",2,508.161,627.828,20.593,13.728,-11056022,511,"Tail Before 511"
"4305",63,65,"Tail Before",3,495.957,613.59,18.753,12.502,-14399947,511,"Tail Before 511"
"4306",64,66,"Tail Before",4,487.482,603.759,12.98,8.653,-9080225,511,"Tail Before 511"
"4307",65,67,"Tail Before",5,463.413,570.198,41.3,27.533,-14279879,511,"Tail Before 511"
"4308",66,68,"Tail Before",6,431.886,550.536,37.156,24.77,-13871280,511,"Tail Before 511"
"4309",67,69,"Tail Before",7,397.986,527.145,41.187,27.458,-14733248,511,"Tail Before 511"
"4310",68,70,"Tail Before",8,377.985,492.906,39.653,26.435,-6840681,511,"Tail Before 511"
"4311",69,71,"Tail Before",9,349.509,473.583,34.413,22.942,-6853754,511,"Tail Before 511"
"4312",70,72,"Tail Before",10,309.846,475.278,39.699,26.466,-13212575,511,"Tail Before 511"
"4313",71,73,"Tail Before",11,274.251,475.278,35.595,23.73,-9396868,511,"Tail Before 511"
"4314",72,74,"Tail Before",12,232.893,481.38,41.806,27.87,-6763879,511,"Tail Before 511"
"4315",73,75,"Tail Before",13,221.028,501.381,23.255,15.504,-13603493,511,"Tail Before 511"
"4316",74,76,"Tail Before",14,225.096,546.807,45.608,30.405,-13819048,511,"Tail Before 511"
"4317",75,77,"Tail Before",15,217.977,563.418,18.072,12.048,-14999993,511,"Tail Before 511"
"4318",76,78,"Tail Before",16,222.384,564.096,4.459,2.973,-12175528,511,"Tail Before 511"
"4319",77,79,"Tail Before",17,223.74,568.842,4.936,3.291,-4275032,511,"Tail Before 511"
"4320",78,80,"Tail Before",18,236.622,583.758,19.709,13.139,-8073549,511,"Tail Before 511"
"4321",79,81,"Tail Before",19,254.25,605.793,28.219,18.812,-6778521,511,"Tail Before 511"
"4322",80,82,"Tail Before",20,276.963,632.913,35.375,23.583,-11064761,511,"Tail Before 511"
"4323",81,83,"Tail Before",21,308.151,647.151,34.284,22.856,-6895944,511,"Tail Before 511"
"4324",82,84,"Tail Before",22,349.509,643.422,41.526,27.684,-4078942,511,"Tail Before 511"
"4325",83,85,"Tail Before",23,379.341,622.404,36.493,24.328,-3872797,511,"Tail Before 511"
"4326",84,86,"Tail Before",24,400.02,593.25,35.743,23.829,-13882585,511,"Tail Before 511"
"4327",85,87,"Tail Before",25,416.97,560.367,36.995,24.663,-7420498,511,"Tail Before 511"
"4328",86,88,"Tail Before",26,423.411,524.094,36.84,24.56,-11029103,511,"Tail Before 511"
"4329",87,89,"Tail Before",27,430.53,486.465,38.296,25.531,-9212326,511,"Tail Before 511"
"4330",88,90,"Tail Before",28,420.699,455.955,32.055,21.37,-10733702,511,"Tail Before 511"
"4331",89,91,"Tail Before",29,420.699,449.514,6.441,4.294,-3176278,511,"Tail Before 511"
"4332",90,92,"Tail Before",30,424.767,441.717,8.794,5.863,-13751749,511,"Tail Before 511"
"4333",91,93,"Tail Before",31,420.021,403.41,38.6,25.733,-11116960,511,"Tail Before 511"
"4334",92,94,"Tail Before",32,414.258,374.256,29.718,19.812,-13814991,511,"Tail Before 511"
"4335",93,95,"Tail Before",33,412.902,364.086,10.26,6.84,-13551793,511,"Tail Before 511"
"4336",94,96,"Tail Before",34,414.258,355.611,8.583,5.722,-11262647,511,"Tail Before 511"
"4337",95,97,"Tail Before",35,420.021,321.033,35.055,23.37,-15063502,511,"Tail Before 511"
"4338",96,98,"Tail Before",36,423.411,285.438,35.756,23.837,-14527682,511,"Tail Before 511"
"4339",97,99,"Tail Before",37,422.055,253.233,32.234,21.489,-15060176,511,"Tail Before 511"
"4340",98,100,"Tail Before",38,416.292,217.977,35.724,23.816,-10395787,511,"Tail Before 511"
"4341",99,101,"Tail Before",39,397.986,178.653,43.376,28.917,-7434849,511,"Tail Before 511"
"4342",100,102,"Tail Before",40,390.867,142.38,36.965,24.643,-13033684,511,"Tail Before 511"
"4343",101,103,"Tail Before",41,380.697,111.87,32.16,21.44,-16435143,511,"Tail Before 511"
"4344",102,104,"Tail Before",42,372.9,94.242,19.275,12.85,-9727620,511,"Tail Before 511"
"4345",103,105,"Tail Before",43,372.9,64.41,29.832,19.888,-13295828,511,"Tail Before 511"
"4346",104,106,"Tail Before",44,360.018,58.647,14.112,9.408,-15388379,511,"Tail Before 511"
"4347",105,107,"Tail Before",45,344.424,49.494,18.082,12.055,-9937040,511,"Tail Before 511"
"4348",106,108,"Tail Before",46,351.543,21.018,29.352,19.568,-12636057,511,"Tail Before 511"
"4349",107,109,"Tail Before",47,339.678,12.543,14.581,9.721,-13536911,511,"Tail Before 511"
"4350",108,110,"Tail Before",48,321.711,25.086,21.912,14.608,-13886924,511,"Tail Before 511"
"4351",109,111,"Tail Before",49,280.014,38.646,43.846,29.231,-11980463,511,"Tail Before 511"
"4352",110,112,"Tail Before",50,255.606,52.884,28.257,18.838,-11310242,511,"Tail Before 511"
"4353",111,113,"Tail Before",51,237.978,78.648,31.217,20.812,-13609650,511,"Tail Before 511"
"4354",112,114,"Tail Before",52,225.774,112.548,36.03,24.02,-13080749,511,"Tail Before 511"
"4355",113,115,"Tail Before",53,228.825,124.074,11.923,7.949,-12421788,511,"Tail Before 511"
"4356",114,116,"Tail Before",54,241.368,155.262,33.616,22.41,-14862287,511,"Tail Before 511"
"4357",115,117,"Tail Before",55,275.607,176.619,40.354,26.903,-8356749,511,"Tail Before 511"
"4358",116,118,"Tail Before",56,306.795,180.009,31.372,20.914,-12965834,511,"Tail Before 511"
"4359",117,119,"Tail Before",57,328.83,182.382,22.162,14.775,-14720144,511,"Tail Before 511"
"4360",118,120,"Tail Before",58,332.559,181.026,3.968,2.645,-13021850,511,"Tail Before 511"
"4361",119,121,"Tail Before",59,339.678,181.026,7.119,4.746,-15062239,511,"Tail Before 511"
"4362",120,122,"Tail Before",60,364.425,184.416,24.978,16.652,-14663116,511,"Tail Before 511"
"4363",121,123,"Tail Before",61,370.866,178.653,8.643,5.762,-15319995,511,"Tail Before 511"
"4364",122,124,"Tail Before",62,375.273,175.263,5.56,3.707,-12697047,511,"Tail Before 511"
"4365",123,126,"Head After",64,394.257,151.872,2.445,1.63,-9010795,511,"Head After 511"
"4366",124,127,"Head After",65,394.935,153.228,1.516,1.011,-8880229,511,"Head After 511"
"4367",125,128,"Head After",66,395.613,155.262,2.144,1.429,-9271147,511,"Head After 511"
"4368",126,129,"Head After",67,395.613,155.262,0,0,-8685419,511,"Head After 511"
"4369",127,130,"Head After",68,395.613,155.262,0,0,-9272427,511,"Head After 511"
"4370",128,131,"Head After",69,395.613,153.906,1.356,0.904,-9665653,511,"Head After 511"
"4371",129,132,"Head After",70,394.935,153.906,0.678,0.452,-8222321,511,"Head After 511"
"4372",130,133,"Head After",71,377.985,144.753,19.263,12.842,-7892582,511,"Head After 511"
"4373",131,134,"Head After",72,378.663,143.058,1.826,1.217,-8091483,511,"Head After 511"
"4374",132,135,"Head After",73,380.019,145.431,2.733,1.822,-6976091,511,"Head After 511"
"4375",133,136,"Head After",74,380.697,145.431,0.678,0.452,-7829356,511,"Head After 511"
"4376",134,137,"Head After",75,380.019,143.058,2.468,1.645,-9602681,511,"Head After 511"
"4377",135,138,"Head After",76,378.663,143.058,1.356,0.904,-9142910,511,"Head After 511"
"4378",136,139,"Head After",77,380.019,145.431,2.733,1.822,-8747873,511,"Head After 511"
"4379",137,140,"Head After",78,378.663,146.109,1.516,1.011,-7961957,511,"Head After 511"
"4380",138,141,"Head After",79,380.019,145.431,1.516,1.011,-8421748,511,"Head After 511"
"4381",139,142,"Head After",80,379.341,144.753,0.959,0.639,-9927283,511,"Head After 511"
"4382",140,143,"Head After",81,379.341,143.736,1.017,0.678,-9272703,511,"Head After 511"
"4383",141,144,"Head After",82,378.663,143.736,0.678,0.452,-9141621,511,"Head After 511"
"4384",142,145,"Head After",83,378.663,144.753,1.017,0.678,-7961708,511,"Head After 511"
"4385",143,146,"Head After",84,376.629,143.058,2.648,1.765,-9075824,511,"Head After 511"
"4386",144,147,"Head After",85,377.307,144.753,1.826,1.217,-8222568,511,"Head After 511"
"4387",145,148,"Head After",86,377.307,144.753,0,0,-8422257,511,"Head After 511"
"4388",146,149,"Head After",87,378.663,146.787,2.445,1.63,-10844539,511,"Head After 511"
"4389",147,150,"Head After",88,379.341,146.109,0.959,0.639,-11376513,511,"Head After 511"
"4390",148,151,"Head After",89,381.375,146.109,2.034,1.356,-7106135,511,"Head After 511"
"4391",149,152,"Head After",90,380.697,146.787,0.959,0.639,-9464424,511,"Head After 511"
"4392",150,153,"Head After",91,380.019,148.143,1.516,1.011,-11242134,511,"Head After 511"
"4393",151,154,"Head After",92,380.019,146.787,1.356,0.904,-8158032,511,"Head After 511"
"4394",152,155,"Head After",93,382.053,146.109,2.144,1.429,-8224619,511,"Head After 511"
"4395",153,156,"Head After",94,377.985,146.109,4.068,2.712,-7501658,511,"Head After 511"
"4396",154,157,"Head After",95,379.341,146.109,1.356,0.904,-7894622,511,"Head After 511"
"4397",155,158,"Head After",96,380.697,148.143,2.445,1.63,-8029015,511,"Head After 511"
"4398",156,159,"Head After",97,380.697,146.787,1.356,0.904,-9008493,511,"Head After 511"
"4399",157,160,"Head After",98,380.697,146.109,0.678,0.452,-9726824,511,"Head After 511"
"4400",158,161,"Head After",99,380.019,148.143,2.144,1.429,-8027224,511,"Head After 511"
"4401",159,162,"Head After",100,380.697,148.143,0.678,0.452,-8224866,511,"Head After 511"
"4402",160,163,"Head After",101,380.697,148.143,0,0,-8224616,511,"Head After 511"
"4403",161,164,"Head After",102,379.341,148.821,1.516,1.011,-8553304,511,"Head After 511"
"4404",162,165,"Head After",103,380.019,148.143,0.959,0.639,-8351836,511,"Head After 511"
"4405",163,166,"Head After",104,380.697,148.143,0.678,0.452,-9274997,511,"Head After 511"
"4406",164,167,"Head After",105,381.375,148.821,0.959,0.639,-7238996,511,"Head After 511"
"4407",165,168,"Head After",106,380.019,148.821,1.356,0.904,-8354908,511,"Head After 511"
"4408",166,169,"Head After",107,377.985,147.465,2.445,1.63,-8554086,511,"Head After 511"
"4409",167,170,"Head After",108,377.985,147.465,0,0,-8877430,511,"Head After 511"
"4410",168,171,"Head After",109,377.985,148.143,0.678,0.452,-7040078,511,"Head After 511"
"4411",169,172,"Head After",110,377.307,146.109,2.144,1.429,-8814194,511,"Head After 511"
"4412",170,173,"Head After",111,376.629,147.465,1.516,1.011,-8026721,511,"Head After 511"
"4413",171,174,"Head After",112,377.307,145.431,2.144,1.429,-8685417,511,"Head After 511"
"4414",172,175,"Head After",113,377.985,144.753,0.959,0.639,-8945774,511,"Head After 511"
"4415",173,176,"Head After",114,377.985,145.431,0.678,0.452,-8354657,511,"Head After 511"
"4416",174,177,"Head After",115,376.629,146.109,1.516,1.011,-10324104,511,"Head After 511"
"4417",175,178,"Head After",116,377.307,146.787,0.959,0.639,-13672874,511,"Head After 511"
"4418",176,179,"Head After",117,376.629,146.787,0.678,0.452,-9994369,511,"Head After 511"
"4419",177,180,"Head After",118,376.629,147.465,0.678,0.452,-10321283,511,"Head After 511"
"4420",178,181,"Head After",119,377.307,146.787,0.959,0.639,-9729653,511,"Head After 511"
"4421",179,183,"Tail After",64,374.256,170.856,3.457,2.305,-14536894,511,"Tail After 511"
"4422",180,184,"Tail After",65,374.256,170.856,0,0,-12165803,511,"Tail After 511"
"4423",181,185,"Tail After",66,374.256,170.856,0,0,-10713476,511,"Tail After 511"
"4424",182,186,"Tail After",67,375.951,170.856,1.695,1.13,-10909042,511,"Tail After 511"
"4425",183,187,"Tail After",68,376.629,172.212,1.516,1.011,-9918833,511,"Tail After 511"
"4426",184,188,"Tail After",69,376.629,168.144,4.068,2.712,-10125201,511,"Tail After 511"
"4427",185,189,"Tail After",70,374.256,170.178,3.125,2.084,-12821138,511,"Tail After 511"
"4428",186,190,"Tail After",71,372.222,168.822,2.445,1.63,-11710369,511,"Tail After 511"
"4429",187,191,"Tail After",72,371.544,168.144,0.959,0.639,-11646625,511,"Tail After 511"
"4430",188,192,"Tail After",73,373.578,169.5,2.445,1.63,-11963545,511,"Tail After 511"
"4431",189,193,"Tail After",74,375.951,170.178,2.468,1.645,-8225654,511,"Tail After 511"
"4432",190,194,"Tail After",75,373.578,169.5,2.468,1.645,-10532774,511,"Tail After 511"
"4433",191,195,"Tail After",76,375.273,170.178,1.826,1.217,-11233418,511,"Tail After 511"
"4434",192,196,"Tail After",77,375.951,168.822,1.516,1.011,-11969196,511,"Tail After 511"
"4435",193,197,"Tail After",78,375.951,170.178,1.356,0.904,-8948603,511,"Tail After 511"
"4436",194,198,"Tail After",79,374.256,170.856,1.826,1.217,-9206896,511,"Tail After 511"
"4437",195,199,"Tail After",80,373.578,171.534,0.959,0.639,-9275509,511,"Tail After 511"
"4438",196,200,"Tail After",81,372.222,172.89,1.918,1.278,-12287872,511,"Tail After 511"
"4439",197,201,"Tail After",82,371.544,173.907,1.222,0.815,-11648175,511,"Tail After 511"
"4440",198,202,"Tail After",83,373.578,171.534,3.125,2.084,-7041380,511,"Tail After 511"
"4441",199,203,"Tail After",84,372.9,170.856,0.959,0.639,-7823477,511,"Tail After 511"
"4442",200,204,"Tail After",85,371.544,171.534,1.516,1.011,-6834514,511,"Tail After 511"
"4443",201,205,"Tail After",86,373.578,171.534,2.034,1.356,-5666637,511,"Tail After 511"
"4444",202,206,"Tail After",87,372.9,171.534,0.678,0.452,-5468995,511,"Tail After 511"
"4445",203,207,"Tail After",88,374.256,170.178,1.918,1.278,-7043415,511,"Tail After 511"
"4446",204,208,"Tail After",89,372.9,172.212,2.445,1.63,-6389580,511,"Tail After 511"
"4447",205,209,"Tail After",90,373.578,172.212,0.678,0.452,-6260043,511,"Tail After 511"
"4448",206,210,"Tail After",91,374.256,171.534,0.959,0.639,-7309667,511,"Tail After 511"
"4449",207,211,"Tail After",92,374.256,171.534,0,0,-8291687,511,"Tail After 511"
"4450",208,212,"Tail After",93,374.256,170.178,1.356,0.904,-8883550,511,"Tail After 511"
"4451",209,213,"Tail After",94,374.256,171.534,1.356,0.904,-8486746,511,"Tail After 511"
"4452",210,214,"Tail After",95,376.629,171.534,2.373,1.582,-5594666,511,"Tail After 511"
"4453",211,215,"Tail After",96,375.951,171.534,0.678,0.452,-4935489,511,"Tail After 511"
"4454",212,216,"Tail After",97,375.273,171.534,0.678,0.452,-6259289,511,"Tail After 511"
"4455",213,217,"Tail After",98,374.256,172.212,1.222,0.815,-7899747,511,"Tail After 511"
"4456",214,218,"Tail After",99,374.256,172.89,0.678,0.452,-8292742,511,"Tail After 511"
"4457",215,219,"Tail After",100,372.9,173.907,1.695,1.13,-8883061,511,"Tail After 511"
"4458",216,220,"Tail After",101,372.222,172.89,1.222,0.815,-9540977,511,"Tail After 511"
"4459",217,221,"Tail After",102,370.188,173.907,2.274,1.516,-8037755,511,"Tail After 511"
"4460",218,222,"Tail After",103,374.256,172.212,4.407,2.938,-9085569,511,"Tail After 511"
"4461",219,223,"Tail After",104,375.273,172.212,1.017,0.678,-7561298,511,"Tail After 511"
"4462",220,224,"Tail After",105,374.256,170.856,1.695,1.13,-8687470,511,"Tail After 511"
"4463",221,225,"Tail After",106,372.9,172.212,1.918,1.278,-9870447,511,"Tail After 511"
"4464",222,226,"Tail After",107,373.578,173.907,1.826,1.217,-7043202,511,"Tail After 511"
"4465",223,227,"Tail After",108,372.9,173.907,0.678,0.452,-4748919,511,"Tail After 511"
"4466",224,228,"Tail After",109,372.222,172.212,1.826,1.217,-8361345,511,"Tail After 511"
"4467",225,229,"Tail After",110,372.9,171.534,0.959,0.639,-9870717,511,"Tail After 511"
"4468",226,230,"Tail After",111,372.222,173.907,2.468,1.645,-5466725,511,"Tail After 511"
"4469",227,231,"Tail After",112,372.9,172.89,1.222,0.815,-8159640,511,"Tail After 511"
"4470",228,232,"Tail After",113,372.9,172.212,0.678,0.452,-9476479,511,"Tail After 511"
"4471",229,233,"Tail After",114,371.544,174.585,2.733,1.822,-5457738,511,"Tail After 511"
"4472",230,234,"Tail After",115,370.866,172.212,2.468,1.645,-9014135,511,"Tail After 511"
"4473",231,235,"Tail After",116,372.9,171.534,2.144,1.429,-7964014,511,"Tail After 511"
"4474",232,236,"Tail After",117,373.578,172.212,0.959,0.639,-8674134,511,"Tail After 511"
"4475",233,237,"Tail After",118,372.222,172.89,1.516,1.011,-6314573,511,"Tail After 511"
"4476",234,238,"Tail After",119,372.9,172.212,0.959,0.639,-7895661,511,"Tail After 511"
