"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"1605",1,2,"Head Before",2,637.998,55.935,11.546,7.697,-10585467,312,"Head Before 312"
"1606",2,3,"Head Before",3,634.608,66.444,11.042,7.361,-10458516,312,"Head Before 312"
"1607",3,4,"Head Before",4,648.168,93.564,30.321,20.214,-9732717,312,"Head Before 312"
"1608",4,5,"Head Before",5,657.999,113.226,21.983,14.655,-10519420,312,"Head Before 312"
"1609",5,6,"Head Before",6,660.711,125.43,12.502,8.334,-10587260,312,"Head Before 312"
"1610",6,7,"Head Before",7,660.033,133.905,8.502,5.668,-9796463,312,"Head Before 312"
"1611",7,8,"Head Before",8,658.677,139.668,5.92,3.947,-10453378,312,"Head Before 312"
"1612",8,9,"Head Before",9,655.965,146.787,7.618,5.079,-10585724,312,"Head Before 312"
"1613",9,10,"Head Before",10,660.711,159.669,13.728,9.152,-10781567,312,"Head Before 312"
"1614",10,11,"Head Before",11,662.406,168.144,8.643,5.762,-10128498,312,"Head Before 312"
"1615",11,12,"Head Before",12,654.609,184.416,18.044,12.029,-10717565,312,"Head Before 312"
"1616",12,13,"Head Before",13,650.88,197.298,13.411,8.941,-9536628,312,"Head Before 312"
"1617",13,14,"Head Before",14,643.083,205.773,11.516,7.677,-10193788,312,"Head Before 312"
"1618",14,15,"Head Before",15,636.642,215.604,11.753,7.835,-10914170,312,"Head Before 312"
"1619",15,16,"Head Before",16,643.083,209.163,9.109,6.073,-10850454,312,"Head Before 312"
"1620",16,17,"Head Before",17,648.846,202.044,9.159,6.106,-10717326,312,"Head Before 312"
"1621",17,18,"Head Before",18,651.558,200.688,3.032,2.021,-10651784,312,"Head Before 312"
"1622",18,19,"Head Before",19,657.999,200.688,6.441,4.294,-10193027,312,"Head Before 312"
"1623",19,20,"Head Before",20,657.999,200.01,0.678,0.452,-9730935,312,"Head Before 312"
"1624",20,21,"Head Before",21,657.999,200.01,0,0,-9402733,312,"Head Before 312"
"1625",21,22,"Head Before",22,657.999,200.01,0,0,-9336942,312,"Head Before 312"
"1626",22,23,"Head Before",23,664.44,202.044,6.755,4.503,-9862001,312,"Head Before 312"
"1627",23,24,"Head Before",24,662.406,203.739,2.648,1.765,-9993078,312,"Head Before 312"
"1628",24,25,"Head Before",25,662.406,200.688,3.051,2.034,-9928839,312,"Head Before 312"
"1629",25,27,"Tail Before",2,626.133,38.646,3.667,2.445,-10588311,312,"Tail Before 312"
"1630",26,28,"Tail Before",3,629.523,50.85,12.666,8.444,-11770529,312,"Tail Before 312"
"1631",27,29,"Tail Before",4,639.354,74.919,25.999,17.333,-11969176,312,"Tail Before 312"
"1632",28,30,"Tail Before",5,650.88,96.954,24.867,16.578,-11900816,312,"Tail Before 312"
"1633",29,31,"Tail Before",6,653.592,105.429,8.898,5.932,-11179911,312,"Tail Before 312"
"1634",30,32,"Tail Before",7,659.355,116.277,12.284,8.189,-9930114,312,"Tail Before 312"
"1635",31,33,"Tail Before",8,660.711,120.345,4.288,2.859,-11244426,312,"Tail Before 312"
"1636",32,34,"Tail Before",9,659.355,130.515,10.26,6.84,-11702164,312,"Tail Before 312"
"1637",33,35,"Tail Before",10,656.643,141.702,11.511,7.674,-9936022,312,"Tail Before 312"
"1638",34,36,"Tail Before",11,661.389,152.55,11.841,7.894,-12164004,312,"Tail Before 312"
"1639",35,37,"Tail Before",12,660.711,167.466,14.931,9.954,-11043977,312,"Tail Before 312"
"1640",36,38,"Tail Before",13,657.321,182.382,15.296,10.198,-10586502,312,"Tail Before 312"
"1641",37,39,"Tail Before",14,652.236,194.247,12.909,8.606,-10716811,312,"Tail Before 312"
"1642",38,40,"Tail Before",15,645.117,203.739,11.865,7.91,-11382950,312,"Tail Before 312"
"1643",39,41,"Tail Before",16,645.117,200.688,3.051,2.034,-11508645,312,"Tail Before 312"
"1644",40,42,"Tail Before",17,644.439,195.942,4.794,3.196,-10856841,312,"Tail Before 312"
"1645",41,43,"Tail Before",18,645.795,194.247,2.171,1.447,-10592915,312,"Tail Before 312"
"1646",42,44,"Tail Before",19,648.846,194.247,3.051,2.034,-11311508,312,"Tail Before 312"
"1647",43,45,"Tail Before",20,648.846,191.535,2.712,1.808,-12107417,312,"Tail Before 312"
"1648",44,46,"Tail Before",21,649.524,188.823,2.795,1.864,-12698525,312,"Tail Before 312"
"1649",45,47,"Tail Before",22,649.524,190.179,1.356,0.904,-11580311,312,"Tail Before 312"
"1650",46,48,"Tail Before",23,651.558,194.247,4.548,3.032,-10716299,312,"Tail Before 312"
"1651",47,49,"Tail Before",24,652.236,194.247,0.678,0.452,-11310979,312,"Tail Before 312"
"1652",48,50,"Tail Before",25,650.88,194.925,1.516,1.011,-11772563,312,"Tail Before 312"
"1653",49,52,"Head After",27,671.559,205.095,8.749,5.832,-10389117,312,"Head After 312"
"1654",50,53,"Head After",28,678.678,207.129,7.404,4.936,-10059901,312,"Head After 312"
"1655",51,54,"Head After",29,680.034,195.942,11.269,7.513,-9995891,312,"Head After 312"
"1656",52,55,"Head After",30,680.712,194.925,1.222,0.815,-9928564,312,"Head After 312"
