"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"1657",53,56,"Head After",31,682.068,197.976,3.339,2.226,-10061183,312,"Head After 312"
"1658",54,57,"Head After",32,683.424,197.976,1.356,0.904,-10389627,312,"Head After 312"
"1659",55,58,"Head After",33,697.662,197.298,14.254,9.503,-10191486,312,"Head After 312"
"1660",56,59,"Head After",34,694.272,202.044,5.832,3.888,-10062195,312,"Head After 312"
"1661",57,60,"Head After",35,694.272,200.688,1.356,0.904,-9339008,312,"Head After 312"
"1662",58,61,"Head After",36,692.916,202.044,1.918,1.278,-9273438,312,"Head After 312"
"1663",59,62,"Head After",37,695.628,201.366,2.795,1.864,-9929067,312,"Head After 312"
"1664",60,63,"Head After",38,702.069,197.976,7.279,4.852,-10061179,312,"Head After 312"
"1665",61,64,"Head After",39,715.629,191.535,15.012,10.008,-10981236,312,"Head After 312"
"1666",62,65,"Head After",40,722.07,190.857,6.477,4.318,-9863286,312,"Head After 312"
"1667",63,66,"Head After",41,719.697,191.535,2.468,1.645,-10257537,312,"Head After 312"
"1668",64,67,"Head After",42,715.629,196.62,6.512,4.341,-9602180,312,"Head After 312"
"1669",65,68,"Head After",43,714.951,197.298,0.959,0.639,-11184300,312,"Head After 312"
"1670",66,69,"Head After",44,715.629,197.976,0.959,0.639,-10195857,312,"Head After 312"
"1671",67,70,"Head After",45,714.273,206.451,8.583,5.722,-10125442,312,"Head After 312"
"1672",68,71,"Head After",46,701.391,210.858,13.615,9.077,-10321530,312,"Head After 312"
"1673",69,72,"Head After",47,702.069,209.163,1.826,1.217,-9798769,312,"Head After 312"
"1674",70,73,"Head After",48,702.747,201.366,7.826,5.218,-11506328,312,"Head After 312"
"1675",71,74,"Head After",49,700.713,200.688,2.144,1.429,-11637913,312,"Head After 312"
"1676",72,75,"Head After",50,701.391,197.298,3.457,2.305,-11111547,312,"Head After 312"
"1677",73,77,"Tail After",27,645.117,190.857,0.959,0.639,-11767957,312,"Tail After 312"
"1678",74,78,"Tail After",28,646.473,192.213,1.918,1.278,-10585740,312,"Tail After 312"
"1679",75,79,"Tail After",29,646.473,191.535,0.678,0.452,-11439513,312,"Tail After 312"
"1680",76,80,"Tail After",30,647.49,192.213,1.222,0.815,-11176074,312,"Tail After 312"
"1681",77,81,"Tail After",31,645.117,192.213,2.373,1.582,-10390669,312,"Tail After 312"
"1682",78,82,"Tail After",32,645.117,191.535,0.678,0.452,-11111056,312,"Tail After 312"
"1683",79,83,"Tail After",33,645.795,192.213,0.959,0.639,-11372688,312,"Tail After 312"
"1684",80,84,"Tail After",34,646.473,192.213,0.678,0.452,-9665667,312,"Tail After 312"
"1685",81,85,"Tail After",35,644.439,192.213,2.034,1.356,-10981011,312,"Tail After 312"
"1686",82,86,"Tail After",36,645.117,193.569,1.516,1.011,-10914191,312,"Tail After 312"
"1687",83,87,"Tail After",37,644.439,194.925,1.516,1.011,-11178643,312,"Tail After 312"
"1688",84,88,"Tail After",38,644.439,196.62,1.695,1.13,-11046796,312,"Tail After 312"
"1689",85,89,"Tail After",39,644.439,196.62,0,0,-10388866,312,"Tail After 312"
"1690",86,90,"Tail After",40,644.439,196.62,0,0,-10716047,312,"Tail After 312"
"1691",87,91,"Tail After",41,644.439,196.62,0,0,-10321800,312,"Tail After 312"
"1692",88,92,"Tail After",42,644.439,196.62,0,0,-10650248,312,"Tail After 312"
"1693",89,93,"Tail After",43,657.999,199.332,13.829,9.219,-12098706,312,"Tail After 312"
"1694",90,94,"Tail After",44,674.949,209.841,19.943,13.296,-11177362,312,"Tail After 312"
"1695",91,95,"Tail After",45,678,207.807,3.667,2.445,-12098192,312,"Tail After 312"
"1696",92,96,"Tail After",46,682.746,211.536,6.036,4.024,-11243155,312,"Tail After 312"
"1697",93,97,"Tail After",47,690.543,211.536,7.797,5.198,-12630430,312,"Tail After 312"
"1698",94,98,"Tail After",48,690.543,213.57,2.034,1.356,-11766669,312,"Tail After 312"
"1699",95,99,"Tail After",49,692.238,213.57,1.695,1.13,-11964047,312,"Tail After 312"
"1700",96,100,"Tail After",50,692.238,210.858,2.712,1.808,-11898262,312,"Tail After 312"
