"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"3601",67,68,"Head Before",68,458.328,470.193,0.678,0.452,-13221581,422,"Head Before 422"
"3602",68,69,"Head Before",69,457.65,470.193,0.678,0.452,-6971480,422,"Head Before 422"
"3603",69,70,"Head Before",70,459.684,472.905,3.39,2.26,-8092027,422,"Head Before 422"
"3604",70,71,"Head Before",71,461.04,472.905,1.356,0.904,-11702942,422,"Head Before 422"
"3605",71,72,"Head Before",72,459.684,470.193,3.032,2.021,-12171454,422,"Head Before 422"
"3606",72,73,"Head Before",73,457.65,471.549,2.445,1.63,-6963269,422,"Head Before 422"
"3607",73,74,"Head Before",74,459.006,472.227,1.516,1.011,-9481367,422,"Head Before 422"
"3608",74,75,"Head Before",75,460.362,473.583,1.918,1.278,-11390903,422,"Head Before 422"
"3609",75,76,"Head Before",76,461.04,468.159,5.466,3.644,-12037551,422,"Head Before 422"
"3610",76,77,"Head Before",77,461.718,470.871,2.795,1.864,-11976108,422,"Head Before 422"
"3611",77,78,"Head Before",78,459.006,468.837,3.39,2.26,-11183780,422,"Head Before 422"
"3612",78,79,"Head Before",79,459.006,469.515,0.678,0.452,-10735543,422,"Head Before 422"
"3613",79,80,"Head Before",80,459.006,468.159,1.356,0.904,-13815240,422,"Head Before 422"
"3614",80,81,"Head Before",81,459.684,465.786,2.468,1.645,-11058890,422,"Head Before 422"
"3615",81,82,"Head Before",82,459.006,462.396,3.457,2.305,-9279878,422,"Head Before 422"
"3616",82,83,"Head Before",83,458.328,462.396,0.678,0.452,-8348002,422,"Head Before 422"
"3617",83,84,"Head Before",84,460.362,457.311,5.477,3.651,-8555377,422,"Head Before 422"
"3618",84,85,"Head Before",85,461.718,454.599,3.032,2.021,-7766111,422,"Head Before 422"
"3619",85,86,"Head Before",86,461.04,457.989,3.457,2.305,-9074537,422,"Head Before 422"
"3620",86,87,"Head Before",87,461.04,456.633,1.356,0.904,-7304303,422,"Head Before 422"
"3621",87,88,"Head Before",88,461.04,456.633,0,0,-6842234,422,"Head Before 422"
"3622",88,89,"Head Before",89,460.362,461.04,4.459,2.973,-4209965,422,"Head Before 422"
"3623",89,90,"Head Before",90,459.684,465.108,4.124,2.749,-6119536,422,"Head Before 422"
"3624",90,91,"Head Before",91,459.684,465.108,0,0,-11307927,422,"Head Before 422"
"3625",91,92,"Head Before",92,459.006,465.786,0.959,0.639,-9607824,422,"Head Before 422"
"3626",92,93,"Head Before",93,458.328,466.464,0.959,0.639,-6255449,422,"Head Before 422"
"3627",93,94,"Head Before",94,458.328,466.464,0,0,-11640732,422,"Head Before 422"
"3628",94,95,"Head Before",95,458.328,465.786,0.678,0.452,-12493472,422,"Head Before 422"
"3629",95,96,"Head Before",96,458.328,465.108,0.678,0.452,-4218705,422,"Head Before 422"
"3630",96,97,"Head Before",97,458.328,466.464,1.356,0.904,-11187129,422,"Head Before 422"
"3631",97,98,"Head Before",98,458.328,466.464,0,0,-13745607,422,"Head Before 422"
"3632",98,100,"Tail Before",2,594.606,603.759,25.873,17.249,-12559793,422,"Tail Before 422"
"3633",99,101,"Tail Before",3,577.656,582.402,27.266,18.177,-13284258,422,"Tail Before 422"
"3634",100,102,"Tail Before",4,568.503,553.926,29.911,19.941,-14074805,422,"Tail Before 422"
"3635",101,103,"Tail Before",5,552.231,529.179,29.617,19.745,-14141119,422,"Tail Before 422"
"3636",102,104,"Tail Before",6,545.112,507.822,22.512,15.008,-16509163,422,"Tail Before 422"
"3637",103,105,"Tail Before",7,535.62,490.194,20.021,13.347,-14601421,422,"Tail Before 422"
"3638",104,106,"Tail Before",8,529.179,465.786,25.244,16.829,-15256269,422,"Tail Before 422"
"3639",105,107,"Tail Before",9,513.585,457.311,17.748,11.832,-15384003,422,"Tail Before 422"
"3640",106,108,"Tail Before",10,512.907,457.311,0.678,0.452,-14261925,422,"Tail Before 422"
"3641",107,109,"Tail Before",11,505.11,457.311,7.797,5.198,-14471889,422,"Tail Before 422"
"3642",108,110,"Tail Before",12,501.042,456.633,4.124,2.749,-13612720,422,"Tail Before 422"
"3643",109,111,"Tail Before",13,500.364,456.633,0.678,0.452,-12435370,422,"Tail Before 422"
"3644",110,112,"Tail Before",14,497.313,456.633,3.051,2.034,-13545911,422,"Tail Before 422"
"3645",111,113,"Tail Before",15,493.245,454.599,4.548,3.032,-12755122,422,"Tail Before 422"
"3646",112,114,"Tail Before",16,490.872,455.955,2.733,1.822,-13288112,422,"Tail Before 422"
"3647",113,115,"Tail Before",17,488.838,459.345,3.953,2.636,-14014151,422,"Tail Before 422"
"3648",114,116,"Tail Before",18,488.16,461.04,1.826,1.217,-10324355,422,"Tail Before 422"
"3649",115,117,"Tail Before",19,488.16,461.718,0.678,0.452,-10122875,422,"Tail Before 422"
"3650",116,118,"Tail Before",20,486.804,463.074,1.918,1.278,-10327693,422,"Tail Before 422"
"3651",117,119,"Tail Before",21,484.431,465.108,3.125,2.084,-13543329,422,"Tail Before 422"
"3652",118,120,"Tail Before",22,483.753,464.43,0.959,0.639,-13417397,422,"Tail Before 422"
"3653",119,121,"Tail Before",23,481.719,462.396,2.877,1.918,-15910069,422,"Tail Before 422"
"3654",120,122,"Tail Before",24,485.448,463.074,3.79,2.527,-15249060,422,"Tail Before 422"
"3655",121,123,"Tail Before",25,483.753,463.752,1.826,1.217,-13874329,422,"Tail Before 422"
"3656",122,124,"Tail Before",26,484.431,465.108,1.516,1.011,-12166038,422,"Tail Before 422"
"3657",123,125,"Tail Before",27,484.431,464.43,0.678,0.452,-10786442,422,"Tail Before 422"
"3658",124,126,"Tail Before",28,483.075,465.786,1.918,1.278,-12367493,422,"Tail Before 422"
"3659",125,127,"Tail Before",29,483.075,466.464,0.678,0.452,-14991270,422,"Tail Before 422"
"3660",126,128,"Tail Before",30,482.397,465.786,0.959,0.639,-13277837,422,"Tail Before 422"
"3661",127,129,"Tail Before",31,483.075,465.108,0.959,0.639,-12361624,422,"Tail Before 422"
"3662",128,130,"Tail Before",32,482.397,465.108,0.678,0.452,-10118512,422,"Tail Before 422"
"3663",129,131,"Tail Before",33,482.397,465.786,0.678,0.452,-12498578,422,"Tail Before 422"
"3664",130,132,"Tail Before",34,483.075,465.108,0.959,0.639,-11497594,422,"Tail Before 422"
"3665",131,133,"Tail Before",35,481.719,464.43,1.516,1.011,-10587032,422,"Tail Before 422"
"3666",132,134,"Tail Before",36,481.719,464.43,0,0,-12226455,422,"Tail Before 422"
"3667",133,135,"Tail Before",37,481.719,465.786,1.356,0.904,-9865594,422,"Tail Before 422"
"3668",134,136,"Tail Before",38,483.075,466.464,1.516,1.011,-11779491,422,"Tail Before 422"
"3669",135,137,"Tail Before",39,484.431,465.786,1.516,1.011,-14007229,422,"Tail Before 422"
"3670",136,138,"Tail Before",40,484.431,465.108,0.678,0.452,-14272970,422,"Tail Before 422"
"3671",137,139,"Tail Before",41,484.431,463.752,1.356,0.904,-12368572,422,"Tail Before 422"
"3672",138,140,"Tail Before",42,483.753,464.43,0.959,0.639,-13542052,422,"Tail Before 422"
"3673",139,141,"Tail Before",43,483.753,465.786,1.356,0.904,-16762807,422,"Tail Before 422"
"3674",140,142,"Tail Before",44,481.041,463.752,3.39,2.26,-14925243,422,"Tail Before 422"
"3675",141,143,"Tail Before",45,481.719,463.074,0.959,0.639,-10988711,422,"Tail Before 422"
"3676",142,144,"Tail Before",46,483.075,463.074,1.356,0.904,-9592174,422,"Tail Before 422"
"3677",143,145,"Tail Before",47,482.397,463.752,0.959,0.639,-10646648,422,"Tail Before 422"
"3678",144,146,"Tail Before",48,482.397,463.752,0,0,-13146496,422,"Tail Before 422"
"3679",145,147,"Tail Before",49,479.007,462.396,3.651,2.434,-9671847,422,"Tail Before 422"
"3680",146,148,"Tail Before",50,479.007,463.752,1.356,0.904,-12493223,422,"Tail Before 422"
"3681",147,149,"Tail Before",51,479.685,465.108,1.516,1.011,-9012102,422,"Tail Before 422"
"3682",148,150,"Tail Before",52,478.329,463.752,1.918,1.278,-13084846,422,"Tail Before 422"
"3683",149,151,"Tail Before",53,479.007,463.752,0.678,0.452,-8757669,422,"Tail Before 422"
"3684",150,152,"Tail Before",54,478.329,463.074,0.959,0.639,-10447713,422,"Tail Before 422"
"3685",151,153,"Tail Before",55,478.329,464.43,1.356,0.904,-14586792,422,"Tail Before 422"
"3686",152,154,"Tail Before",56,477.312,463.074,1.695,1.13,-11035774,422,"Tail Before 422"
"3687",153,155,"Tail Before",57,477.312,463.752,0.678,0.452,-14651558,422,"Tail Before 422"
"3688",154,156,"Tail Before",58,477.312,463.752,0,0,-15308182,422,"Tail Before 422"
"3689",155,157,"Tail Before",59,476.634,464.43,0.959,0.639,-15049897,422,"Tail Before 422"
"3690",156,158,"Tail Before",60,477.312,463.752,0.959,0.639,-15456706,422,"Tail Before 422"
"3691",157,159,"Tail Before",61,476.634,465.108,1.516,1.011,-11377564,422,"Tail Before 422"
"3692",158,160,"Tail Before",62,476.634,465.108,0,0,-7951714,422,"Tail Before 422"
"3693",159,161,"Tail Before",63,475.956,465.786,0.959,0.639,-12685452,422,"Tail Before 422"
"3694",160,162,"Tail Before",64,476.634,465.786,0.678,0.452,-10572903,422,"Tail Before 422"
"3695",161,163,"Tail Before",65,476.634,464.43,1.356,0.904,-11108749,422,"Tail Before 422"
"3696",162,164,"Tail Before",66,475.956,465.108,0.959,0.639,-12435620,422,"Tail Before 422"
"3697",163,165,"Tail Before",67,478.329,463.752,2.733,1.822,-14338249,422,"Tail Before 422"
"3698",164,166,"Tail Before",68,479.685,463.752,1.356,0.904,-14603200,422,"Tail Before 422"
"3699",165,167,"Tail Before",69,479.007,463.752,0.678,0.452,-14148544,422,"Tail Before 422"
"3700",166,168,"Tail Before",70,479.685,465.108,1.516,1.011,-8689564,422,"Tail Before 422"
"3701",167,169,"Tail Before",71,479.685,464.43,0.678,0.452,-11127739,422,"Tail Before 422"
"3702",168,170,"Tail Before",72,481.041,463.074,1.918,1.278,-11901861,422,"Tail Before 422"
"3703",169,171,"Tail Before",73,480.363,463.752,0.959,0.639,-13279905,422,"Tail Before 422"
"3704",170,172,"Tail Before",74,480.363,465.786,2.034,1.356,-12288658,422,"Tail Before 422"
"3705",171,173,"Tail Before",75,479.007,465.108,1.516,1.011,-13550002,422,"Tail Before 422"
"3706",172,174,"Tail Before",76,477.312,462.396,3.198,2.132,-11846563,422,"Tail Before 422"
"3707",173,175,"Tail Before",77,476.634,461.04,1.516,1.011,-13544861,422,"Tail Before 422"
"3708",174,176,"Tail Before",78,475.956,461.04,0.678,0.452,-7632749,422,"Tail Before 422"
"3709",175,177,"Tail Before",79,475.278,463.074,2.144,1.429,-7983270,422,"Tail Before 422"
"3710",176,178,"Tail Before",80,475.278,461.718,1.356,0.904,-9423734,422,"Tail Before 422"
"3711",177,179,"Tail Before",81,475.278,461.718,0,0,-11525049,422,"Tail Before 422"
"3712",178,180,"Tail Before",82,475.956,460.362,1.516,1.011,-11969699,422,"Tail Before 422"
"3713",179,181,"Tail Before",83,479.007,458.667,3.49,2.327,-9478592,422,"Tail Before 422"
"3714",180,182,"Tail Before",84,481.041,457.989,2.144,1.429,-11249904,422,"Tail Before 422"
"3715",181,183,"Tail Before",85,483.753,457.311,2.795,1.864,-12762554,422,"Tail Before 422"
"3716",182,184,"Tail Before",86,483.753,457.311,0,0,-11047334,422,"Tail Before 422"
"3717",183,185,"Tail Before",87,483.753,455.277,2.034,1.356,-13937574,422,"Tail Before 422"
"3718",184,186,"Tail Before",88,481.719,457.311,2.877,1.918,-11706008,422,"Tail Before 422"
"3719",185,187,"Tail Before",89,480.363,458.667,1.918,1.278,-10651784,422,"Tail Before 422"
"3720",186,188,"Tail Before",90,479.685,462.396,3.79,2.527,-13096891,422,"Tail Before 422"
"3721",187,189,"Tail Before",91,479.007,461.04,1.516,1.011,-10794916,422,"Tail Before 422"
"3722",188,190,"Tail Before",92,479.007,460.362,0.678,0.452,-10254469,422,"Tail Before 422"
"3723",189,191,"Tail Before",93,478.329,457.989,2.468,1.645,-8347258,422,"Tail Before 422"
"3724",190,192,"Tail Before",94,476.634,462.396,4.722,3.148,-7118460,422,"Tail Before 422"
"3725",191,193,"Tail Before",95,478.329,460.362,2.648,1.765,-12894125,422,"Tail Before 422"
"3726",192,194,"Tail Before",96,478.329,458.667,1.695,1.13,-14213834,422,"Tail Before 422"
"3727",193,195,"Tail Before",97,475.956,459.345,2.468,1.645,-14803400,422,"Tail Before 422"
"3728",194,196,"Tail Before",98,475.956,459.345,0,0,-11758447,422,"Tail Before 422"
"3729",195,198,"Head After",100,459.684,468.159,0,0,-13147031,422,"Head After 422"
"3730",196,199,"Head After",101,461.04,470.193,2.445,1.63,-9270636,422,"Head After 422"
"3731",197,200,"Head After",102,461.04,470.193,0,0,-9339497,422,"Head After 422"
"3732",198,201,"Head After",103,460.362,471.549,1.516,1.011,-8871032,422,"Head After 422"
"3733",199,202,"Head After",104,461.04,472.905,1.516,1.011,-8411750,422,"Head After 422"
"3734",200,203,"Head After",105,461.04,472.905,0,0,-8488301,422,"Head After 422"
"3735",201,204,"Head After",106,461.04,472.905,0,0,-9665679,422,"Head After 422"
"3736",202,205,"Head After",107,459.684,472.905,1.356,0.904,-12110014,422,"Head After 422"
"3737",203,206,"Head After",108,459.006,473.583,0.959,0.639,-8613002,422,"Head After 422"
"3738",204,207,"Head After",109,458.328,473.583,0.678,0.452,-12224902,422,"Head After 422"
"3739",205,208,"Head After",110,457.65,473.583,0.678,0.452,-11906226,422,"Head After 422"
"3740",206,209,"Head After",111,456.972,472.227,1.516,1.011,-13346227,422,"Head After 422"
"3741",207,210,"Head After",112,456.972,472.905,0.678,0.452,-12090251,422,"Head After 422"
"3742",208,211,"Head After",113,456.972,475.278,2.373,1.582,-12560569,422,"Head After 422"
"3743",209,212,"Head After",114,456.972,475.278,0,0,-11772084,422,"Head After 422"
"3744",210,213,"Head After",115,456.294,475.278,0.678,0.452,-7697784,422,"Head After 422"
"3745",211,214,"Head After",116,456.972,475.278,0.678,0.452,-10797488,422,"Head After 422"
"3746",212,215,"Head After",117,457.65,475.956,0.959,0.639,-10982828,422,"Head After 422"
"3747",213,216,"Head After",118,457.65,475.278,0.678,0.452,-10721691,422,"Head After 422"
"3748",214,217,"Head After",119,456.972,475.956,0.959,0.639,-8284828,422,"Head After 422"
"3749",215,218,"Head After",120,456.972,475.956,0,0,-11584433,422,"Head After 422"
"3750",216,219,"Head After",121,454.599,474.261,2.916,1.944,-10453386,422,"Head After 422"
"3751",217,220,"Head After",122,453.243,473.583,1.516,1.011,-9537417,422,"Head After 422"
"3752",218,221,"Head After",123,452.565,472.227,1.516,1.011,-9074047,422,"Head After 422"
"3753",219,222,"Head After",124,452.565,472.227,0,0,-9863820,422,"Head After 422"
"3754",220,223,"Head After",125,453.243,472.227,0.678,0.452,-10264736,422,"Head After 422"
"3755",221,224,"Head After",126,451.209,470.193,2.877,1.918,-8736644,422,"Head After 422"
"3756",222,225,"Head After",127,451.887,471.549,1.516,1.011,-12040880,422,"Head After 422"
"3757",223,226,"Head After",128,451.887,469.515,2.034,1.356,-9150083,422,"Head After 422"
"3758",224,227,"Head After",129,453.243,469.515,1.356,0.904,-13284282,422,"Head After 422"
"3759",225,228,"Head After",130,452.565,470.871,1.516,1.011,-10341024,422,"Head After 422"
"3760",226,229,"Head After",131,451.887,469.515,1.516,1.011,-10723231,422,"Head After 422"
"3761",227,230,"Head After",132,452.565,469.515,0.678,0.452,-11843254,422,"Head After 422"
"3762",228,231,"Head After",133,453.243,470.193,0.959,0.639,-11043474,422,"Head After 422"
"3763",229,232,"Head After",134,453.921,471.549,1.516,1.011,-9086892,422,"Head After 422"
"3764",230,233,"Head After",135,452.565,470.871,1.516,1.011,-11770770,422,"Head After 422"
"3765",231,234,"Head After",136,453.243,470.871,0.678,0.452,-10254208,422,"Head After 422"
"3766",232,235,"Head After",137,451.887,469.515,1.918,1.278,-9935506,422,"Head After 422"
"3767",233,236,"Head After",138,451.887,469.515,0,0,-9143939,422,"Head After 422"
"3768",234,237,"Head After",139,452.565,469.515,0.678,0.452,-10522271,422,"Head After 422"
"3769",235,238,"Head After",140,451.887,469.515,0.678,0.452,-9014923,422,"Head After 422"
"3770",236,239,"Head After",141,452.565,470.193,0.959,0.639,-11975592,422,"Head After 422"
"3771",237,240,"Head After",142,451.887,472.227,2.144,1.429,-9211264,422,"Head After 422"
"3772",238,241,"Head After",143,450.531,471.549,1.516,1.011,-10462101,422,"Head After 422"
"3773",239,242,"Head After",144,451.209,470.871,0.959,0.639,-7753303,422,"Head After 422"
"3774",240,243,"Head After",145,450.531,472.227,1.516,1.011,-8678772,422,"Head After 422"
"3775",241,244,"Head After",146,450.531,471.549,0.678,0.452,-10732973,422,"Head After 422"
"3776",242,245,"Head After",147,450.531,470.193,1.356,0.904,-7302513,422,"Head After 422"
"3777",243,246,"Head After",148,450.531,470.871,0.678,0.452,-8741748,422,"Head After 422"
"3778",244,247,"Head After",149,449.853,470.871,0.678,0.452,-7093325,422,"Head After 422"
"3779",245,248,"Head After",150,449.175,470.193,0.959,0.639,-12036262,422,"Head After 422"
"3780",246,249,"Head After",151,449.175,469.515,0.678,0.452,-8808302,422,"Head After 422"
"3781",247,250,"Head After",152,449.853,470.193,0.959,0.639,-10198427,422,"Head After 422"
"3782",248,251,"Head After",153,449.175,470.193,0.678,0.452,-12106924,422,"Head After 422"
"3783",249,252,"Head After",154,449.175,470.193,0,0,-13154202,422,"Head After 422"
"3784",250,253,"Head After",155,449.853,470.193,0.678,0.452,-10526093,422,"Head After 422"
"3785",251,254,"Head After",156,449.175,470.871,0.959,0.639,-11637652,422,"Head After 422"
"3786",252,255,"Head After",157,449.175,470.193,0.678,0.452,-11052696,422,"Head After 422"
"3787",253,256,"Head After",158,449.175,470.193,0,0,-9400187,422,"Head After 422"
"3788",254,257,"Head After",159,449.175,470.193,0,0,-11976619,422,"Head After 422"
"3789",255,258,"Head After",160,449.175,470.193,0,0,-10654619,422,"Head After 422"
"3790",256,259,"Head After",161,449.853,470.193,0.678,0.452,-11050396,422,"Head After 422"
"3791",257,260,"Head After",162,449.853,470.871,0.678,0.452,-7822438,422,"Head After 422"
"3792",258,261,"Head After",163,449.853,472.905,2.034,1.356,-9925756,422,"Head After 422"
"3793",259,262,"Head After",164,448.158,472.905,1.695,1.13,-11633525,422,"Head After 422"
"3794",260,263,"Head After",165,446.802,472.227,1.516,1.011,-10405313,422,"Head After 422"
"3795",261,264,"Head After",166,446.802,472.905,0.678,0.452,-12702136,422,"Head After 422"
"3796",262,265,"Head After",167,447.48,473.583,0.959,0.639,-14872029,422,"Head After 422"
"3797",263,266,"Head After",168,446.124,472.905,1.516,1.011,-13289401,422,"Head After 422"
"3798",264,267,"Head After",169,445.446,474.261,1.516,1.011,-14601694,422,"Head After 422"
"3799",265,268,"Head After",170,446.124,475.278,1.222,0.815,-11314067,422,"Head After 422"
"3800",266,269,"Head After",171,446.124,478.668,3.39,2.26,-13945787,422,"Head After 422"
"3801",267,270,"Head After",172,445.446,477.99,0.959,0.639,-11843018,422,"Head After 422"
"3802",268,271,"Head After",173,446.124,478.668,0.959,0.639,-11711163,422,"Head After 422"
"3803",269,272,"Head After",174,446.124,478.668,0,0,-9536665,422,"Head After 422"
"3804",270,273,"Head After",175,446.802,478.668,0.678,0.452,-9342892,422,"Head After 422"
"3805",271,274,"Head After",176,446.802,477.99,0.678,0.452,-7888241,422,"Head After 422"
"3806",272,275,"Head After",177,448.158,477.312,1.516,1.011,-13416896,422,"Head After 422"
"3807",273,276,"Head After",178,448.158,477.99,0.678,0.452,-10459809,422,"Head After 422"
"3808",274,277,"Head After",179,450.531,479.346,2.733,1.822,-10985625,422,"Head After 422"
"3809",275,278,"Head After",180,449.853,479.346,0.678,0.452,-10457240,422,"Head After 422"
"3810",276,279,"Head After",181,449.853,478.668,0.678,0.452,-10450567,422,"Head After 422"
"3811",277,280,"Head After",182,449.853,478.668,0,0,-13547189,422,"Head After 422"
"3812",278,281,"Head After",183,450.531,479.346,0.959,0.639,-7761498,422,"Head After 422"
"3813",279,282,"Head After",184,451.209,478.668,0.959,0.639,-12492969,422,"Head After 422"
"3814",280,283,"Head After",185,456.294,480.024,5.263,3.508,-14280144,422,"Head After 422"
"3815",281,284,"Head After",186,453.921,482.058,3.125,2.084,-10123663,422,"Head After 422"
"3816",282,285,"Head After",187,453.243,481.38,0.959,0.639,-14339001,422,"Head After 422"
"3817",283,286,"Head After",188,450.531,482.058,2.795,1.864,-13935025,422,"Head After 422"
"3818",284,287,"Head After",189,449.853,483.075,1.222,0.815,-14407112,422,"Head After 422"
"3819",285,288,"Head After",190,449.175,483.075,0.678,0.452,-12161427,422,"Head After 422"
"3820",286,289,"Head After",191,449.175,483.075,0,0,-11107458,422,"Head After 422"
"3821",287,290,"Head After",192,449.853,484.431,1.516,1.011,-12816795,422,"Head After 422"
"3822",288,291,"Head After",193,449.175,484.431,0.678,0.452,-12431020,422,"Head After 422"
"3823",289,292,"Head After",194,449.853,485.109,0.959,0.639,-14663881,422,"Head After 422"
"3824",290,293,"Head After",195,451.209,485.787,1.516,1.011,-11179896,422,"Head After 422"
"3825",291,294,"Head After",196,451.887,485.787,0.678,0.452,-11182501,422,"Head After 422"
"3826",292,295,"Head After",197,454.599,485.109,2.795,1.864,-14467782,422,"Head After 422"
