"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"2457",55,56,"Head Before",56,547.824,388.494,7.404,4.936,-9931386,411,"Head Before 411"
"2458",56,57,"Head Before",57,544.434,386.121,4.138,2.759,-9341819,411,"Head Before 411"
"2459",57,58,"Head Before",58,545.112,377.646,8.502,5.668,-10193026,411,"Head Before 411"
"2460",58,59,"Head Before",59,544.434,376.968,0.959,0.639,-9277057,411,"Head Before 411"
"2461",59,60,"Head Before",60,546.468,376.29,2.144,1.429,-6847837,411,"Head Before 411"
"2462",60,61,"Head Before",61,536.298,364.086,15.886,10.591,-8483689,411,"Head Before 411"
"2463",61,62,"Head Before",62,527.823,345.78,20.173,13.448,-8946810,411,"Head Before 411"
"2464",62,63,"Head Before",63,522.399,328.83,17.797,11.864,-9076856,411,"Head Before 411"
"2465",63,64,"Head Before",64,520.704,317.982,10.98,7.32,-9930616,411,"Head Before 411"
"2466",64,65,"Head Before",65,518.67,302.388,15.726,10.484,-8749684,411,"Head Before 411"
"2467",65,66,"Head Before",66,513.585,286.116,17.048,11.365,-9666425,411,"Head Before 411"
"2468",66,67,"Head Before",67,519.348,267.471,19.515,13.01,-7698021,411,"Head Before 411"
"2469",67,68,"Head Before",68,520.704,249.165,18.356,12.237,-9139048,411,"Head Before 411"
"2470",68,69,"Head Before",69,517.992,231.198,18.171,12.114,-8288353,411,"Head Before 411"
"2471",69,70,"Head Before",70,514.263,209.841,21.68,14.453,-8614756,411,"Head Before 411"
"2472",70,71,"Head Before",71,519.348,190.179,20.309,13.539,-8553843,411,"Head Before 411"
"2473",71,72,"Head Before",72,525.111,168.822,22.121,14.747,-9400941,411,"Head Before 411"
"2474",72,73,"Head Before",73,537.315,149.499,22.854,15.236,-9274737,411,"Head Before 411"
"2475",73,74,"Head Before",74,537.315,148.821,0.678,0.452,-10062723,411,"Head Before 411"
"2476",74,75,"Head Before",75,534.942,146.109,3.604,2.402,-9863553,411,"Head Before 411"
"2477",75,76,"Head Before",76,534.264,147.465,1.516,1.011,-9405292,411,"Head Before 411"
"2478",76,77,"Head Before",77,534.264,143.058,4.407,2.938,-9862773,411,"Head Before 411"
"2479",77,78,"Head Before",78,531.552,146.109,4.082,2.721,-8358006,411,"Head Before 411"
"2480",78,79,"Head Before",79,527.823,146.109,3.729,2.486,-8487020,411,"Head Before 411"
"2481",79,80,"Head Before",80,525.111,146.787,2.795,1.864,-7898223,411,"Head Before 411"
"2482",80,81,"Head Before",81,532.908,146.109,7.826,5.218,-10721680,411,"Head Before 411"
"2483",81,82,"Head Before",82,536.298,143.736,4.138,2.759,-9800838,411,"Head Before 411"
"2484",82,83,"Head Before",83,539.349,135.261,9.007,6.005,-10257279,411,"Head Before 411"
"2485",83,84,"Head Before",84,552.909,118.989,21.181,14.121,-9867647,411,"Head Before 411"
"2486",84,85,"Head Before",85,564.774,108.48,15.85,10.567,-8423043,411,"Head Before 411"
"2487",85,86,"Head Before",86,571.215,110.514,6.755,4.503,-9537911,411,"Head Before 411"
"2488",86,87,"Head Before",87,581.385,104.073,12.038,8.025,-8947071,411,"Head Before 411"
"2489",87,88,"Head Before",88,589.86,100.005,9.401,6.267,-9865601,411,"Head Before 411"
"2490",88,89,"Head Before",89,599.691,95.598,10.774,7.182,-9671821,411,"Head Before 411"
"2491",89,90,"Head Before",90,600.369,94.242,1.516,1.011,-7571562,411,"Head Before 411"
"2492",90,91,"Head Before",91,620.37,86.445,21.467,14.311,-9931397,411,"Head Before 411"
"2493",91,92,"Head Before",92,633.252,69.834,21.021,14.014,-9802121,411,"Head Before 411"
"2494",92,93,"Head Before",93,621.726,64.41,12.738,8.492,-10325642,411,"Head Before 411"
"2495",93,94,"Head Before",94,626.811,55.935,9.883,6.589,-9340295,411,"Head Before 411"
"2496",94,95,"Head Before",95,621.726,57.969,5.477,3.651,-9866876,411,"Head Before 411"
"2497",95,96,"Head Before",96,626.133,57.291,4.459,2.973,-9666693,411,"Head Before 411"
"2498",96,97,"Head Before",97,617.319,52.206,10.176,6.784,-9472126,411,"Head Before 411"
"2499",97,98,"Head Before",98,617.319,44.409,7.797,5.198,-8751749,411,"Head Before 411"
"2500",98,99,"Head Before",99,618.336,29.493,14.951,9.967,-8871533,411,"Head Before 411"
"2501",99,100,"Head Before",100,619.692,25.086,4.611,3.074,-5931365,411,"Head Before 411"
"2502",100,101,"Head Before",101,625.455,30.849,8.15,5.433,-10851735,411,"Head Before 411"
"2503",101,102,"Head Before",102,622.404,34.578,4.818,3.212,-12621726,411,"Head Before 411"
"2504",102,103,"Head Before",103,627.489,36.612,5.477,3.651,-11506592,411,"Head Before 411"
"2505",103,104,"Head Before",104,619.692,37.29,7.826,5.218,-12691128,411,"Head Before 411"
"2506",104,105,"Head Before",105,623.76,42.375,6.512,4.341,-8816764,411,"Head Before 411"
"2507",105,106,"Head Before",106,619.692,45.765,5.295,3.53,-13947311,411,"Head Before 411"
"2508",106,107,"Head Before",107,608.844,49.494,11.471,7.647,-11645891,411,"Head Before 411"
"2509",107,108,"Head Before",108,604.776,50.172,4.124,2.749,-12749183,411,"Head Before 411"
"2510",108,109,"Head Before",109,600.369,47.799,5.005,3.337,-10855856,411,"Head Before 411"
"2511",109,110,"Head Before",110,591.894,57.291,12.725,8.483,-9803148,411,"Head Before 411"
"2512",110,111,"Head Before",111,586.131,59.325,6.111,4.074,-9864061,411,"Head Before 411"
"2513",111,112,"Head Before",112,575.622,67.122,13.086,8.724,-8093803,411,"Head Before 411"
"2514",112,113,"Head Before",113,575.622,81.36,14.238,9.492,-8027239,411,"Head Before 411"
"2515",113,114,"Head Before",114,576.3,86.445,5.13,3.42,-8688240,411,"Head Before 411"
"2516",114,115,"Head Before",115,578.334,88.479,2.877,1.918,-8878707,411,"Head Before 411"
"2517",115,116,"Head Before",116,585.453,96.954,11.068,7.379,-8559736,411,"Head Before 411"
"2518",116,117,"Head Before",117,591.216,103.395,8.643,5.762,-9263740,411,"Head Before 411"
"2519",117,118,"Head Before",118,589.86,107.802,4.611,3.074,-11513535,411,"Head Before 411"
"2520",118,119,"Head Before",119,592.572,105.429,3.604,2.402,-11184552,411,"Head Before 411"
"2521",119,120,"Head Before",120,595.284,106.107,2.795,1.864,-7568542,411,"Head Before 411"
"2522",120,122,"Tail Before",2,337.305,52.884,40.411,26.94,-3947830,411,"Tail Before 411"
"2523",121,123,"Tail Before",3,331.881,78.648,26.329,17.553,-11838640,411,"Tail Before 411"
"2524",122,124,"Tail Before",4,363.069,113.226,46.565,31.044,-7155776,411,"Tail Before 411"
"2525",123,125,"Tail Before",5,367.137,138.312,25.414,16.942,-12957891,411,"Tail Before 411"
"2526",124,126,"Tail Before",6,371.544,141.702,5.56,3.707,-8828298,411,"Tail Before 411"
"2527",125,127,"Tail Before",7,397.308,156.618,29.77,19.847,-13806780,411,"Tail Before 411"
"2528",126,128,"Tail Before",8,434.259,178.653,43.022,28.682,-13479830,411,"Tail Before 411"
"2529",127,129,"Tail Before",9,472.566,185.772,38.963,25.975,-10076335,411,"Tail Before 411"
"2530",128,130,"Tail Before",10,490.872,177.297,20.173,13.448,-15452591,411,"Tail Before 411"
"2531",129,131,"Tail Before",11,508.839,172.89,18.5,12.333,-13802938,411,"Tail Before 411"
"2532",130,132,"Tail Before",12,510.195,173.907,1.695,1.13,-16373461,411,"Tail Before 411"
"2533",131,133,"Tail Before",13,513.585,172.89,3.539,2.36,-10454970,411,"Tail Before 411"
"2534",132,134,"Tail Before",14,518.67,171.534,5.263,3.508,-9877672,411,"Tail Before 411"
"2535",133,135,"Tail Before",15,523.077,169.5,4.854,3.236,-9399148,411,"Tail Before 411"
"2536",134,136,"Tail Before",16,525.111,175.263,6.111,4.074,-10859922,411,"Tail Before 411"
"2537",135,137,"Tail Before",17,524.433,175.941,0.959,0.639,-8672339,411,"Tail Before 411"
"2538",136,138,"Tail Before",18,520.704,175.263,3.79,2.527,-14995654,411,"Tail Before 411"
"2539",137,139,"Tail Before",19,525.111,172.212,5.36,3.573,-10015921,411,"Tail Before 411"
"2540",138,140,"Tail Before",20,524.433,176.619,4.459,2.973,-8351353,411,"Tail Before 411"
"2541",139,141,"Tail Before",21,534.264,179.331,10.198,6.799,-11582629,411,"Tail Before 411"
"2542",140,142,"Tail Before",22,537.315,175.941,4.561,3.041,-8345191,411,"Tail Before 411"
"2543",141,143,"Tail Before",23,539.349,177.975,2.877,1.918,-8422536,411,"Tail Before 411"
"2544",142,144,"Tail Before",24,535.62,177.297,3.79,2.527,-14403770,411,"Tail Before 411"
"2545",143,145,"Tail Before",25,530.196,178.653,5.591,3.727,-11497863,411,"Tail Before 411"
"2546",144,146,"Tail Before",26,533.586,178.653,3.39,2.26,-10926002,411,"Tail Before 411"
"2547",145,147,"Tail Before",27,535.62,181.704,3.667,2.445,-12829636,411,"Tail Before 411"
"2548",146,148,"Tail Before",28,537.315,178.653,3.49,2.327,-12891844,411,"Tail Before 411"
"2549",147,149,"Tail Before",29,537.993,180.009,1.516,1.011,-8492213,411,"Tail Before 411"
"2550",148,150,"Tail Before",30,539.349,181.704,2.171,1.447,-13688269,411,"Tail Before 411"
"2551",149,151,"Tail Before",31,551.214,185.094,12.34,8.227,-7117704,411,"Tail Before 411"
"2552",150,152,"Tail Before",32,574.266,183.06,23.142,15.428,-11440809,411,"Tail Before 411"
"2553",151,153,"Tail Before",33,586.131,188.823,13.191,8.794,-13345190,411,"Tail Before 411"
"2554",152,154,"Tail Before",34,593.928,190.179,7.914,5.276,-15719389,411,"Tail Before 411"
"2555",153,155,"Tail Before",35,601.047,198.654,11.068,7.379,-15323592,411,"Tail Before 411"
"2556",154,156,"Tail Before",36,604.098,197.976,3.125,2.084,-14335945,411,"Tail Before 411"
"2557",155,157,"Tail Before",37,609.522,209.163,12.433,8.288,-15055564,411,"Tail Before 411"
"2558",156,158,"Tail Before",38,626.811,231.876,28.545,19.03,-16439761,411,"Tail Before 411"
"2559",157,159,"Tail Before",39,627.489,231.876,0.678,0.452,-15583945,411,"Tail Before 411"
"2560",158,160,"Tail Before",40,630.201,251.877,20.184,13.456,-13411745,411,"Tail Before 411"
"2561",159,161,"Tail Before",41,628.845,277.641,25.8,17.2,-9340315,411,"Tail Before 411"
"2562",160,162,"Tail Before",42,621.048,291.879,16.233,10.822,-5916743,411,"Tail Before 411"
"2563",161,163,"Tail Before",43,604.098,318.66,31.694,21.129,-15850209,411,"Tail Before 411"
"2564",162,164,"Tail Before",44,604.098,340.695,22.035,14.69,-16437696,411,"Tail Before 411"
"2565",163,165,"Tail Before",45,599.013,359.34,19.326,12.884,-11839143,411,"Tail Before 411"
"2566",164,166,"Tail Before",46,591.894,365.781,9.6,6.4,-15522262,411,"Tail Before 411"
"2567",165,167,"Tail Before",47,586.809,374.256,9.883,6.589,-13280446,411,"Tail Before 411"
"2568",166,168,"Tail Before",48,578.334,379.002,9.713,6.476,-12690091,411,"Tail Before 411"
"2569",167,169,"Tail Before",49,576.978,381.375,2.733,1.822,-9337494,411,"Tail Before 411"
"2570",168,170,"Tail Before",50,579.69,378.324,4.082,2.721,-14733522,411,"Tail Before 411"
"2571",169,171,"Tail Before",51,580.368,379.002,0.959,0.639,-13478075,411,"Tail Before 411"
"2572",170,172,"Tail Before",52,581.385,379.002,1.017,0.678,-11903671,411,"Tail Before 411"
"2573",171,173,"Tail Before",53,579.012,376.29,3.604,2.402,-14800095,411,"Tail Before 411"
"2574",172,174,"Tail Before",54,580.368,377.646,1.918,1.278,-13099481,411,"Tail Before 411"
"2575",173,175,"Tail Before",55,577.656,379.002,3.032,2.021,-12221335,411,"Tail Before 411"
"2576",174,176,"Tail Before",56,572.571,381.375,5.611,3.741,-15319752,411,"Tail Before 411"
"2577",175,177,"Tail Before",57,568.503,382.053,4.124,2.749,-11700124,411,"Tail Before 411"
"2578",176,178,"Tail Before",58,567.147,377.646,4.611,3.074,-13619150,411,"Tail Before 411"
"2579",177,179,"Tail Before",59,569.859,379.002,3.032,2.021,-12628399,411,"Tail Before 411"
"2580",178,180,"Tail Before",60,569.859,380.697,1.695,1.13,-14598599,411,"Tail Before 411"
"2581",179,181,"Tail Before",61,559.35,375.612,11.675,7.783,-13736876,411,"Tail Before 411"
"2582",180,182,"Tail Before",62,545.79,366.459,16.36,10.907,-8078444,411,"Tail Before 411"
"2583",181,183,"Tail Before",63,534.942,352.221,17.9,11.933,-15981270,411,"Tail Before 411"
"2584",182,184,"Tail Before",64,530.196,342.051,11.223,7.482,-14926803,411,"Tail Before 411"
"2585",183,185,"Tail Before",65,526.467,326.457,16.034,10.689,-14474961,411,"Tail Before 411"
"2586",184,186,"Tail Before",66,522.399,310.863,16.116,10.744,-15051170,411,"Tail Before 411"
"2587",185,187,"Tail Before",67,520.704,295.947,15.012,10.008,-14138315,411,"Tail Before 411"
"2588",186,188,"Tail Before",68,521.382,277.641,18.319,12.212,-15318728,411,"Tail Before 411"
"2589",187,189,"Tail Before",69,523.077,258.318,19.397,12.931,-12359584,411,"Tail Before 411"
"2590",188,190,"Tail Before",70,523.755,238.317,20.012,13.342,-16111552,411,"Tail Before 411"
"2591",189,191,"Tail Before",71,522.399,217.977,20.385,13.59,-13014954,411,"Tail Before 411"
"2592",190,192,"Tail Before",72,525.789,196.62,21.624,14.416,-13413804,411,"Tail Before 411"
"2593",191,193,"Tail Before",73,527.823,174.585,22.129,14.752,-12169134,411,"Tail Before 411"
"2594",192,194,"Tail Before",74,527.823,174.585,0,0,-13614522,411,"Tail Before 411"
"2595",193,195,"Tail Before",75,529.179,172.89,2.171,1.447,-12764095,411,"Tail Before 411"
"2596",194,196,"Tail Before",76,527.823,174.585,2.171,1.447,-13216185,411,"Tail Before 411"
"2597",195,197,"Tail Before",77,527.823,170.856,3.729,2.486,-13148078,411,"Tail Before 411"
"2598",196,198,"Tail Before",78,527.145,173.907,3.125,2.084,-7177054,411,"Tail Before 411"
"2599",197,199,"Tail Before",79,527.823,172.212,1.826,1.217,-11576183,411,"Tail Before 411"
"2600",198,200,"Tail Before",80,527.145,174.585,2.468,1.645,-10329763,411,"Tail Before 411"
"2601",199,201,"Tail Before",81,526.467,171.534,3.125,2.084,-9010035,411,"Tail Before 411"
"2602",200,202,"Tail Before",82,524.433,173.907,3.125,2.084,-10578812,411,"Tail Before 411"
"2603",201,203,"Tail Before",83,526.467,163.059,11.037,7.358,-12625588,411,"Tail Before 411"
"2604",202,204,"Tail Before",84,537.315,143.058,22.753,15.169,-13345190,411,"Tail Before 411"
"2605",203,205,"Tail Before",85,547.146,129.837,16.476,10.984,-12828355,411,"Tail Before 411"
"2606",204,206,"Tail Before",86,549.858,126.786,4.082,2.721,-14802387,411,"Tail Before 411"
"2607",205,207,"Tail Before",87,556.977,117.633,11.596,7.73,-9022882,411,"Tail Before 411"
"2608",206,208,"Tail Before",88,565.452,113.226,9.552,6.368,-7243637,411,"Tail Before 411"
"2609",207,209,"Tail Before",89,573.249,106.785,10.113,6.742,-6250901,411,"Tail Before 411"
"2610",208,210,"Tail Before",90,573.249,106.785,0,0,-12950450,411,"Tail Before 411"
"2611",209,211,"Tail Before",91,592.572,96.276,21.996,14.664,-11433367,411,"Tail Before 411"
"2612",210,212,"Tail Before",92,614.607,94.242,22.129,14.752,-12964077,411,"Tail Before 411"
"2613",211,213,"Tail Before",93,617.319,92.886,3.032,2.021,-10522255,411,"Tail Before 411"
"2614",212,214,"Tail Before",94,619.014,83.394,9.642,6.428,-9469332,411,"Tail Before 411"
"2615",213,215,"Tail Before",95,619.692,84.75,1.516,1.011,-13091781,411,"Tail Before 411"
"2616",214,216,"Tail Before",96,621.726,83.394,2.445,1.63,-11965119,411,"Tail Before 411"
"2617",215,217,"Tail Before",97,621.726,82.038,1.356,0.904,-13795228,411,"Tail Before 411"
"2618",216,218,"Tail Before",98,621.048,74.241,7.826,5.218,-8611954,411,"Tail Before 411"
"2619",217,219,"Tail Before",99,619.014,55.935,18.419,12.279,-12427158,411,"Tail Before 411"
"2620",218,220,"Tail Before",100,618.336,52.884,3.125,2.084,-11767706,411,"Tail Before 411"
"2621",219,221,"Tail Before",101,618.336,53.562,0.678,0.452,-12562616,411,"Tail Before 411"
"2622",220,222,"Tail Before",102,616.641,53.562,1.695,1.13,-12886438,411,"Tail Before 411"
"2623",221,223,"Tail Before",103,619.014,53.562,2.373,1.582,-11709625,411,"Tail Before 411"
"2624",222,224,"Tail Before",104,617.319,52.884,1.826,1.217,-10257842,411,"Tail Before 411"
"2625",223,225,"Tail Before",105,618.336,53.562,1.222,0.815,-13934001,411,"Tail Before 411"
"2626",224,226,"Tail Before",106,615.963,55.935,3.356,2.237,-14276582,411,"Tail Before 411"
"2627",225,227,"Tail Before",107,613.929,52.884,3.667,2.445,-9013654,411,"Tail Before 411"
"2628",226,228,"Tail Before",108,614.607,54.24,1.516,1.011,-13607356,411,"Tail Before 411"
"2629",227,229,"Tail Before",109,613.929,54.918,0.959,0.639,-9997455,411,"Tail Before 411"
"2630",228,230,"Tail Before",110,613.251,55.935,1.222,0.815,-10455976,411,"Tail Before 411"
"2631",229,231,"Tail Before",111,611.217,57.969,2.877,1.918,-9016473,411,"Tail Before 411"
"2632",230,232,"Tail Before",112,601.725,60.003,9.707,6.472,-12819634,411,"Tail Before 411"
"2633",231,233,"Tail Before",113,597.657,65.088,6.512,4.341,-13604011,411,"Tail Before 411"
"2634",232,234,"Tail Before",114,596.301,70.851,5.92,3.947,-9154945,411,"Tail Before 411"
"2635",233,235,"Tail Before",115,594.606,69.834,1.977,1.318,-6644594,411,"Tail Before 411"
"2636",234,236,"Tail Before",116,595.284,73.563,3.79,2.527,-14268612,411,"Tail Before 411"
"2637",235,237,"Tail Before",117,592.572,80.004,6.989,4.659,-14659518,411,"Tail Before 411"
"2638",236,238,"Tail Before",118,592.572,83.394,3.39,2.26,-14658239,411,"Tail Before 411"
"2639",237,239,"Tail Before",119,596.979,79.326,5.998,3.998,-7565695,411,"Tail Before 411"
"2640",238,240,"Tail Before",120,596.301,77.97,1.516,1.011,-13752001,411,"Tail Before 411"
"2641",239,242,"Head After",122,594.606,104.751,2.171,1.447,-12431565,411,"Head After 411"
"2642",240,243,"Head After",123,596.301,104.073,1.826,1.217,-13353161,411,"Head After 411"
"2643",241,244,"Head After",124,592.572,101.361,4.611,3.074,-9868699,411,"Head After 411"
"2644",242,245,"Head After",125,592.572,102.717,1.356,0.904,-12370099,411,"Head After 411"
"2645",243,246,"Head After",126,593.928,104.073,1.918,1.278,-9805488,411,"Head After 411"
"2646",244,247,"Head After",127,594.606,103.395,0.959,0.639,-13952478,411,"Head After 411"
"2647",245,248,"Head After",128,594.606,101.361,2.034,1.356,-11178389,411,"Head After 411"
"2648",246,249,"Head After",129,598.335,102.717,3.968,2.645,-11512737,411,"Head After 411"
"2649",247,250,"Head After",130,599.691,102.039,1.516,1.011,-9478269,411,"Head After 411"
"2650",248,251,"Head After",131,599.013,101.361,0.959,0.639,-8089206,411,"Head After 411"
"2651",249,252,"Head After",132,601.047,100.005,2.445,1.63,-8749189,411,"Head After 411"
"2652",250,253,"Head After",133,601.047,101.361,1.356,0.904,-9665669,411,"Head After 411"
"2653",251,254,"Head After",134,601.047,102.039,0.678,0.452,-10063501,411,"Head After 411"
"2654",252,255,"Head After",135,599.691,101.361,1.516,1.011,-10919331,411,"Head After 411"
"2655",253,256,"Head After",136,601.725,102.717,2.445,1.63,-9732486,411,"Head After 411"
"2656",254,257,"Head After",137,599.691,102.717,2.034,1.356,-8751214,411,"Head After 411"
"2657",255,258,"Head After",138,601.047,102.717,1.356,0.904,-10258067,411,"Head After 411"
"2658",256,259,"Head After",139,602.403,102.717,1.356,0.904,-10392474,411,"Head After 411"
"2659",257,260,"Head After",140,604.098,102.039,1.826,1.217,-9276814,411,"Head After 411"
"2660",258,261,"Head After",141,603.42,102.717,0.959,0.639,-10784912,411,"Head After 411"
"2661",259,262,"Head After",142,601.725,102.039,1.826,1.217,-8030322,411,"Head After 411"
"2662",260,263,"Head After",143,599.691,102.039,2.034,1.356,-9996703,411,"Head After 411"
"2663",261,264,"Head After",144,595.284,102.717,4.459,2.973,-11647179,411,"Head After 411"
"2664",262,265,"Head After",145,591.216,103.395,4.124,2.749,-12030375,411,"Head After 411"
"2665",263,266,"Head After",146,583.419,107.802,8.956,5.971,-10392726,411,"Head After 411"
"2666",264,267,"Head After",147,581.385,106.107,2.648,1.765,-10986668,411,"Head After 411"
"2667",265,268,"Head After",148,581.385,104.751,1.356,0.904,-11114137,411,"Head After 411"
"2668",266,269,"Head After",149,581.385,102.717,2.034,1.356,-10918040,411,"Head After 411"
"2669",267,270,"Head After",150,582.063,102.717,0.678,0.452,-11046043,411,"Head After 411"
"2670",268,271,"Head After",151,584.097,103.395,2.144,1.429,-10264220,411,"Head After 411"
"2671",269,272,"Head After",152,588.504,105.429,4.854,3.236,-11785159,411,"Head After 411"
"2672",270,273,"Head After",153,592.572,106.785,4.288,2.859,-14007706,411,"Head After 411"
"2673",271,274,"Head After",154,594.606,109.836,3.667,2.445,-5321777,411,"Head After 411"
"2674",272,275,"Head After",155,597.657,111.192,3.339,2.226,-9207161,411,"Head After 411"
"2675",273,276,"Head After",156,597.657,111.192,0,0,-10981781,411,"Head After 411"
"2676",274,277,"Head After",157,598.335,111.87,0.959,0.639,-11245212,411,"Head After 411"
"2677",275,278,"Head After",158,600.369,112.548,2.144,1.429,-10323597,411,"Head After 411"
"2678",276,279,"Head After",159,602.403,111.192,2.445,1.63,-9405555,411,"Head After 411"
"2679",277,280,"Head After",160,602.403,111.87,0.678,0.452,-8751220,411,"Head After 411"
"2680",278,281,"Head After",161,601.725,111.87,0.678,0.452,-7433322,411,"Head After 411"
"2681",279,282,"Head After",162,598.335,111.192,3.457,2.305,-10198427,411,"Head After 411"
"2682",280,283,"Head After",163,596.301,111.87,2.144,1.429,-11373971,411,"Head After 411"
"2683",281,284,"Head After",164,593.928,114.921,3.865,2.577,-9144951,411,"Head After 411"
"2684",282,285,"Head After",165,592.572,115.599,1.516,1.011,-8882297,411,"Head After 411"
"2685",283,286,"Head After",166,595.284,115.599,2.712,1.808,-9403774,411,"Head After 411"
"2686",284,287,"Head After",167,594.606,114.921,0.959,0.639,-8679285,411,"Head After 411"
"2687",285,288,"Head After",168,596.979,113.226,2.916,1.944,-11703196,411,"Head After 411"
"2688",286,289,"Head After",169,594.606,113.226,2.373,1.582,-10920853,411,"Head After 411"
