LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frame),(frame),(frame),(µm),(µm),(µm),(µm),(µm/frame),(µm/frame),(µm/frame),(µm/frame),(µm/frame),(quality),(µm),(µm),,(µm/frame),,(rad/frame)
Track_837,0,0,195,0,0,0,0,0,194.0,0.0,194.0,4.980911943936045,150.97169903026978,194.15236581552844,0.0,0.20727108613860815,1.0091939236437963,0.012018515962430159,0.17045451397929648,0.15606442952928337,1877.9846153846154,40.21059071089001,5.370068850712869,0.12387064840077298,0.02567480383472188,0.12387064840077308,1.9823832111092798
Track_838,1,1,2,0,0,0,0,0,1.0,9.0,10.0,0.14302738344577595,549.2719556044735,15.626782661361093,0.0,0.14302738344577595,0.14302738344577595,0.14302738344577595,0.14302738344577595,NaN,2228.5,0.14302738344577595,0.14302738344577595,1.0,0.14302738344577595,1.0,NaN
Track_839,2,2,23,1,0,0,0,3,25.0,0.0,25.0,26.5687902943576,268.99846340979826,350.7419468265038,0.0,1.092858006299934,6.566805230758671,0.19649444053667486,0.7686296109931853,1.3542613986295233,1752.9565217391305,43.74329183087456,26.5687902943576,0.6073797645838125,1.062751611774304,0.9724516869052728,1.5022711686251262
Track_840,3,3,195,0,0,0,0,0,194.0,0.0,194.0,15.657982590010759,406.29741833257935,191.8525944145193,0.0,0.6791198941845129,5.532642401712803,0.030217013400745837,0.4850774523862895,0.6387613676333537,3696.266666666667,131.7492594717955,25.376342407024538,0.11884683566940862,0.08071125046397298,0.11884683566940862,1.3957064935003394
Track_841,4,4,195,0,0,0,0,0,194.0,0.0,194.0,0.8967993401621979,219.18546611085762,352.07144382034244,0.0,0.0960999579096382,0.29022131311750365,0.0026788894570571016,0.08587418199457629,0.05683102747863938,2931.4871794871797,18.64339183446982,0.9595644375856479,0.04810279954016216,0.00462267701114535,0.04810279954016219,1.886710206439962
Track_842,5,5,194,1,0,0,0,1,194.0,0.0,194.0,6.936509453954288,93.8296909826023,209.4437144944304,0.0,0.535621040148506,3.4906434211633925,0.031917322317979446,0.4076992304118022,0.5225924002722043,5551.742268041237,103.54215863754494,12.343225375539891,0.06699212712220849,0.035755203370898395,0.06675466550190957,1.5347421777507633
Track_843,6,6,195,0,0,0,0,0,194.0,0.0,194.0,0.50829150436923,735.3474962936658,206.7840172478528,0.0,0.3323457931670264,1.4502363472369495,0.007497159992577456,0.2116377370894306,0.31054329659749186,3616.702564102564,64.47508387440314,4.597190569328819,0.007883533821520529,0.0026200593008723193,0.00788353382152053,1.8916961133012042
