"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber"
"1677",73,77,"Tail After",27,645.117,460.362,0.959,0.639,-11767957,312
"1678",74,78,"Tail After",28,646.473,459.006,1.918,1.278,-10585740,312
"1679",75,79,"Tail After",29,646.473,459.684,0.678,0.452,-11439513,312
"1680",76,80,"Tail After",30,647.49,459.006,1.222,0.815,-11176074,312
"1681",77,81,"Tail After",31,645.117,459.006,2.373,1.582,-10390669,312
"1682",78,82,"Tail After",32,645.117,459.684,0.678,0.452,-11111056,312
"1683",79,83,"Tail After",33,645.795,459.006,0.959,0.639,-11372688,312
"1684",80,84,"Tail After",34,646.473,459.006,0.678,0.452,-9665667,312
"1685",81,85,"Tail After",35,644.439,459.006,2.034,1.356,-10981011,312
"1686",82,86,"Tail After",36,645.117,457.65,1.516,1.011,-10914191,312
"1687",83,87,"Tail After",37,644.439,456.294,1.516,1.011,-11178643,312
"1688",84,88,"Tail After",38,644.439,454.599,1.695,1.13,-11046796,312
"1689",85,89,"Tail After",39,644.439,454.599,0,0,-10388866,312
"1690",86,90,"Tail After",40,644.439,454.599,0,0,-10716047,312
"1691",87,91,"Tail After",41,644.439,454.599,0,0,-10321800,312
"1692",88,92,"Tail After",42,644.439,454.599,0,0,-10650248,312
"1693",89,93,"Tail After",43,657.999,451.887,13.829,9.219,-12098706,312
"1694",90,94,"Tail After",44,674.949,441.378,19.943,13.296,-11177362,312
"1695",91,95,"Tail After",45,678,443.412,3.667,2.445,-12098192,312
"1696",92,96,"Tail After",46,682.746,439.683,6.036,4.024,-11243155,312
"1697",93,97,"Tail After",47,690.543,439.683,7.797,5.198,-12630430,312
"1698",94,98,"Tail After",48,690.543,437.649,2.034,1.356,-11766669,312
"1699",95,99,"Tail After",49,692.238,437.649,1.695,1.13,-11964047,312
"1700",96,100,"Tail After",50,692.238,440.361,2.712,1.808,-11898262,312
"2227",527,531,"Tail After",178,427.14,337.305,0.678,0.452,-10457741,321
"2228",528,532,"Tail After",179,427.14,337.305,0,0,-10261129,321
"2229",529,533,"Tail After",180,427.14,337.305,0,0,-9670258,321
"2230",530,534,"Tail After",181,427.14,337.305,0,0,-10459273,321
"2231",531,535,"Tail After",182,427.14,337.305,0,0,-10192021,321
"2232",532,536,"Tail After",183,427.14,337.305,0,0,-9800599,321
"2233",533,537,"Tail After",184,427.14,337.305,0,0,-10650508,321
"2234",534,538,"Tail After",185,426.123,336.627,1.222,0.815,-11046804,321
"2235",535,539,"Tail After",186,426.123,336.627,0,0,-10257808,321
"2236",536,540,"Tail After",187,425.445,335.949,0.959,0.639,-10128791,321
"2237",537,541,"Tail After",188,425.445,337.305,1.356,0.904,-10456209,321
"2238",538,542,"Tail After",189,426.123,338.322,1.222,0.815,-10717841,321
"2239",539,543,"Tail After",190,426.123,337.305,1.017,0.678,-10655618,321
"2240",540,544,"Tail After",191,426.123,337.305,0,0,-10394760,321
"2241",541,545,"Tail After",192,427.14,337.305,1.017,0.678,-10324862,321
"2242",542,546,"Tail After",193,426.123,338.322,1.438,0.959,-10916239,321
"2243",543,547,"Tail After",194,426.123,338.322,0,0,-10387084,321
"2244",544,548,"Tail After",195,426.123,338.322,0,0,-10656137,321
"2245",545,549,"Tail After",196,424.767,338.322,1.356,0.904,-10785417,321
"2246",546,550,"Tail After",197,424.767,338.322,0,0,-10258571,321
"2247",547,551,"Tail After",198,424.767,339,0.678,0.452,-10193779,321
"2248",548,552,"Tail After",199,424.767,338.322,0.678,0.452,-9730433,321
"2249",549,553,"Tail After",200,425.445,337.305,1.222,0.815,-10194038,321
"2250",550,554,"Tail After",201,425.445,337.305,0,0,-10785172,321
"2251",551,555,"Tail After",202,425.445,338.322,1.017,0.678,-10324876,321
"2252",552,556,"Tail After",203,425.445,338.322,0,0,-10454659,321
"2253",553,557,"Tail After",204,424.767,337.305,1.222,0.815,-10455688,321
"2254",554,558,"Tail After",205,424.089,337.305,0.678,0.452,-10914442,321
"2255",555,559,"Tail After",206,424.089,338.322,1.017,0.678,-10916993,321
"2256",556,560,"Tail After",207,424.767,338.322,0.678,0.452,-10519420,321
"2257",557,561,"Tail After",208,424.767,338.322,0,0,-9864842,321
"2258",558,562,"Tail After",209,424.089,337.305,1.222,0.815,-10653075,321
"2259",559,563,"Tail After",210,424.089,337.305,0,0,-10060942,321
"2260",560,564,"Tail After",211,424.767,338.322,1.222,0.815,-10848649,321
"2261",561,565,"Tail After",212,424.767,337.305,1.017,0.678,-9271422,321
"2262",562,566,"Tail After",213,424.767,337.305,0,0,-9470608,321
"2263",563,567,"Tail After",214,424.767,337.305,0,0,-10322570,321
"2264",564,568,"Tail After",215,424.767,337.305,0,0,-9994116,321
"2265",565,569,"Tail After",216,424.767,337.305,0,0,-10716809,321
"2266",566,570,"Tail After",217,424.767,337.305,0,0,-11046806,321
"2267",567,571,"Tail After",218,424.767,337.305,0,0,-11045515,321
"2268",568,572,"Tail After",219,424.767,337.305,0,0,-10980735,321
"2269",569,573,"Tail After",220,424.767,337.305,0,0,-10718369,321
"2270",570,574,"Tail After",221,424.767,337.305,0,0,-10453637,321
"2271",571,575,"Tail After",222,424.767,337.305,0,0,-10913937,321
"2272",572,576,"Tail After",223,424.767,337.305,0,0,-10321279,321
"2273",573,577,"Tail After",224,424.767,337.305,0,0,-10059924,321
"2274",574,578,"Tail After",225,424.767,337.305,0,0,-10651796,321
"2275",575,579,"Tail After",226,424.767,337.305,0,0,-10848395,321
"2276",576,580,"Tail After",227,424.767,337.305,0,0,-10322572,321
"2277",577,581,"Tail After",228,424.767,337.305,0,0,-11176842,321
"2278",578,582,"Tail After",229,424.767,337.305,0,0,-10979712,321
"2279",579,583,"Tail After",230,424.767,337.305,0,0,-10127762,321
"2280",580,584,"Tail After",231,424.767,337.305,0,0,-10716562,321
"2281",581,585,"Tail After",232,424.767,337.305,0,0,-11242896,321
"2282",582,586,"Tail After",233,424.767,337.305,0,0,-11901073,321
"2283",583,587,"Tail After",234,424.767,337.305,0,0,-10586001,321
"2284",584,588,"Tail After",235,424.767,337.305,0,0,-10720662,321
"2285",585,589,"Tail After",236,424.767,337.305,0,0,-10653085,321
"2286",586,590,"Tail After",237,424.767,337.305,0,0,-10061466,321
"2287",587,591,"Tail After",238,424.767,337.305,0,0,-10390934,321
"2288",588,592,"Tail After",239,424.767,337.305,0,0,-10454666,321
"2289",589,593,"Tail After",240,424.767,337.305,0,0,-9929102,321
"2290",590,594,"Tail After",241,424.767,337.305,0,0,-9731985,321
"2291",591,595,"Tail After",242,424.767,337.305,0,0,-10126994,321
"2292",592,596,"Tail After",243,424.767,337.305,0,0,-10456211,321
"2293",593,597,"Tail After",244,424.767,337.305,0,0,-10255750,321
"2294",594,598,"Tail After",245,424.767,337.305,0,0,-9930381,321
"2295",595,599,"Tail After",246,424.767,337.305,0,0,-10652825,321
"2296",596,600,"Tail After",247,424.767,337.305,0,0,-10716803,321
"2297",597,601,"Tail After",248,424.767,337.305,0,0,-10259097,321
"2298",598,602,"Tail After",249,424.767,337.305,0,0,-10586773,321
"2299",599,603,"Tail After",250,424.767,337.305,0,0,-11113101,321
"2300",600,604,"Tail After",251,424.767,337.305,0,0,-10849173,321
"2301",601,605,"Tail After",252,424.767,337.305,0,0,-11505286,321
"2302",602,606,"Tail After",253,424.767,337.305,0,0,-10650767,321
"2303",603,607,"Tail After",254,424.767,337.305,0,0,-10059408,321
"2304",604,608,"Tail After",255,424.767,337.305,0,0,-10128022,321
"2305",605,609,"Tail After",256,424.767,337.305,0,0,-10261381,321
"2306",606,610,"Tail After",257,424.767,337.305,0,0,-10654104,321
"2307",607,611,"Tail After",258,424.767,337.305,0,0,-9734303,321
"2308",608,612,"Tail After",259,424.089,337.305,0.678,0.452,-9337468,321
"2309",609,613,"Tail After",260,424.089,337.305,0,0,-9470065,321
"2310",610,614,"Tail After",261,425.445,336.627,1.516,1.011,-10456207,321
"2311",611,615,"Tail After",262,424.767,337.305,0.959,0.639,-10458527,321
"2312",612,616,"Tail After",263,424.767,337.305,0,0,-9932173,321
"2313",613,617,"Tail After",264,424.767,337.305,0,0,-10393741,321
"2314",614,618,"Tail After",265,424.767,337.305,0,0,-10979714,321
"2315",615,619,"Tail After",266,424.767,337.305,0,0,-10587784,321
"2316",616,620,"Tail After",267,424.767,337.305,0,0,-10191991,321
"2317",617,621,"Tail After",268,424.767,337.305,0,0,-10589342,321
"2318",618,622,"Tail After",269,424.767,338.322,1.017,0.678,-9997965,321
"2319",619,623,"Tail After",270,424.767,337.305,1.017,0.678,-10455436,321
"2320",620,624,"Tail After",271,424.767,337.305,0,0,-10064285,321
"2321",621,625,"Tail After",272,424.767,337.305,0,0,-10126725,321
"2322",622,626,"Tail After",273,424.767,337.305,0,0,-9402497,321
"2323",623,627,"Tail After",274,425.445,338.322,1.222,0.815,-11048344,321
"2324",624,628,"Tail After",275,424.767,338.322,0.678,0.452,-9539198,321
"2325",625,629,"Tail After",276,424.767,338.322,0,0,-9865871,321
"2326",626,630,"Tail After",277,425.445,337.305,1.222,0.815,-10454936,321
"2327",627,631,"Tail After",278,425.445,337.305,0,0,-10916239,321
"2328",628,632,"Tail After",279,425.445,337.305,0,0,-9995145,321
"2329",629,633,"Tail After",280,425.445,337.305,0,0,-9995660,321
"2330",630,634,"Tail After",281,424.767,337.305,0.678,0.452,-10587535,321
"2331",631,635,"Tail After",282,424.767,337.305,0,0,-10723734,321
"2332",632,636,"Tail After",283,424.767,337.305,0,0,-10001029,321
"2333",633,637,"Tail After",284,424.767,337.305,0,0,-10324625,321
"2334",634,638,"Tail After",285,424.767,337.305,0,0,-10256763,321
"2335",635,639,"Tail After",286,424.767,337.305,0,0,-10194068,321
"2336",636,640,"Tail After",287,424.089,337.305,0.678,0.452,-10260098,321
"2337",637,641,"Tail After",288,424.767,338.322,1.222,0.815,-10129302,321
"2338",638,642,"Tail After",289,424.767,337.305,1.017,0.678,-10258568,321
"2339",639,643,"Tail After",290,424.767,337.305,0,0,-10394491,321
"2340",640,644,"Tail After",291,424.767,337.305,0,0,-10259581,321
"2341",641,645,"Tail After",292,424.767,337.305,0,0,-10390406,321
"2342",642,646,"Tail After",293,424.767,337.305,0,0,-9863056,321
"2343",643,647,"Tail After",294,424.767,337.305,0,0,-9995398,321
"2344",644,648,"Tail After",295,424.767,337.305,0,0,-10058882,321
"2345",645,649,"Tail After",296,424.767,337.305,0,0,-10651535,321
"2346",646,650,"Tail After",297,424.767,337.305,0,0,-9667463,321
"2347",647,651,"Tail After",298,424.767,337.305,0,0,-10128273,321
"2348",648,652,"Tail After",299,424.767,338.322,1.017,0.678,-11177863,321
"2349",649,653,"Tail After",300,424.767,336.627,1.695,1.13,-9928841,321
"2350",650,654,"Tail After",301,424.767,336.627,0,0,-9732475,321
"2351",651,655,"Tail After",302,424.089,338.322,1.826,1.217,-10914705,321
"2352",652,656,"Tail After",303,424.089,336.627,1.695,1.13,-9863812,321
"2353",653,657,"Tail After",304,424.767,336.627,0.678,0.452,-9930385,321
"2354",654,658,"Tail After",305,424.767,336.627,0,0,-10258057,321
"2355",655,659,"Tail After",306,424.767,336.627,0,0,-9801869,321
"2356",656,660,"Tail After",307,426.123,337.305,1.516,1.011,-9995408,321
"2357",657,661,"Tail After",308,426.123,337.305,0,0,-9402759,321
"2358",658,662,"Tail After",309,426.123,336.627,0.678,0.452,-9665920,321
"2359",659,663,"Tail After",310,425.445,336.627,0.678,0.452,-10456190,321
"2360",660,664,"Tail After",311,424.767,336.627,0.678,0.452,-10457988,321
"2361",661,665,"Tail After",312,424.767,336.627,0,0,-9998995,321
"2362",662,666,"Tail After",313,425.445,337.305,0.959,0.639,-11111819,321
"2363",663,667,"Tail After",314,425.445,337.305,0,0,-9665168,321
"2364",664,668,"Tail After",315,425.445,336.627,0.678,0.452,-10392983,321
"2365",665,669,"Tail After",316,425.445,337.305,0.678,0.452,-9007450,321
"2366",666,670,"Tail After",317,425.445,336.627,0.678,0.452,-9865352,321
"2367",667,671,"Tail After",318,425.445,336.627,0,0,-8746610,321
"2368",668,672,"Tail After",319,425.445,336.627,0,0,-9668992,321
"2369",669,673,"Tail After",320,425.445,337.305,0.678,0.452,-11378079,321
"2370",670,674,"Tail After",321,425.445,337.305,0,0,-11115419,321
"2371",671,675,"Tail After",322,425.445,337.305,0,0,-10654108,321
"2372",672,676,"Tail After",323,425.445,337.305,0,0,-10654368,321
"2373",673,677,"Tail After",324,425.445,337.305,0,0,-10851483,321
"2374",674,678,"Tail After",325,424.089,337.305,1.356,0.904,-9735037,321
"2375",675,679,"Tail After",326,424.767,337.305,0.678,0.452,-10789014,321
"2376",676,680,"Tail After",327,424.767,337.305,0,0,-9930886,321
"2377",677,681,"Tail After",328,424.767,337.305,0,0,-10128789,321
"2378",678,682,"Tail After",329,424.767,337.305,0,0,-10654607,321
"2379",679,683,"Tail After",330,424.767,336.627,0.678,0.452,-10652548,321
"2380",680,684,"Tail After",331,424.767,338.322,1.695,1.13,-11184536,321
"2381",681,685,"Tail After",332,424.767,337.305,1.017,0.678,-10520964,321
"2382",682,686,"Tail After",333,424.767,337.305,0,0,-9931887,321
"2383",683,687,"Tail After",334,424.767,337.305,0,0,-9671824,321
"2384",684,688,"Tail After",335,424.767,337.305,0,0,-10918030,321
"2385",685,689,"Tail After",336,424.089,337.305,0.678,0.452,-10257036,321
"2386",686,690,"Tail After",337,424.767,337.305,0.678,0.452,-9932677,321
"2387",687,691,"Tail After",338,424.767,337.305,0,0,-10265492,321
"2388",688,692,"Tail After",339,424.767,337.305,0,0,-10983825,321
"2389",689,693,"Tail After",340,424.767,337.305,0,0,-10918808,321
"2390",690,694,"Tail After",341,424.767,337.305,0,0,-9797507,321
"2391",691,695,"Tail After",342,424.767,337.305,0,0,-10125720,321
"2392",692,696,"Tail After",343,424.089,338.322,1.222,0.815,-9144966,321
"2393",693,697,"Tail After",344,424.767,336.627,1.826,1.217,-10918030,321
"2394",694,698,"Tail After",345,424.767,337.305,0.678,0.452,-9536134,321
"2395",695,699,"Tail After",346,424.089,339,1.826,1.217,-10001299,321
"2396",696,700,"Tail After",347,424.089,338.322,0.678,0.452,-9077620,321
"2397",697,701,"Tail After",348,424.767,337.305,1.222,0.815,-11904672,321
"2398",698,702,"Tail After",349,424.767,337.305,0,0,-10981260,321
"2399",699,703,"Tail After",350,424.767,337.305,0,0,-11637403,321
"2400",700,704,"Tail After",351,425.445,335.271,2.144,1.429,-9663864,321
"2401",701,705,"Tail After",352,425.445,335.949,0.678,0.452,-10588822,321
"2402",702,706,"Tail After",353,425.445,336.627,0.678,0.452,-9277817,321
"2760",358,362,"Tail After",122,593.928,575.622,2.468,1.645,-3295629,411
"2761",359,363,"Tail After",123,593.928,576.978,1.356,0.904,-12963804,411
"2762",360,364,"Tail After",124,592.572,579.012,2.445,1.63,-13680333,411
"2763",361,365,"Tail After",125,592.572,577.656,1.356,0.904,-8423600,411
"2764",362,366,"Tail After",126,593.25,576.978,0.959,0.639,-9874128,411
"2765",363,367,"Tail After",127,593.25,576.978,0,0,-3752893,411
"2766",364,368,"Tail After",128,595.284,576.978,2.034,1.356,-8618120,411
"2767",365,369,"Tail After",129,596.301,576.3,1.222,0.815,-10450064,411
"2768",366,370,"Tail After",130,595.284,576.3,1.017,0.678,-14593457,411
"2769",367,371,"Tail After",131,594.606,576.978,0.959,0.639,-11249279,411
"2770",368,372,"Tail After",132,594.606,577.656,0.678,0.452,-13548729,411
"2771",369,373,"Tail After",133,594.606,579.012,1.356,0.904,-5065338,411
"2772",370,374,"Tail After",134,596.301,577.656,2.171,1.447,-13081264,411
"2773",371,375,"Tail After",135,595.284,578.334,1.222,0.815,-14605008,411
"2774",372,376,"Tail After",136,595.284,577.656,0.678,0.452,-7770258,411
"2775",373,377,"Tail After",137,596.301,577.656,1.017,0.678,-12162214,411
"2776",374,378,"Tail After",138,596.301,577.656,0,0,-11967682,411
"2777",375,379,"Tail After",139,594.606,578.334,1.826,1.217,-11775130,411
"2778",376,380,"Tail After",140,595.284,577.656,0.959,0.639,-10192275,411
"2779",377,381,"Tail After",141,595.284,578.334,0.678,0.452,-10184054,411
"2780",378,382,"Tail After",142,594.606,579.012,0.959,0.639,-8218744,411
"2781",379,383,"Tail After",143,595.284,579.69,0.959,0.639,-7032930,411
"2782",380,384,"Tail After",144,596.301,578.334,1.695,1.13,-13749960,411
"2783",381,385,"Tail After",145,597.657,578.334,1.356,0.904,-11850693,411
"2784",382,386,"Tail After",146,595.284,579.012,2.468,1.645,-10925513,411
"2785",383,387,"Tail After",147,595.284,579.012,0,0,-10600623,411
"2786",384,388,"Tail After",148,595.284,579.012,0,0,-9411506,411
"2787",385,389,"Tail After",149,595.284,579.69,0.678,0.452,-12699312,411
"2788",386,390,"Tail After",150,594.606,579.69,0.678,0.452,-11972546,411
"2789",387,391,"Tail After",151,594.606,579.69,0,0,-7960713,411
"2790",388,392,"Tail After",152,593.928,579.012,0.959,0.639,-10064018,411
"2791",389,393,"Tail After",153,593.25,579.012,0.678,0.452,-11310745,411
"2792",390,394,"Tail After",154,593.928,579.012,0.678,0.452,-14598863,411
"2793",391,395,"Tail After",155,593.928,579.69,0.678,0.452,-13946575,411
"2794",392,396,"Tail After",156,592.572,579.69,1.356,0.904,-11043474,411
"2795",393,397,"Tail After",157,593.25,579.012,0.959,0.639,-13148596,411
"2796",394,398,"Tail After",158,593.25,579.012,0,0,-13208984,411
"2797",395,399,"Tail After",159,593.25,578.334,0.678,0.452,-12155793,411
"2798",396,400,"Tail After",160,592.572,579.69,1.516,1.011,-10976660,411
"2799",397,401,"Tail After",161,592.572,578.334,1.356,0.904,-10783119,411
"2800",398,402,"Tail After",162,591.894,578.334,0.678,0.452,-10850715,411
"2801",399,403,"Tail After",163,591.216,578.334,0.678,0.452,-7499641,411
"2802",400,404,"Tail After",164,591.216,578.334,0,0,-12233390,411
"2803",401,405,"Tail After",165,591.894,578.334,0.678,0.452,-9412984,411
"2804",402,406,"Tail After",166,592.572,578.334,0.678,0.452,-8223376,411
"2805",403,407,"Tail After",167,593.25,578.334,0.678,0.452,-13224884,411
"2806",404,408,"Tail After",168,596.979,578.334,3.729,2.486,-13818823,411
"2807",405,409,"Tail After",169,595.284,577.656,1.826,1.217,-13622986,411
"2808",406,410,"Tail After",170,594.606,578.334,0.959,0.639,-11377327,411
"2809",407,411,"Tail After",171,594.606,579.012,0.678,0.452,-9532286,411
"2810",408,412,"Tail After",172,594.606,577.656,1.356,0.904,-12626616,411
"2811",409,413,"Tail After",173,596.979,576.978,2.468,1.645,-13749699,411
"2812",410,414,"Tail After",174,594.606,577.656,2.468,1.645,-14664106,411
"2813",411,415,"Tail After",175,594.606,577.656,0,0,-14534084,411
"2814",412,416,"Tail After",176,594.606,576.978,0.678,0.452,-12756623,411
"2815",413,417,"Tail After",177,594.606,576.978,0,0,-11378314,411
"2816",414,418,"Tail After",178,594.606,576.978,0,0,-12560309,411
"2817",415,419,"Tail After",179,593.928,577.656,0.959,0.639,-10719371,411
"2818",416,420,"Tail After",180,596.979,577.656,3.051,2.034,-11706509,411
"2819",417,421,"Tail After",181,594.606,577.656,2.373,1.582,-13604245,411
"2820",418,422,"Tail After",182,594.606,576.978,0.678,0.452,-12881036,411
"2821",419,423,"Tail After",183,595.284,576.3,0.959,0.639,-14867655,411
"2822",420,424,"Tail After",184,594.606,576.3,0.678,0.452,-16245725,411
"2823",421,425,"Tail After",185,595.284,577.656,1.516,1.011,-13406387,411
"2824",422,426,"Tail After",186,595.284,576.978,0.678,0.452,-11252396,411
"2825",423,427,"Tail After",187,594.606,576.3,0.959,0.639,-14205637,411
"2826",424,428,"Tail After",188,593.928,576.978,0.959,0.639,-13156019,411
"2827",425,429,"Tail After",189,593.928,576.978,0,0,-12557724,411
"2828",426,430,"Tail After",190,594.606,576.3,0.959,0.639,-10522753,411
"2829",427,431,"Tail After",191,594.606,576.3,0,0,-12298402,411
"2830",428,432,"Tail After",192,594.606,576.3,0,0,-15516081,411
"2831",429,433,"Tail After",193,594.606,578.334,2.034,1.356,-13871293,411
"2832",430,434,"Tail After",194,594.606,578.334,0,0,-11765641,411
"2833",431,435,"Tail After",195,594.606,578.334,0,0,-11636114,411
"2834",432,436,"Tail After",196,594.606,578.334,0,0,-10930819,411
"2835",433,437,"Tail After",197,594.606,578.334,0,0,-16182735,411
"2836",434,438,"Tail After",198,593.928,579.69,1.516,1.011,-13879729,411
"2837",435,439,"Tail After",199,593.25,579.012,0.959,0.639,-12177064,411
"2838",436,440,"Tail After",200,593.25,579.012,0,0,-10395788,411
"2839",437,441,"Tail After",201,593.25,579.012,0,0,-7717770,411
"2840",438,442,"Tail After",202,593.928,579.012,0.678,0.452,-11574680,411
"2841",439,443,"Tail After",203,593.928,579.69,0.678,0.452,-12836291,411
"2842",440,444,"Tail After",204,593.928,579.69,0,0,-13031316,411
"2843",441,445,"Tail After",205,593.928,579.69,0,0,-10646907,411
"2844",442,446,"Tail After",206,595.284,581.385,2.171,1.447,-2437426,411
"2845",443,447,"Tail After",207,595.284,579.69,1.695,1.13,-12707507,411
"2846",444,448,"Tail After",208,595.284,579.69,0,0,-14215103,411
"2847",445,449,"Tail After",209,597.657,579.69,2.373,1.582,-9921656,411
"2848",446,450,"Tail After",210,596.979,579.69,0.678,0.452,-7764589,411
"2849",447,451,"Tail After",211,596.979,580.368,0.678,0.452,-9079712,411
"2850",448,452,"Tail After",212,596.979,580.368,0,0,-9534093,411
"2851",449,453,"Tail After",213,596.979,580.368,0,0,-6057320,411
"2852",450,454,"Tail After",214,594.606,581.385,2.582,1.721,-12681102,411
"2853",451,455,"Tail After",215,596.979,582.063,2.468,1.645,-338755,411
"2854",452,456,"Tail After",216,597.657,582.741,0.959,0.639,-6457960,411
"2855",453,457,"Tail After",217,596.979,582.741,0.678,0.452,-7495001,411
"2856",454,458,"Tail After",218,596.979,583.419,0.678,0.452,-10076083,411
"2857",455,459,"Tail After",219,597.657,582.063,1.516,1.011,-5540017,411
"2858",456,460,"Tail After",220,598.335,582.741,0.959,0.639,-8091225,411
"2859",457,461,"Tail After",221,597.657,582.741,0.678,0.452,-9031308,411
"2860",458,462,"Tail After",222,598.335,582.063,0.959,0.639,-6850999,411
"2861",459,463,"Tail After",223,597.657,584.097,2.144,1.429,-13473452,411
"2862",460,464,"Tail After",224,597.657,583.419,0.678,0.452,-10395285,411
"2863",461,465,"Tail After",225,600.369,582.063,3.032,2.021,-9283457,411
"2864",462,466,"Tail After",226,599.013,582.063,1.356,0.904,-11589539,411
"2865",463,467,"Tail After",227,599.013,582.741,0.678,0.452,-10473097,411
"2866",464,468,"Tail After",228,599.013,582.741,0,0,-8558956,411
"2867",465,469,"Tail After",229,599.013,582.741,0,0,-9475974,411
"2868",466,470,"Tail After",230,598.335,582.741,0.678,0.452,-13676975,411
"2869",467,471,"Tail After",231,597.657,582.741,0.678,0.452,-7646597,411
"2870",468,472,"Tail After",232,597.657,584.097,1.356,0.904,-9478819,411
"2871",469,473,"Tail After",233,597.657,583.419,0.678,0.452,-9876659,411
"2872",470,474,"Tail After",234,598.335,582.741,0.959,0.639,-8491948,411
"2873",471,475,"Tail After",235,598.335,582.741,0,0,-8027273,411
"2874",472,476,"Tail After",236,598.335,582.063,0.678,0.452,-10649215,411
"2875",473,477,"Tail After",237,599.013,583.419,1.516,1.011,-464697,411
"2876",474,478,"Tail After",238,598.335,582.741,0.959,0.639,-10647208,411
"2877",475,479,"Tail After",239,598.335,582.741,0,0,-11835306,411
"2878",476,480,"Tail After",240,598.335,582.741,0,0,-11380375,411
"3371",493,497,"Tail After",167,746.139,215.943,0.959,0.639,-14065815,421
"3372",494,498,"Tail After",168,746.139,215.943,0,0,-13405323,421
"3373",495,499,"Tail After",169,746.139,215.943,0,0,-12097397,421
"3374",496,500,"Tail After",170,746.139,217.299,1.356,0.904,-14139553,421
"3375",497,501,"Tail After",171,747.495,217.299,1.356,0.904,-16367802,421
"3376",498,502,"Tail After",172,746.817,216.621,0.959,0.639,-15653057,421
"3377",499,503,"Tail After",173,746.817,214.587,2.034,1.356,-11365242,421
"3378",500,504,"Tail After",174,747.495,213.909,0.959,0.639,-12286595,421
"3379",501,505,"Tail After",175,747.495,215.943,2.034,1.356,-15122616,421
"3380",502,506,"Tail After",176,748.173,215.265,0.959,0.639,-16114135,421
"3381",503,507,"Tail After",177,747.495,214.587,0.959,0.639,-13865627,421
"3382",504,508,"Tail After",178,747.495,213.909,0.678,0.452,-14465698,421
"3383",505,509,"Tail After",179,748.173,212.892,1.222,0.815,-12699045,421
"3384",506,510,"Tail After",180,748.173,213.909,1.017,0.678,-15259327,421
"3385",507,511,"Tail After",181,748.173,212.892,1.017,0.678,-14274485,421
"3386",508,512,"Tail After",182,748.173,212.892,0,0,-12756625,421
"3387",509,513,"Tail After",183,747.495,212.892,0.678,0.452,-11247472,421
"3388",510,514,"Tail After",184,747.495,212.892,0,0,-12962213,421
"3389",511,515,"Tail After",185,746.817,212.214,0.959,0.639,-12429167,421
"3390",512,516,"Tail After",186,746.817,212.892,0.678,0.452,-11833994,421
"3391",513,517,"Tail After",187,746.139,212.892,0.678,0.452,-12240019,421
"3392",514,518,"Tail After",188,745.461,212.214,0.959,0.639,-12830139,421
"3393",515,519,"Tail After",189,743.427,212.214,2.034,1.356,-11967618,421
"3394",516,520,"Tail After",190,743.427,211.536,0.678,0.452,-11710850,421
"3395",517,521,"Tail After",191,743.427,212.214,0.678,0.452,-12954253,421
"3396",518,522,"Tail After",192,743.427,212.892,0.678,0.452,-12365975,421
"3397",519,523,"Tail After",193,742.41,213.909,1.438,0.959,-15329231,421
"3398",520,524,"Tail After",194,742.41,212.892,1.017,0.678,-12952472,421
"3399",521,525,"Tail After",195,743.427,212.214,1.222,0.815,-14344633,421
"3400",522,526,"Tail After",196,742.41,211.536,1.222,0.815,-14666388,421
"3401",523,527,"Tail After",197,744.105,213.909,2.916,1.944,-15065022,421
"3402",524,528,"Tail After",198,741.054,211.536,3.865,2.577,-13148796,421
"3403",525,529,"Tail After",199,741.732,211.536,0.678,0.452,-15395024,421
"3404",526,530,"Tail After",200,742.41,210.858,0.959,0.639,-14068645,421
"3405",527,531,"Tail After",201,742.41,210.18,0.678,0.452,-12088935,421
"3406",528,532,"Tail After",202,742.41,210.18,0,0,-14660773,421
"3407",529,533,"Tail After",203,741.054,210.18,1.356,0.904,-14273956,421
"3408",530,534,"Tail After",204,740.376,210.18,0.678,0.452,-14669221,421
"3409",531,535,"Tail After",205,739.698,210.858,0.959,0.639,-10720623,421
"3410",532,536,"Tail After",206,739.698,211.536,0.678,0.452,-14469035,421
"3411",533,537,"Tail After",207,739.698,210.858,0.678,0.452,-13679772,421
"3412",534,538,"Tail After",208,739.698,210.858,0,0,-11642489,421
"3413",535,539,"Tail After",209,739.698,211.536,0.678,0.452,-9075289,421
"3414",536,540,"Tail After",210,739.698,212.214,0.678,0.452,-11437173,421
"3415",537,541,"Tail After",211,740.376,211.536,0.959,0.639,-11904373,421
"3416",538,542,"Tail After",212,740.376,212.214,0.678,0.452,-11776396,421
"3417",539,543,"Tail After",213,740.376,212.214,0,0,-14799542,421
"3418",540,544,"Tail After",214,740.376,212.214,0,0,-13356708,421
"3419",541,545,"Tail After",215,741.054,212.892,0.959,0.639,-11182457,421
"3420",542,546,"Tail After",216,741.054,212.892,0,0,-15851737,421
"3421",543,547,"Tail After",217,740.376,212.214,0.959,0.639,-15853259,421
"3422",544,548,"Tail After",218,740.376,210.18,2.034,1.356,-11581326,421
"3423",545,549,"Tail After",219,740.376,210.858,0.678,0.452,-14068115,421
"3424",546,550,"Tail After",220,740.376,210.18,0.678,0.452,-14076581,421
"3425",547,551,"Tail After",221,739.698,210.858,0.959,0.639,-13875106,421
