"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber"
"1767",67,68,"Head Before",68,503.754,464.769,4.746,3.164,-10256763,321
"1768",68,69,"Head Before",69,484.431,467.481,19.512,13.008,-10785951,321
"1769",69,70,"Head Before",70,479.007,453.243,15.236,10.157,-11373718,321
"1770",70,71,"Head Before",71,481.041,486.804,33.623,22.415,-9667175,321
"1771",71,72,"Head Before",72,471.888,474.6,15.255,10.17,-9600630,321
"1772",72,73,"Head Before",73,487.482,472.566,15.726,10.484,-10588036,321
"1773",73,74,"Head Before",74,482.397,469.515,5.93,3.953,-9335408,321
"1774",74,75,"Head Before",75,493.245,464.091,12.128,8.086,-10527384,321
"1775",75,76,"Head Before",76,489.516,453.243,11.471,7.647,-12434590,321
"1776",76,77,"Head Before",77,477.312,447.48,13.496,8.998,-9930108,321
"1777",77,78,"Head Before",78,469.515,459.684,14.482,9.655,-9862005,321
"1778",78,79,"Head Before",79,469.515,461.718,2.034,1.356,-9799809,321
"1779",79,80,"Head Before",80,466.125,463.413,3.79,2.527,-9405541,321
"1780",80,81,"Head Before",81,471.888,452.565,12.284,8.189,-10191217,321
"1781",81,82,"Head Before",82,477.312,448.158,6.989,4.659,-10124656,321
"1782",82,83,"Head Before",83,486.126,453.243,10.176,6.784,-9664873,321
"1783",83,84,"Head Before",84,503.754,456.972,18.018,12.012,-10126445,321
"1784",84,85,"Head Before",85,515.958,461.04,12.864,8.576,-9535336,321
"1785",85,86,"Head Before",86,525.789,464.091,10.294,6.862,-9537389,321
"1786",86,87,"Head Before",87,537.315,468.837,12.465,8.31,-9337709,321
"1787",87,88,"Head Before",88,527.145,476.634,12.815,8.543,-9730168,321
"1788",88,89,"Head Before",89,522.399,468.837,9.128,6.085,-10716803,321
"1789",89,90,"Head Before",90,521.382,480.363,11.571,7.714,-9270897,321
"1790",90,91,"Head Before",91,531.552,483.753,10.72,7.147,-10059130,321
"1791",91,92,"Head Before",92,537.315,480.363,6.686,4.457,-11176063,321
"1792",92,93,"Head Before",93,543.417,474.6,8.393,5.595,-10849929,321
"1793",93,94,"Head Before",94,547.824,471.21,5.56,3.707,-10258042,321
"1794",94,95,"Head Before",95,538.671,474.6,9.761,6.507,-9732475,321
"1795",95,96,"Head Before",96,542.739,482.397,8.794,5.863,-9600127,321
"1796",96,97,"Head Before",97,560.028,462.396,26.438,17.625,-9469029,321
"1797",97,98,"Head Before",98,544.434,437.649,29.25,19.5,-9666672,321
"1798",98,99,"Head Before",99,495.957,409.173,56.222,37.481,-10454393,321
"1799",99,100,"Head Before",100,469.515,405.783,26.658,17.772,-10585467,321
"1800",100,101,"Head Before",101,467.481,411.207,5.793,3.862,-9729647,321
"1801",101,102,"Head Before",102,469.515,418.326,7.404,4.936,-10124403,321
"1802",102,103,"Head Before",103,479.007,422.733,10.465,6.977,-10387060,321
"1803",103,104,"Head Before",104,471.888,425.445,7.618,5.079,-10325367,321
"1804",104,105,"Head Before",105,454.599,414.936,20.232,13.488,-9864556,321
"1805",105,106,"Head Before",106,459.006,391.545,23.803,15.868,-9732198,321
"1806",106,107,"Head Before",107,483.753,375.273,29.617,19.745,-9402208,321
"1807",107,108,"Head Before",108,487.482,368.154,8.037,5.358,-10388088,321
"1808",108,109,"Head Before",109,496.635,365.781,9.456,6.304,-9928801,321
"1809",109,110,"Head Before",110,503.754,369.51,8.037,5.358,-9996651,321
"1810",110,111,"Head Before",111,509.517,368.832,5.803,3.868,-9797229,321
"1811",111,112,"Head Before",112,502.398,371.544,7.618,5.079,-9009004,321
"1812",112,113,"Head Before",113,487.482,388.494,22.579,15.052,-9796226,321
"1813",113,114,"Head Before",114,471.21,407.817,25.262,16.841,-9862256,321
"1814",114,115,"Head Before",115,452.565,431.208,29.913,19.942,-9337718,321
"1815",115,116,"Head Before",116,449.853,420.699,10.853,7.236,-10263948,321
"1816",116,117,"Head Before",117,449.853,412.902,7.797,5.198,-8945269,321
"1817",117,118,"Head Before",118,460.362,404.088,13.716,9.144,-12817575,321
"1818",118,119,"Head Before",119,453.243,401.376,7.618,5.079,-9534570,321
"1819",119,120,"Head Before",120,450.531,402.054,2.795,1.864,-8814186,321
"1820",120,121,"Head Before",121,452.565,394.257,8.058,5.372,-9274460,321
"1821",121,122,"Head Before",122,453.243,385.782,8.502,5.668,-9272687,321
"1822",122,123,"Head Before",123,445.446,378.663,10.558,7.039,-11314579,321
"1823",123,124,"Head Before",124,447.48,380.019,2.445,1.63,-9471087,321
"1824",124,125,"Head Before",125,434.259,404.088,27.461,18.307,-9533040,321
"1825",125,126,"Head Before",126,444.09,412.224,12.761,8.507,-9599601,321
"1826",126,127,"Head Before",127,442.056,400.698,11.704,7.803,-8814184,321
"1827",127,128,"Head Before",128,442.056,400.02,0.678,0.452,-9863551,321
"1828",128,129,"Head Before",129,443.412,400.698,1.516,1.011,-9732725,321
"1829",129,130,"Head Before",130,440.361,392.223,9.007,6.005,-9666156,321
"1830",130,131,"Head Before",131,446.802,390.867,6.582,4.388,-9995372,321
"1831",131,132,"Head Before",132,459.006,394.935,12.864,8.576,-10519183,321
"1832",132,133,"Head Before",133,466.803,387.138,11.027,7.351,-12035474,321
"1833",133,134,"Head Before",134,475.278,388.494,8.583,5.722,-11898005,321
"1834",134,135,"Head Before",135,472.566,397.986,9.872,6.581,-11181451,321
"1835",135,136,"Head Before",136,477.312,402.732,6.712,4.475,-9729645,321
"1836",136,137,"Head Before",137,486.804,405.783,9.97,6.647,-9599072,321
"1837",137,138,"Head Before",138,491.55,403.41,5.306,3.537,-9796703,321
"1838",138,139,"Head Before",139,448.158,439.005,56.124,37.416,-10517880,321
"1839",139,140,"Head Before",140,441.378,390.867,48.613,32.409,-12227720,321
"1840",140,141,"Head Before",141,445.446,391.545,4.124,2.749,-10126180,321
"1841",141,142,"Head Before",142,461.718,380.019,19.941,13.294,-10254441,321
"1842",142,143,"Head Before",143,461.04,372.222,7.826,5.218,-9995113,321
"1843",143,144,"Head Before",144,445.446,372.9,15.609,10.406,-10322542,321
"1844",144,145,"Head Before",145,439.683,368.832,7.054,4.703,-10453103,321
"1845",145,146,"Head Before",146,437.649,363.069,6.111,4.074,-10059633,321
"1846",146,147,"Head Before",147,431.886,354.594,10.249,6.833,-10520939,321
"1847",147,148,"Head Before",148,438.327,353.238,6.582,4.388,-10388087,321
"1848",148,149,"Head Before",149,431.886,356.628,7.279,4.852,-10385780,321
"1849",149,150,"Head Before",150,428.496,356.628,3.39,2.26,-10653053,321
"1850",150,151,"Head Before",151,429.174,354.594,2.144,1.429,-10256501,321
"1851",151,152,"Head Before",152,428.496,356.628,2.144,1.429,-10387836,321
"1852",152,153,"Head Before",153,429.852,356.628,1.356,0.904,-10191221,321
"1853",153,154,"Head Before",154,432.564,355.272,3.032,2.021,-10256501,321
"1854",154,155,"Head Before",155,434.937,353.916,2.733,1.822,-10124913,321
"1855",155,156,"Head Before",156,436.971,353.916,2.034,1.356,-10190950,321
"1856",156,157,"Head Before",157,439.005,355.95,2.877,1.918,-10060916,321
"1857",157,158,"Head Before",158,438.327,356.628,0.959,0.639,-10717061,321
"1858",158,159,"Head Before",159,439.005,356.628,0.678,0.452,-10060663,321
"1859",159,160,"Head Before",160,438.327,355.95,0.959,0.639,-10059900,321
"1860",160,161,"Head Before",161,434.259,349.509,7.618,5.079,-10256751,321
"1861",161,162,"Head Before",162,432.564,346.119,3.79,2.527,-10123900,321
"1862",162,163,"Head Before",163,429.852,343.746,3.604,2.402,-9927544,321
"1863",163,164,"Head Before",164,428.496,339.678,4.288,2.859,-10258041,321
"1864",164,165,"Head Before",165,427.818,335.949,3.79,2.527,-9797239,321
"1865",165,166,"Head Before",166,429.174,333.237,3.032,2.021,-10058358,321
"1866",166,167,"Head Before",167,427.14,330.186,3.667,2.445,-9729629,321
"1867",167,168,"Head Before",168,422.733,326.796,5.56,3.707,-10586494,321
"1868",168,169,"Head Before",169,416.292,321.711,8.206,5.471,-10059130,321
"1869",169,170,"Head Before",170,411.207,318.321,6.111,4.074,-10057593,321
"1870",170,171,"Head Before",171,412.224,322.389,4.193,2.795,-10450545,321
"1871",171,172,"Head Before",172,412.224,321.033,1.356,0.904,-10192769,321
"1872",172,173,"Head Before",173,412.224,319.677,1.356,0.904,-9666443,321
"1873",173,174,"Head Before",174,412.224,319.677,0,0,-10124154,321
"1874",174,175,"Head Before",175,412.224,320.355,0.678,0.452,-10191746,321
"1875",175,176,"Head Before",176,413.58,320.355,1.356,0.904,-9667461,321
"2403",1,2,"Head Before",2,338.322,566.469,47.558,31.705,-8357729,411
"2404",2,3,"Head Before",3,355.272,547.146,25.704,17.136,-7048001,411
"2405",3,4,"Head Before",4,370.188,508.839,41.109,27.406,-7495524,411
"2406",4,5,"Head Before",5,383.07,489.516,23.223,15.482,-8225624,411
"2407",5,6,"Head Before",6,392.901,490.194,9.854,6.57,-9667177,411
"2408",6,7,"Head Before",7,420.699,480.363,29.485,19.657,-9539681,411
"2409",7,8,"Head Before",8,456.972,466.125,38.967,25.978,-9072475,411
"2410",8,9,"Head Before",9,500.364,460.362,43.773,29.182,-9406072,411
"2411",9,10,"Head Before",10,516.636,474.6,21.622,14.414,-10388612,411
"2412",10,11,"Head Before",11,532.908,486.126,19.941,13.294,-9602679,411
"2413",11,12,"Head Before",12,534.942,486.804,2.144,1.429,-9929847,411
"2414",12,13,"Head Before",13,534.264,489.516,2.795,1.864,-10259574,411
"2415",13,14,"Head Before",14,539.349,497.313,9.309,6.206,-9798771,411
"2416",14,15,"Head Before",15,541.383,501.72,4.854,3.236,-10127998,411
"2417",15,16,"Head Before",16,547.824,490.194,13.204,8.802,-9732989,411
"2418",16,17,"Head Before",17,549.18,486.126,4.288,2.859,-10256250,411
"2419",17,18,"Head Before",18,549.18,478.329,7.797,5.198,-10715770,411
"2420",18,19,"Head Before",19,552.231,475.956,3.865,2.577,-10126204,411
"2421",19,20,"Head Before",20,552.231,479.007,3.051,2.034,-10323835,411
"2422",20,21,"Head Before",21,560.706,479.685,8.502,5.668,-7568742,411
"2423",21,22,"Head Before",22,563.418,475.956,4.611,3.074,-6848089,411
"2424",22,23,"Head Before",23,565.452,472.566,3.953,2.636,-10521214,411
"2425",23,24,"Head Before",24,565.452,472.566,0,0,-10586755,411
"2426",24,25,"Head Before",25,560.028,475.956,6.396,4.264,-10193540,411
"2427",25,26,"Head Before",26,558.333,481.041,5.36,3.573,-9667961,411
"2428",26,27,"Head Before",27,562.062,477.312,5.274,3.516,-10322821,411
"2429",27,28,"Head Before",28,564.774,473.244,4.889,3.259,-10522754,411
"2430",28,29,"Head Before",29,564.774,468.159,5.085,3.39,-10323835,411
"2431",29,30,"Head Before",30,566.469,468.837,1.826,1.217,-10060411,411
"2432",30,31,"Head Before",31,578.334,468.837,11.865,7.91,-10256751,411
"2433",31,32,"Head Before",32,599.013,463.413,21.379,14.252,-8618596,411
"2434",32,33,"Head Before",33,611.217,453.243,15.886,10.591,-8619624,411
"2435",33,34,"Head Before",34,613.929,443.412,10.198,6.799,-10126455,411
"2436",34,35,"Head Before",35,617.319,432.564,11.365,7.577,-10455171,411
"2437",35,36,"Head Before",36,619.014,428.496,4.407,2.938,-10325367,411
"2438",36,37,"Head Before",37,623.76,419.343,10.31,6.874,-10455411,411
"2439",37,38,"Head Before",38,631.557,394.935,25.623,17.082,-9471849,411
"2440",38,39,"Head Before",39,633.252,395.613,1.826,1.217,-9538408,411
"2441",39,40,"Head Before",40,634.608,375.273,20.385,13.59,-8554597,411
"2442",40,41,"Head Before",41,620.37,353.238,26.235,17.49,-8745341,411
"2443",41,42,"Head Before",42,607.488,337.305,20.489,13.659,-9535848,411
"2444",42,43,"Head Before",43,597.657,308.151,30.767,20.511,-7830361,411
"2445",43,44,"Head Before",44,599.013,285.438,22.753,15.169,-5004855,411
"2446",44,45,"Head Before",45,589.86,267.132,20.467,13.644,-9076075,411
"2447",45,46,"Head Before",46,574.266,270.522,15.958,10.639,-7307877,411
"2448",46,47,"Head Before",47,564.774,265.776,10.612,7.075,-9734008,411
"2449",47,48,"Head Before",48,554.943,266.454,9.854,6.57,-10257531,411
"2450",48,49,"Head Before",49,553.587,265.098,1.918,1.278,-10585466,411
"2451",49,50,"Head Before",50,554.943,262.725,2.733,1.822,-9796479,411
"2452",50,51,"Head Before",51,557.655,259.335,4.341,2.894,-9862779,411
"2453",51,52,"Head Before",52,556.299,262.725,3.651,2.434,-9864323,411
"2454",52,53,"Head Before",53,554.943,265.098,2.733,1.822,-9143421,411
"2455",53,54,"Head Before",54,554.265,264.081,1.222,0.815,-10585213,411
"2456",54,55,"Head Before",55,554.943,260.691,3.457,2.305,-10782846,411
"2457",55,56,"Head Before",56,547.824,262.725,7.404,4.936,-9931386,411
"2458",56,57,"Head Before",57,544.434,265.098,4.138,2.759,-9341819,411
"2459",57,58,"Head Before",58,545.112,273.573,8.502,5.668,-10193026,411
"2460",58,59,"Head Before",59,544.434,274.251,0.959,0.639,-9277057,411
"2461",59,60,"Head Before",60,546.468,274.929,2.144,1.429,-6847837,411
"2462",60,61,"Head Before",61,536.298,287.133,15.886,10.591,-8483689,411
"2463",61,62,"Head Before",62,527.823,305.439,20.173,13.448,-8946810,411
"2464",62,63,"Head Before",63,522.399,322.389,17.797,11.864,-9076856,411
"2465",63,64,"Head Before",64,520.704,333.237,10.98,7.32,-9930616,411
"2466",64,65,"Head Before",65,518.67,348.831,15.726,10.484,-8749684,411
"2467",65,66,"Head Before",66,513.585,365.103,17.048,11.365,-9666425,411
"2468",66,67,"Head Before",67,519.348,383.748,19.515,13.01,-7698021,411
"2469",67,68,"Head Before",68,520.704,402.054,18.356,12.237,-9139048,411
"2470",68,69,"Head Before",69,517.992,420.021,18.171,12.114,-8288353,411
"2471",69,70,"Head Before",70,514.263,441.378,21.68,14.453,-8614756,411
"2472",70,71,"Head Before",71,519.348,461.04,20.309,13.539,-8553843,411
"2473",71,72,"Head Before",72,525.111,482.397,22.121,14.747,-9400941,411
"2474",72,73,"Head Before",73,537.315,501.72,22.854,15.236,-9274737,411
"2475",73,74,"Head Before",74,537.315,502.398,0.678,0.452,-10062723,411
"2476",74,75,"Head Before",75,534.942,505.11,3.604,2.402,-9863553,411
"2477",75,76,"Head Before",76,534.264,503.754,1.516,1.011,-9405292,411
"2478",76,77,"Head Before",77,534.264,508.161,4.407,2.938,-9862773,411
"2479",77,78,"Head Before",78,531.552,505.11,4.082,2.721,-8358006,411
"2480",78,79,"Head Before",79,527.823,505.11,3.729,2.486,-8487020,411
"2481",79,80,"Head Before",80,525.111,504.432,2.795,1.864,-7898223,411
"2482",80,81,"Head Before",81,532.908,505.11,7.826,5.218,-10721680,411
"2483",81,82,"Head Before",82,536.298,507.483,4.138,2.759,-9800838,411
"2484",82,83,"Head Before",83,539.349,515.958,9.007,6.005,-10257279,411
"2485",83,84,"Head Before",84,552.909,532.23,21.181,14.121,-9867647,411
"2486",84,85,"Head Before",85,564.774,542.739,15.85,10.567,-8423043,411
"2487",85,86,"Head Before",86,571.215,540.705,6.755,4.503,-9537911,411
"2488",86,87,"Head Before",87,581.385,547.146,12.038,8.025,-8947071,411
"2489",87,88,"Head Before",88,589.86,551.214,9.401,6.267,-9865601,411
"2490",88,89,"Head Before",89,599.691,555.621,10.774,7.182,-9671821,411
"2491",89,90,"Head Before",90,600.369,556.977,1.516,1.011,-7571562,411
"2492",90,91,"Head Before",91,620.37,564.774,21.467,14.311,-9931397,411
"2493",91,92,"Head Before",92,633.252,581.385,21.021,14.014,-9802121,411
"2494",92,93,"Head Before",93,621.726,586.809,12.738,8.492,-10325642,411
"2495",93,94,"Head Before",94,626.811,595.284,9.883,6.589,-9340295,411
"2496",94,95,"Head Before",95,621.726,593.25,5.477,3.651,-9866876,411
"2497",95,96,"Head Before",96,626.133,593.928,4.459,2.973,-9666693,411
"2498",96,97,"Head Before",97,617.319,599.013,10.176,6.784,-9472126,411
"2499",97,98,"Head Before",98,617.319,606.81,7.797,5.198,-8751749,411
"2500",98,99,"Head Before",99,618.336,621.726,14.951,9.967,-8871533,411
"2501",99,100,"Head Before",100,619.692,626.133,4.611,3.074,-5931365,411
"2502",100,101,"Head Before",101,625.455,620.37,8.15,5.433,-10851735,411
"2503",101,102,"Head Before",102,622.404,616.641,4.818,3.212,-12621726,411
"2504",102,103,"Head Before",103,627.489,614.607,5.477,3.651,-11506592,411
"2505",103,104,"Head Before",104,619.692,613.929,7.826,5.218,-12691128,411
"2506",104,105,"Head Before",105,623.76,608.844,6.512,4.341,-8816764,411
"2507",105,106,"Head Before",106,619.692,605.454,5.295,3.53,-13947311,411
"2508",106,107,"Head Before",107,608.844,601.725,11.471,7.647,-11645891,411
"2509",107,108,"Head Before",108,604.776,601.047,4.124,2.749,-12749183,411
"2510",108,109,"Head Before",109,600.369,603.42,5.005,3.337,-10855856,411
"2511",109,110,"Head Before",110,591.894,593.928,12.725,8.483,-9803148,411
"2512",110,111,"Head Before",111,586.131,591.894,6.111,4.074,-9864061,411
"2513",111,112,"Head Before",112,575.622,584.097,13.086,8.724,-8093803,411
"2514",112,113,"Head Before",113,575.622,569.859,14.238,9.492,-8027239,411
"2515",113,114,"Head Before",114,576.3,564.774,5.13,3.42,-8688240,411
"2516",114,115,"Head Before",115,578.334,562.74,2.877,1.918,-8878707,411
"2517",115,116,"Head Before",116,585.453,554.265,11.068,7.379,-8559736,411
"2518",116,117,"Head Before",117,591.216,547.824,8.643,5.762,-9263740,411
"2519",117,118,"Head Before",118,589.86,543.417,4.611,3.074,-11513535,411
"2520",118,119,"Head Before",119,592.572,545.79,3.604,2.402,-11184552,411
"2521",119,120,"Head Before",120,595.284,545.112,2.795,1.864,-7568542,411
"2879",1,2,"Head Before",2,655.287,250.86,21.021,14.014,-9537406,421
"2880",2,3,"Head Before",3,657.999,258.657,8.255,5.503,-9339762,421
"2881",3,4,"Head Before",4,653.592,258.657,4.407,2.938,-11440031,421
"2882",4,5,"Head Before",5,652.914,253.572,5.13,3.42,-10190716,421
"2883",5,6,"Head Before",6,658.677,262.047,10.249,6.833,-8552303,421
"2884",6,7,"Head Before",7,655.965,281.37,19.512,13.008,-10521481,421
"2885",7,8,"Head Before",8,643.761,299.676,22.001,14.667,-9270385,421
"2886",8,9,"Head Before",9,630.879,314.592,19.709,13.139,-9930355,421
"2887",9,10,"Head Before",10,633.252,311.202,4.138,2.759,-12958138,421
"2888",10,11,"Head Before",11,636.642,311.88,3.457,2.305,-9866641,421
"2889",11,12,"Head Before",12,639.354,315.27,4.341,2.894,-8554356,421
"2890",12,13,"Head Before",13,645.117,318.321,6.521,4.347,-10914956,421
"2891",13,14,"Head Before",14,663.762,311.88,19.726,13.151,-8679287,421
"2892",14,15,"Head Before",15,660.711,318.999,7.745,5.163,-9609100,421
"2893",15,16,"Head Before",16,668.508,323.067,8.794,5.863,-8486512,421
"2894",16,17,"Head Before",17,688.509,330.186,21.23,14.153,-7042397,421
"2895",17,18,"Head Before",18,692.238,328.83,3.968,2.645,-11449020,421
"2896",18,19,"Head Before",19,688.509,329.508,3.79,2.527,-10713717,421
"2897",19,20,"Head Before",20,694.272,320.355,10.816,7.211,-8356454,421
"2898",20,21,"Head Before",21,696.984,316.965,4.341,2.894,-10197128,421
"2899",21,22,"Head Before",22,694.272,314.592,3.604,2.402,-8487272,421
"2900",22,23,"Head Before",23,696.984,311.88,3.835,2.557,-9011063,421
"2901",23,24,"Head Before",24,714.273,293.235,25.427,16.952,-9539699,421
"2902",24,25,"Head Before",25,733.935,273.573,27.806,18.538,-10982303,421
"2903",25,26,"Head Before",26,739.02,259.335,15.119,10.079,-8029033,421
"2904",26,27,"Head Before",27,734.613,261.369,4.854,3.236,-10390408,421
"2905",27,28,"Head Before",28,735.63,267.132,5.852,3.901,-9664640,421
"2906",28,29,"Head Before",29,736.986,261.369,5.92,3.947,-8223848,421
"2907",29,30,"Head Before",30,736.308,260.691,0.959,0.639,-8948854,421
"2908",30,31,"Head Before",31,733.257,260.013,3.125,2.084,-9668725,421
"2909",31,32,"Head Before",32,733.257,243.741,16.272,10.848,-10395285,421
"2910",32,33,"Head Before",33,723.426,210.18,34.971,23.314,-9864574,421
"2911",33,34,"Head Before",34,710.544,184.077,29.109,19.406,-10722706,421
"2912",34,35,"Head Before",35,735.63,201.027,30.276,20.184,-14802109,421
"2913",35,36,"Head Before",36,744.105,208.146,11.068,7.379,-9798271,421
"2914",36,37,"Head Before",37,738.342,214.587,8.643,5.762,-7961714,421
"2915",37,38,"Head Before",38,755.292,228.147,21.707,14.471,-14083037,421
"2916",38,39,"Head Before",39,769.53,217.299,17.9,11.933,-10192516,421
"2917",39,40,"Head Before",40,765.462,208.824,9.401,6.267,-7436904,421
"2918",40,41,"Head Before",41,761.055,216.621,8.956,5.971,-8621703,421
"2919",41,42,"Head Before",42,758.343,215.265,3.032,2.021,-7968630,421
"2920",42,43,"Head Before",43,756.648,220.011,5.04,3.36,-8219802,421
"2921",43,44,"Head Before",44,749.529,212.892,10.068,6.712,-9530245,421
"2922",44,45,"Head Before",45,748.851,212.214,0.959,0.639,-11840672,421
"2923",45,46,"Head Before",46,752.58,212.214,3.729,2.486,-6780004,421
"2924",46,47,"Head Before",47,754.614,205.095,7.404,4.936,-16769218,421
"2925",47,48,"Head Before",48,753.936,205.095,0.678,0.452,-10463668,421
"2926",48,49,"Head Before",49,753.258,205.095,0.678,0.452,-10594753,421
"2927",49,50,"Head Before",50,754.614,205.095,1.356,0.904,-10522754,421
"2928",50,51,"Head Before",51,749.529,205.095,5.085,3.39,-14795475,421
"2929",51,52,"Head Before",52,746.817,203.739,3.032,2.021,-9210782,421
"2930",52,53,"Head Before",53,751.224,204.417,4.459,2.973,-11517885,421
"2931",53,54,"Head Before",54,752.58,204.417,1.356,0.904,-10342327,421
"2932",54,55,"Head Before",55,749.529,206.79,3.865,2.577,-7691891,421
"2933",55,56,"Head Before",56,743.427,214.587,9.901,6.601,-11434380,421
"2934",56,57,"Head Before",57,741.732,217.299,3.198,2.132,-9070446,421
"2935",57,58,"Head Before",58,737.664,221.706,5.998,3.998,-12750240,421
"2936",58,59,"Head Before",59,736.308,220.011,2.171,1.447,-15132103,421
"2937",59,60,"Head Before",60,731.901,222.384,5.005,3.337,-9405050,421
"2938",60,61,"Head Before",61,733.257,219.333,3.339,2.226,-7561819,421
"2939",61,62,"Head Before",62,730.545,224.418,5.763,3.842,-8289390,421
"2940",62,63,"Head Before",63,731.901,223.062,1.918,1.278,-8878447,421
"2941",63,64,"Head Before",64,729.189,222.384,2.795,1.864,-8421748,421
"2942",64,65,"Head Before",65,729.189,219.333,3.051,2.034,-9794684,421
"2943",65,66,"Head Before",66,727.494,221.706,2.916,1.944,-10060916,421
"2944",66,67,"Head Before",67,724.104,221.028,3.457,2.305,-8881543,421
"2945",67,68,"Head Before",68,722.07,218.655,3.125,2.084,-9607307,421
"2946",68,69,"Head Before",69,722.748,216.621,2.144,1.429,-10783631,421
"2947",69,70,"Head Before",70,720.375,215.265,2.733,1.822,-10262923,421
"2948",70,71,"Head Before",71,724.104,217.977,4.611,3.074,-9605289,421
"2949",71,72,"Head Before",72,724.104,217.299,0.678,0.452,-10647938,421
"2950",72,73,"Head Before",73,723.426,220.011,2.795,1.864,-10187645,421
"2951",73,74,"Head Before",74,723.426,218.655,1.356,0.904,-9075333,421
"2952",74,75,"Head Before",75,724.104,223.062,4.459,2.973,-9536385,421
"2953",75,76,"Head Before",76,724.104,215.265,7.797,5.198,-9336680,421
"2954",76,77,"Head Before",77,722.748,222.384,7.247,4.831,-9863810,421
"2955",77,78,"Head Before",78,722.748,215.943,6.441,4.294,-10456709,421
"2956",78,79,"Head Before",79,725.46,225.774,10.198,6.799,-11702418,421
"2957",79,80,"Head Before",80,725.46,220.011,5.763,3.842,-9602421,421
"2958",80,81,"Head Before",81,724.104,221.028,1.695,1.13,-10322321,421
"2959",81,82,"Head Before",82,724.104,224.418,3.39,2.26,-9869203,421
"2960",82,83,"Head Before",83,724.104,220.011,4.407,2.938,-8552054,421
"2961",83,84,"Head Before",84,726.138,215.265,5.163,3.442,-9533590,421
"2962",84,85,"Head Before",85,724.782,212.214,3.339,2.226,-8620925,421
"2963",85,86,"Head Before",86,725.46,210.858,1.516,1.011,-10392215,421
"2964",86,87,"Head Before",87,723.426,210.18,2.144,1.429,-9148800,421
"2965",87,88,"Head Before",88,719.697,210.858,3.79,2.527,-9476986,421
"2966",88,89,"Head Before",89,723.426,212.214,3.968,2.645,-9471121,421
"2967",89,90,"Head Before",90,719.697,212.892,3.79,2.527,-9406078,421
"2968",90,91,"Head Before",91,722.748,215.265,3.865,2.577,-8093541,421
"2969",91,92,"Head Before",92,731.901,215.265,9.153,6.102,-4215337,421
"2970",92,93,"Head Before",93,729.189,210.18,5.763,3.842,-9987929,421
"2971",93,94,"Head Before",94,726.816,208.824,2.733,1.822,-13022903,421
"2972",94,95,"Head Before",95,727.494,210.18,1.516,1.011,-12569275,421
"2973",95,96,"Head Before",96,726.816,209.502,0.959,0.639,-9533814,421
"2974",96,97,"Head Before",97,722.07,213.909,6.477,4.318,-9994872,421
"2975",97,98,"Head Before",98,725.46,208.146,6.686,4.457,-7849103,421
"2976",98,99,"Head Before",99,724.782,212.214,4.124,2.749,-7303766,421
"2977",99,100,"Head Before",100,727.494,211.536,2.795,1.864,-9137771,421
"2978",100,101,"Head Before",101,726.138,211.536,1.356,0.904,-13156307,421
"2979",101,102,"Head Before",102,726.816,207.468,4.124,2.749,-6787925,421
"2980",102,103,"Head Before",103,726.816,208.146,0.678,0.452,-8482937,421
"2981",103,104,"Head Before",104,724.104,210.858,3.835,2.557,-13348029,421
"2982",104,105,"Head Before",105,722.748,212.892,2.445,1.63,-7761247,421
"2983",105,106,"Head Before",106,721.392,215.943,3.339,2.226,-7559775,421
"2984",106,107,"Head Before",107,719.019,215.265,2.468,1.645,-9862021,421
"2985",107,108,"Head Before",108,721.392,212.214,3.865,2.577,-9009263,421
"2986",108,109,"Head Before",109,725.46,217.977,7.054,4.703,-14470350,421
"2987",109,110,"Head Before",110,726.816,219.333,1.918,1.278,-11636146,421
"2988",110,111,"Head Before",111,723.426,215.943,4.794,3.196,-14274251,421
"2989",111,112,"Head Before",112,724.104,214.587,1.516,1.011,-12158101,421
"2990",112,113,"Head Before",113,732.579,226.452,14.581,9.721,-13211304,421
"2991",113,114,"Head Before",114,726.138,219.333,9.6,6.4,-7624028,421
"2992",114,115,"Head Before",115,726.816,217.299,2.144,1.429,-9468025,421
"2993",115,116,"Head Before",116,729.189,214.587,3.604,2.402,-7235717,421
"2994",116,117,"Head Before",117,729.867,210.858,3.79,2.527,-7958642,421
"2995",117,118,"Head Before",118,726.816,210.18,3.125,2.084,-13882567,421
"2996",118,119,"Head Before",119,726.138,217.977,7.826,5.218,-12683166,421
"2997",119,120,"Head Before",120,723.426,212.892,5.763,3.842,-7166038,421
"2998",120,121,"Head Before",121,723.426,209.502,3.39,2.26,-11180961,421
"2999",121,122,"Head Before",122,722.748,212.892,3.457,2.305,-9604500,421
"3000",122,123,"Head Before",123,722.748,210.858,2.034,1.356,-11056574,421
"3001",123,124,"Head Before",124,722.07,209.502,1.516,1.011,-7362924,421
"3002",124,125,"Head Before",125,722.07,210.858,1.356,0.904,-7755605,421
"3003",125,126,"Head Before",126,723.426,211.536,1.516,1.011,-7431012,421
"3004",126,127,"Head Before",127,722.748,214.587,3.125,2.084,-9209982,421
"3005",127,128,"Head Before",128,723.426,221.028,6.477,4.318,-10322321,421
"3006",128,129,"Head Before",129,722.748,211.536,9.516,6.344,-13013171,421
"3007",129,130,"Head Before",130,722.07,212.892,1.516,1.011,-10395582,421
"3008",130,131,"Head Before",131,722.07,212.892,0,0,-11510453,421
